"Box","Folder","Contents"
"11","14","Crampton, Harry"
"11","14","1933-1943"
"11","15","box 11, folder 15"
"11","15","Crane, Richard"
"11","15","1932-1933"
"11","16","box 11, folder 16"
"11","16","Crane, Robert T."
"11","16","1924"
"11","17","box 11, folder 17"
"11","17","Crane, W. B."
"11","17","1961"
"11","18","box 11, folder 18"
"11","18","Crane-Gartz, Kate"
"11","18","1934"
"11","19","box 11, folder 19"
"11","19","Cravath, Paul D."
"11","19","1930"
"11","20","box 11, folder 20"
"11","20","Crawford, Hammond"
"11","20","1934"
"11","21","box 11, folder 21"
"11","21","Crawford, J. Paul, Jr."
"11","21","1962"
"11","22","box 11, folder 22"
"11","22","Crawford, W. H."
"11","22","1932"
"11","23","box 11, folder 23"
"11","23","Creager, R. B."
"11","23","1948"
"11","24","box 11, folder 24"
"11","24","Crecraft, Earl Willis"
"11","24","1923-1937"
"11","25","box 11, folder 25"
"11","25","Creel, George"
"11","25","1947-1952"
"11","26","box 11, folder 26"
"11","26","Creese, James, Jr."
"11","26","1921"
"11","27","box 11, folder 27"
"11","27","Cremer, M. A."
"11","27","1932"
"11","28","box 11, folder 28"
"11","28","Crile, George W."
"11","28","1917"
"11","29","box 11, folder 29"
"11","29","Crisfield, Arthur"
"11","29","1917"
"11","30","box 11, folder 30"
"11","30","Crist, Raymond F."
"11","30","1918"
"11","31","box 11, folder 31"
"11","31","Croasdill, John A."
"11","31","1934"
"11","32","box 11, folder 32"
"11","32","Crocker, E. A."
"11","32","1934"
"11","33","box 11, folder 33"
"11","33","Crofts, F. S."
"11","33","1919-1926"
"11","34","box 11, folder 34"
"11","34","Croly, Herbert"
"11","34","1917"
"11","35","box 11, folder 35"
"11","35","Cronk, C. Lee"
"11","35","1932"
"11","36","box 11, folder 36"
"11","36","Cronyn, Hume"
"11","36","1955"
"11","37","box 11, folder 37"
"11","37","Crook, Dorothy"
"11","37","1932-1937"
"11","38","box 11, folder 38"
"11","38","Croscup, John F."
"11","38","1934"
"11","39","box 11, folder 39"
"11","39","Cross, Cleavland R."
"11","39","1926-1927"
"11","40","box 11, folder 40"
"11","40","Cross, Guernsey T."
"11","40","1931-1932"
"11","41","box 11, folder 41"
"11","41","Cross, O. H."
"11","41","1936"
"11","42","box 11, folder 42"
"11","42","Cross, Wilbur L."
"11","42","1931-1937"
"11","43","box 11, folder 43"
"11","43","Crosser, Robert"
"11","43","1917-1925"
"11","44","box 11, folder 44"
"11","44","Crotinger, Paul"
"11","44","1934"
"11","45","box 11, folder 45"
"11","45","Crouch, John B."
"11","45","1965"
"11","46","box 11, folder 46"
"11","46","Crow, Allen B."
"11","46","1938"
"11","47","box 11, folder 47"
"11","47","Crowly, R. W."
"11","47","1932"
"11","48","box 11, folder 48"
"11","48","Crowther, Geoffrey"
"11","48","1952"
"11","49","box 11, folder 49"
"11","49","Crowther, Samuel"
"11","49","1939"
"11","50","box 11, folder 50"
"11","50","Croxton, Fred C."
"11","50","1918-1924"
"11","51","box 11, folder 51"
"11","51","Culbertson, Ely"
"11","51","1942"
"11","52","box 11, folder 52"
"11","52","Cullen, Andy"
"11","52","1958"
"11","53","box 11, folder 53"
"11","53","Cullen, H. R."
"11","53","1951-1952"
"11","54","box 11, folder 54"
"11","54","Cumberland, W. W."
"11","54","1939-1953"
"11","55","box 11, folder 55"
"11","55","Cummings, Frances"
"11","55","1937"
"11","56","box 11, folder 56"
"11","56","Cummings, Homer S."
"11","56","1932-1936"
"11","57","box 11, folder 57"
"11","57","Cummings, John J."
"11","57","1934"
"11","58","box 11, folder 58"
"11","58","Cuneen, Eleanor"
"11","58","1931"
"11","59","box 11, folder 59"
"11","59","Cuneen, Genevieve M."
"11","59","1919"
"11","60","box 11, folder 60"
"11","60","Cuneo, Ray D."
"11","60","1964"
"11","61","box 11, folder 61"
"11","61","Cunningham, J. Harry"
"11","61","1933"
"11","62","box 11, folder 62"
"11","62","Cunningham, John F."
"11","62","1932"
"11","63","box 11, folder 63"
"11","63","Cunningham, S. B."
"11","63","1924"
"11","64","box 11, folder 64"
"11","64","Curran, Charles D."
"11","64","1953"
"11","65","box 11, folder 65"
"11","65","Curtis, Thomas B."
"11","65","1960-1964"
"11","66","box 11, folder 66"
"11","66","Curtiss, E. S."
"11","66","1923-1931"
"11","67","box 11, folder 67"
"11","67","Cushing, Harvey"
"11","67","1934-1936"
"11","68","box 11, folder 68"
"11","68","Cushman, Clarissa Fairchild"
"11","68","1936"
"11","69","box 11, folder 69"
"11","69","Cushman, Robert E."
"11","69","1918-1931"
"11","70","box 11, folder 70"
"11","70","Cuthbert, Margaret"
"11","70","1932"
"11","71","box 11, folder 71"
"11","71","Cuthbertson, F. J."
"11","71","1956"
"11","72","box 11, folder 72"
"11","72","Cuthell, Chester W."
"11","72","1932"
"11","73","box 11, folder 73"
"11","73","Cutler, J. E."
"11","73","1924"
"11","74","box 11, folder 74"
"11","74","Cutter, Annie S."
"11","74","1922"
"11","75","box 11, folder 75"
"11","75","Cuyler, Herbert R."
"11","75","1933"
"12","1","box 12, folder 1"
"12","1","Dabagn, Thomas S."
"12","1","1927-1930"
"12","2","box 12, folder 2"
"12","2","Daily, Donald A."
"12","2","1946"
"12","3","box 12, folder 3"
"12","3","Dalager, R. L."
"12","3","1934"
"12","4","box 12, folder 4"
"12","4","Dale, Edgar"
"12","4","1936"
"12","5","box 12, folder 5"
"12","5","Dall, Anna Roosevelt"
"12","5","1933-1934"
"12","6","box 12, folder 6"
"12","6","Dall, George R."
"12","6","1939"
"12","7","box 12, folder 7"
"12","7","Dall, James R."
"12","7","1942-1949"
"12","8","box 12, folder 8"
"12","8","Dall, Louis"
"12","8","1924-1936"
"12","9","box 12, folder 9"
"12","9","Dalton, Jack"
"12","9","1932"
"12","10","box 12, folder 10"
"12","10","Dalton, W. G."
"12","10","1932"
"12","11","box 12, folder 11"
"12","11","Daly, Thomas F."
"12","11","1936-1938"
"12","12","box 12, folder 12"
"12","12","Damant, Hazel"
"12","12","1961"
"12","13","box 12, folder 13"
"12","13","Dana, Margaret"
"12","13","1934"
"12","14","box 12, folder 14"
"12","14","Dana, Julien"
"12","14","1947"
"12","15","box 12, folder 15"
"12","15","Danaceau, Saul S."
"12","15","1932"
"12","16","box 12, folder 16"
"12","16","Danaher, Horense"
"12","16","1939"
"12","17","box 12, folder 17"
"12","17","Danaher, John A."
"12","17","1942"
"12","18","box 12, folder 18"
"12","18","Danbury News Times"
"12","18","1939"
"12","19","box 12, folder 19"
"12","19","Danelson, H."
"12","19","1934"
"12","20","box 12, folder 20"
"12","20","Dangel, S. A."
"12","20","1920"
"12","21","box 12, folder 21"
"12","21","Daniels, Jonathan"
"12","21","1934"
"12","22","box 12, folder 22"
"12","22","Daniels, Josephus"
"12","22","1934-1936"
"12","23","box 12, folder 23"
"12","23","Danielson, Cassel W."
"12","23","1933"
"12","24","box 12, folder 24"
"12","24","Dant, Charles E."
"12","24","1932"
"12","25","box 12, folder 25"
"12","25","Danz, Lovella"
"12","25","1936"
"12","26","box 12, folder 26"
"12","26","D'Arcy, William C."
"12","26","1937"
"12","27","box 12, folder 27"
"12","27","Darling, Jay N."
"12","27","1950"
"12","28","box 12, folder 28"
"12","28","Darmstadter, Doris"
"12","28","1926"
"12","29","box 12, folder 29"
"12","29","Darsey, J. D."
"12","29","1943"
"12","30","box 12, folder 30"
"12","30","Darst, Katharine"
"12","30","1939"
"12","31","box 12, folder 31"
"12","31","Daru, Robert"
"12","31","1931"
"12","32","box 12, folder 32"
"12","32","Dash, Samuel"
"12","32","1966"
"12","33","box 12, folder 33"
"12","33","Davenport, Frederick M."
"12","33","1943"
"12","34","box 12, folder 34"
"12","34","Davenport, Walter"
"12","34","1953"
"12","35","box 12, folder 35"
"12","35","Davidson, C. F."
"12","35","1934"
"12","36","box 12, folder 36"
"12","36","Davidson, Eugene A."
"12","36","1931-1932"
"12","37","box 12, folder 37"
"12","37","Davidson, Maurice P."
"12","37","1937"
"12","38","box 12, folder 38"
"12","38","Davidson, Ralph B."
"12","38","1939"
"12","39","box 12, folder 39"
"12","39","Davie"
"12","39","May, 1940"
"12","40","box 12, folder 40"
"12","40","Davie, Preston"
"12","40","1939-1958"
"12","41","box 12, folder 41"
"12","41","Davies, Robert M."
"12","41","1961"
"12","42","box 12, folder 42"
"12","42","Davis, Stanley"
"12","42","1923"
"12","43","box 12, folder 43"
"12","43","Davis, A. F."
"12","43","1941-1951"
"12","44","box 12, folder 44"
"12","44","Davis, Alvan L."
"12","44","1924"
"12","45","box 12, folder 45"
"12","45","Davis, C. E."
"12","45","1934"
"12","46","box 12, folder 46"
"12","46","Davis, Charles"
"12","46","1939"
"12","47","box 12, folder 47"
"12","47","Davis, Chester C."
"12","47","1936"
"12","48","box 12, folder 48"
"12","48","Davis, Clarence A."
"12","48","1953-1956"
"12","49","box 12, folder 49"
"12","49","Davis, Deane C."
"12","49","1965"
"12","50","box 12, folder 50"
"12","50","Davis, Forrest"
"12","50","1933-1941"
"12","51","box 12, folder 51"
"12","51","Davis, Frances P."
"12","51","1933"
"12","52","box 12, folder 52"
"12","52","Davis, Gordon"
"12","52","1962"
"12","53","box 12, folder 53"
"12","53","Davis, Harry G."
"12","53","1958"
"12","54","box 12, folder 54"
"12","54","Davis, Harry L."
"12","54","1918-1921"
"12","55","box 12, folder 55"
"12","55","Davis, Jeff"
"12","55","1939"
"12","56","box 12, folder 56"
"12","56","Davis, Jerome"
"12","56","1926"
"12","57","box 12, folder 57"
"12","57","Davis, Maxine"
"12","57","1932"
"12","58","box 12, folder 58"
"12","58","Davis, Peter"
"12","58","1961"
"12","59","box 12, folder 59"
"12","59","Davis, Rees H."
"12","59","1943-1951"
"12","60","box 12, folder 60"
"12","60","Davis, Robert McNair"
"12","60","1931"
"12","61","box 12, folder 61"
"12","61","Davis, William F., Jr."
"12","61","1933"
"12","62","box 12, folder 62"
"12","62","Davison, F. Trubee"
"12","62","1927-1942"
"12","63","box 12, folder 63"
"12","63","Dawes, Charles G."
"12","63","1939-1940"
"12","64","box 12, folder 64"
"12","64","Dawes, Henry M."
"12","64","1943"
"12","65","box 12, folder 65"
"12","65","Dawson, Edgar"
"12","65","1924-1930"
"12","66","box 12, folder 66"
"12","66","Day, Edmund E."
"12","66","1936-1937"
"12","67","box 12, folder 67"
"12","67","Day, G. M."
"12","67","1934"
"12","68","box 12, folder 68"
"12","68","Day, Horace"
"12","68","1963"
"12","69","box 12, folder 69"
"12","69","Dayton, Kenneth"
"12","69","1931-1933"
"12","70","box 12, folder 70"
"12","70","Deal, Roy L."
"12","70","1937"
"12","71","box 12, folder 71"
"12","71","Dean, Frank C."
"12","71","1934"
"12","72","box 12, folder 72"
"12","72","Deardorf, Moncure"
"12","72","1938"
"12","73","box 12, folder 73"
"12","73","DeBlocq, William K."
"12","73","1933-1934"
"12","74","box 12, folder 74"
"12","74","DeBoinville, David"
"12","74","1963"
"12","75","box 12, folder 75"
"12","75","DeCamp, C. Austin"
"12","75","1951-1958"
"12","76","box 12, folder 76"
"12","76","Decker, A. R."
"12","76","1932"
"12","77","box 12, folder 77"
"12","77","Deckop, Charles J."
"12","77","1932"
"12","78","box 12, folder 78"
"12","78","Degnan, Charles A."
"12","78","1934"
"12","79","box 12, folder 79"
"12","79","DeGraaff, Jan"
"12","79","1931"
"12","80","box 12, folder 80"
"12","80","DeGrief, Roy"
"12","80","1957-1963"
"12","81","box 12, folder 81"
"12","81","DeHaas, Elsa"
"12","81","1927-1929"
"12","82","box 12, folder 82"
"12","82","DeHass, J. Anton"
"12","82","1932"
"12","83","box 12, folder 83"
"12","83","Delahunt, Sienna"
"12","83","1928-1933"
"12","84","box 12, folder 84"
"12","84","Delany, Frank J."
"12","84","1936-1951"
"12","85","box 12, folder 85"
"12","85","Dell, Floyd"
"12","85","1934"
"12","86","box 12, folder 86"
"12","86","DeLoach, Cartha D."
"12","86","1964-1966"
"12","87","box 12, folder 87"
"12","87","DeLong, Earl H."
"12","87","1939"
"12","88","box 12, folder 88"
"12","88","Demant, Hazel"
"12","88","1959-1960"
"12","89","box 12, folder 89"
"12","89","Demaray, A. E."
"12","89","1934"
"12","90","box 12, folder 90"
"12","90","Deming, Barron R."
"12","90","1922"
"12","91","box 12, folder 91"
"12","91","Dempsey, C. E."
"12","91","1934"
"12","92","box 12, folder 92"
"12","92","Dempsey, Vincent J."
"12","92","1939"
"12","93","box 12, folder 93"
"12","93","Demrick, Carl"
"12","93","1934"
"12","94","box 12, folder 94"
"12","94","Denison, Roy"
"12","94","1933"
"12","95","box 12, folder 95"
"12","95","Denman, Christopher C."
"12","95","1932"
"12","96","box 12, folder 96"
"12","96","Denmey, Frank J."
"12","96","1941-1942"
"12","97","box 12, folder 97"
"12","97","Denney, George"
"12","97","1930"
"12","98","box 12, folder 98"
"12","98","Dennis, F. M."
"12","98","1934"
"12","99","box 12, folder 99"
"12","99","Dennison, Larry"
"12","99","1938"
"12","100","box 12, folder 100"
"12","100","Denny, George V., Jr."
"12","100","1931-1937"
"12","101","box 12, folder 101"
"12","101","Densler, Frank H."
"12","101","1928"
"12","102","box 12, folder 102"
"12","102","Denson, John"
"12","102","1955-1958"
"12","103","box 12, folder 103"
"12","103","DeOca, Luis Montes"
"12","103","1956-1957"
"12","104","box 12, folder 104"
"12","104","Deppe, W. P."
"12","104","1933-1934"
"12","105","box 12, folder 105"
"12","105","Depperman, W. H."
"12","105","1934"
"12","106","box 12, folder 106"
"12","106","Dern, George H."
"12","106","1932"
"12","107","box 12, folder 107"
"12","107","Deseversky, Alexander P."
"12","107","1954"
"12","108","box 12, folder 108"
"12","108","Desmond, J. J."
"12","108","1933"
"12","109","box 12, folder 109"
"12","109","Desmond, Thomas C."
"12","109","1942"
"13","1","box 13, folder 1"
"13","1","Desvernine, Raoul E."
"13","1","1934-1944"
"13","2","box 13, folder 2"
"13","2","DeToledano, Ralph"
"13","2","1954"
"13","3","box 13, folder 3"
"13","3","Deutsch, Maurice"
"13","3","1934"
"13","4","box 13, folder 4"
"13","4","Deverall, Richard L-G."
"13","4","1934"
"13","5","box 13, folder 5"
"13","5","Devine, Edward T."
"13","5","1921"
"13","6","box 13, folder 6"
"13","6","Devitt, Thomas A."
"13","6","1933"
"13","7","box 13, folder 7"
"13","7","DeVoe, George W."
"13","7","1931"
"13","8","box 13, folder 8"
"13","8","DeVors, Bernard"
"13","8","1955"
"13","9","box 13, folder 9"
"13","9","Dewey, A. Gordon"
"13","9","1932"
"13","10","box 13, folder 10"
"13","10","Dewey, Bradley"
"13","10","1943"
"13","11","box 13, folder 11"
"13","11","Dewey, John"
"13","11","1919"
"13","12","box 13, folder 12"
"13","12","Dewey, Thomas E."
"13","12","1943-1958"
"13","13","box 13, folder 13"
"13","13","Dewhurst, J. Frederic"
"13","13","1934"
"13","14","box 13, folder 14"
"13","14","DeWolf, F. A."
"13","14","1937"
"13","15","box 13, folder 15"
"13","15","Dewson, Mary W."
"13","15","1932"
"13","16","box 13, folder 16"
"13","16","DeYoung, Ruth M."
"13","16","1935-1936"
"13","17","box 13, folder 17"
"13","17","Dibrell, E. R."
"13","17","1934"
"13","18","box 13, folder 18"
"13","18","Dick, Meda V."
"13","18","1957"
"13","19","box 13, folder 19"
"13","19","Dickason, John Howard"
"13","19","1937"
"13","20","box 13, folder 20"
"13","20","Dickinson, Frank G."
"13","20","1937"
"13","21","box 13, folder 21"
"13","21","Dickinson, John"
"13","21","1926-1935"
"13","22","box 13, folder 22"
"13","22","Dickinson, O. A."
"13","22","1941"
"13","23","box 13, folder 23"
"13","23","Dickstein, Samuel"
"13","23","1935"
"13","24","box 13, folder 24"
"13","24","Dill, Clarence C."
"13","24","1932"
"13","25","box 13, folder 25"
"13","25","Dillingham, Benjamin"
"13","25","1959"
"13","26","box 13, folder 26"
"13","26","Dillon, Mary Erhart"
"13","26","1946"
"13","27","box 13, folder 27"
"13","27","Dinsmore, Wayne"
"13","27","1932"
"13","28","box 13, folder 28"
"13","28","Dirksen, Everett McKinley"
"13","28","1951-1965"
"13","29","box 13, folder 29"
"13","29","Dix, Lester H."
"13","29","1933-1934"
"13","30","box 13, folder 30"
"13","30","Dixon, Albert P."
"13","30","1934"
"13","31","box 13, folder 31"
"13","31","Dixon, H. P."
"13","31","1933"
"13","32","box 13, folder 32"
"13","32","Dobbins, Charles G."
"13","32","1932"
"13","33","box 13, folder 33"
"13","33","Dobbins, H. T."
"13","33","1934"
"13","34","box 13, folder 34"
"13","34","Dobie, Armistead W."
"13","34","1928-1936"
"13","35","box 13, folder 35"
"13","35","Dolding, Bob"
"13","35","1958"
"13","36","box 13, folder 36"
"13","36","Dobson, Arthur W."
"13","36","1964"
"13","37","box 13, folder 37"
"13","37","Dobson, Margaret"
"13","37","1927"
"13","38","box 13, folder 38"
"13","38","Dock, George, Jr."
"13","38","1934"
"13","39","box 13, folder 39"
"13","39","Dodd, Frank C."
"13","39","1933"
"13","40","box 13, folder 40"
"13","40","Dodd, Walter F."
"13","40","1928"
"13","41","box 13, folder 41"
"13","41","Dodd, William E."
"13","41","1935-1939"
"13","42","box 13, folder 42"
"13","42","Dodds, C. B."
"13","42","1933"
"13","43","box 13, folder 43"
"13","43","Dodds, Harold"
"13","43","1919-1933"
"13","44","box 13, folder 44"
"13","44","Dodge, C. M."
"13","44","1934"
"13","45","box 13, folder 45"
"13","45","Dodge, H. D."
"13","45","1934"
"13","46","box 13, folder 46"
"13","46","Dodge, H. O."
"13","46","1934"
"13","47","box 13, folder 47"
"13","47","Dodge, Martin"
"13","47","1934"
"13","48","box 13, folder 48"
"13","48","Doherty, Frank P."
"13","48","1952-1965"
"13","49","box 13, folder 49"
"13","49","Dolan, Katharine"
"13","49","1939"
"13","50","box 13, folder 50"
"13","50","Dolan, M. L."
"13","50","1930"
"13","51","box 13, folder 51"
"13","51","Dollard, John"
"13","51","1928"
"13","52","box 13, folder 52"
"13","52","Dominick, Peter H."
"13","52","1963"
"13","53","box 13, folder 53"
"13","53","Donahey, J. H."
"13","53","1940"
"13","54","box 13, folder 54"
"13","54","Donaldson, Norman V."
"13","54","1932"
"13","55","box 13, folder 55"
"13","55","Donaldson, Walter"
"13","55","1954"
"13","56","box 13, folder 56"
"13","56","Donaugh, Carl C."
"13","56","1932"
"13","57","box 13, folder 57"
"13","57","Donham, Wallace B."
"13","57","1934-1937"
"13","58","box 13, folder 58"
"13","58","Donnell, Ethel Pitt"
"13","58","1939"
"13","59","box 13, folder 59"
"13","59","Donnelly, James L."
"13","59","1933"
"13","60","box 13, folder 60"
"13","60","Donoghue, William J."
"13","60","1951"
"13","61","box 13, folder 61"
"13","61","Donovan, James G."
"13","61","1956"
"13","62","box 13, folder 62"
"13","62","Donovan, Robert J."
"13","62","1953"
"13","63","box 13, folder 63"
"13","63","Donovan, William J."
"13","63","1939-1941"
"13","64","box 13, folder 64"
"13","64","Dooley, Edward"
"13","64","1954"
"13","65","box 13, folder 65"
"13","65","Doolittle, Albert S."
"13","65","1952"
"13","66","box 13, folder 66"
"13","66","Doorly, H."
"13","66","1951"
"13","67","box 13, folder 67"
"13","67","Dorfman, Boris W."
"13","67","1934"
"13","68","box 13, folder 68"
"13","68","Dorr, G. H."
"13","68","1932"
"13","69","box 13, folder 69"
"13","69","Dorsey, Thomas B."
"13","69","1965"
"13","70","box 13, folder 70"
"13","70","Doughberry, Donald C."
"13","70","1938"
"13","71","box 13, folder 71"
"13","71","Doughty, Isabel"
"13","71","1928"
"13","72","box 13, folder 72"
"13","72","Douglas, B. R."
"13","72","1933"
"13","73","box 13, folder 73"
"13","73","Douglas, Lewis W."
"13","73","1934-1953"
"13","74","box 13, folder 74"
"13","74","Douglas, Paul F."
"13","74","1954"
"13","75","box 13, folder 75"
"13","75","Douglas, Paul H."
"13","75","1928-1956"
"13","76","box 13, folder 76"
"13","76","Douglas, W. A. S."
"13","76","1936"
"13","77","box 13, folder 77"
"13","77","Douglas, William O."
"13","77","1928-1939"
"13","78","box 13, folder 78"
"13","78","Dowling, Eddie"
"13","78","1949"
"13","79","box 13, folder 79"
"13","79","Downey, Sheridan"
"13","79","1940"
"13","80","box 13, folder 80"
"13","80","Doyle, Ann"
"13","80","1929"
"13","81","box 13, folder 81"
"13","81","Doyle, Bertrim W."
"13","81","1928"
"13","82","box 13, folder 82"
"13","82","Doyle, Nicholas A."
"13","82","1934"
"13","83","box 13, folder 83"
"13","83","Dragonette, Fred"
"13","83","1951"
"13","84","box 13, folder 84"
"13","84","Draper, Arthur S."
"13","84","1934"
"13","85","box 13, folder 85"
"13","85","Dresser, Robert B."
"13","85","1951"
"13","86","box 13, folder 86"
"13","86","Dresser, Theodore"
"13","86","1934"
"13","87","box 13, folder 87"
"13","87","Drewry, John E."
"13","87","1932-1957"
"13","88","box 13, folder 88"
"13","88","Drinko, John D."
"13","88","1965"
"13","89","box 13, folder 89"
"13","89","Driscoll, Alfred E."
"13","89","1951"
"13","90","box 13, folder 90"
"13","90","Driscoll, Charles B."
"13","90","1933-1939"
"13","91","box 13, folder 91"
"13","91","Driver, L. Robert"
"13","91","1951"
"13","92","box 13, folder 92"
"13","92","Drossos, John A."
"13","92","1934"
"13","93","box 13, folder 93"
"13","93","Drown, Frank S."
"13","93","1928"
"13","94","box 13, folder 94"
"13","94","Drucker, Abraham"
"13","94","1928"
"13","95","box 13, folder 95"
"13","95","Drum, John"
"13","95","1932"
"13","96","box 13, folder 96"
"13","96","Drummond, J. Roscoe"
"13","96","1935"
"13","97","box 13, folder 97"
"13","97","Dubber, Margaret D."
"13","97","1928"
"13","98","box 13, folder 98"
"13","98","Dubinsky, David"
"13","98","1943"
"14","1","box 14, folder 1"
"14","1","Dublin, Louis I."
"14","1","1929-1936"
"14","2","box 14, folder 2"
"14","2","DuBrul, Steven M."
"14","2","1951"
"14","3","box 14, folder 3"
"14","3","Duckworth, Allen"
"14","3","1952-1958"
"14","4","box 14, folder 4"
"14","4","Dudley, Lionel E."
"14","4","1936"
"14","5","box 14, folder 5"
"14","5","Dudley, L. L."
"14","5","1934-1935"
"14","6","box 14, folder 6"
"14","6","Duell, Sloan and Pearce, Inc."
"14","6","1961-1966"
"14","7","box 14, folder 7"
"14","7","Duffus, R. L."
"14","7","1934"
"14","8","box 14, folder 8"
"14","8","Duffy, Julia M."
"14","8","1932"
"14","9","box 14, folder 9"
"14","9","Duggan, Stephen P."
"14","9","1932-1936"
"14","10","box 14, folder 10"
"14","10","Duhig, Charles W."
"14","10","1944"
"14","11","box 14, folder 11"
"14","11","Duke, F. D."
"14","11","1937"
"14","12","box 14, folder 12"
"14","12","Dulles, Allen W."
"14","12","1961"
"14","13","box 14, folder 13"
"14","13","Dulles, John Foster"
"14","13","1943-1951"
"14","14","box 14, folder 14"
"14","14","Dunbar, J. R."
"14","14","1934"
"14","15","box 14, folder 15"
"14","15","Dunham, Lawrence B."
"14","15","1927-1931"
"14","16","box 14, folder 16"
"14","16","Dunmore, Walter T."
"14","16","1919"
"14","17","box 14, folder 17"
"14","17","Dunn, E. G."
"14","17","1932"
"14","18","box 14, folder 18"
"14","18","Dunn, Gano"
"14","18","1936-1950"
"14","19","box 14, folder 19"
"14","19","Dunn, Harris A."
"14","19","1953"
"14","20","box 14, folder 20"
"14","20","Dunn, Rogers C."
"14","20","1941-1943"
"14","21","box 14, folder 21"
"14","21","Dunn, Roy"
"14","21","1951"
"14","22","box 14, folder 22"
"14","22","Dunn, Stephen F."
"14","22","1963"
"14","23","box 14, folder 23"
"14","23","Dunn, W. E."
"14","23","1939"
"14","24","box 14, folder 24"
"14","24","Dupee, Mary C."
"14","24","1931"
"14","25","box 14, folder 25"
"14","25","DuPont"
"14","25","1942"
"14","26","box 14, folder 26"
"14","26","Durand, Margaret"
"14","26","1936"
"14","27","box 14, folder 27"
"14","27","Durant, W. C."
"14","27","1936"
"14","28","box 14, folder 28"
"14","28","Durbin, C. M."
"14","28","1932"
"14","29","box 14, folder 29"
"14","29","Durham, Frank S."
"14","29","1934"
"14","30","box 14, folder 30"
"14","30","Durning, Harry M."
"14","30","1936"
"14","31","box 14, folder 31"
"14","31","Durstine, Roy S."
"14","31","1939"
"14","32","box 14, folder 32"
"14","32","Duryea, Charles E."
"14","32","1932"
"14","33","box 14, folder 33"
"14","33","Dutton, Henry R."
"14","33","1959"
"14","34","box 14, folder 34"
"14","34","Dwan, Ralph H."
"14","34","1931"
"14","35","box 14, folder 35"
"14","35","Dwyer, Earle D."
"14","35","1933"
"14","36","box 14, folder 36"
"14","36","Dwyer, F. P."
"14","36","1917"
"14","37","box 14, folder 37"
"14","37","Dwyer, Thomas R."
"14","37","1934"
"14","38","box 14, folder 38"
"14","38","Dyer, Czar J."
"14","38","1932"
"14","39","box 14, folder 39"
"14","39","Dykstra, C. A."
"14","39","1922-1950"
"14","40","box 14, folder 40"
"14","40","Dykstra, Lillian G."
"14","40","1943"
"15","1","box 15, folder 1"
"15","1","Eady, Ross"
"15","1","1953-1954"
"15","2","box 15, folder 2"
"15","2","Eagle, Pittsfield, Massachusetts"
"15","2","1939"
"15","3","box 15, folder 3"
"15","3","Eagon, Kenneth Laflin"
"15","3","1933"
"15","4","box 15, folder 4"
"15","4","Earle, Edward Mead"
"15","4","1933-1938"
"15","5","box 15, folder 5"
"15","5","Early, Harry J."
"15","5","1935"
"15","6","box 15, folder 6"
"15","6","Early, Stephen T."
"15","6","1934-1946"
"15","7","box 15, folder 7"
"15","7","Easley, Ralph M."
"15","7","1925-1934"
"15","8","box 15, folder 8"
"15","8","Eason, M. W."
"15","8","1932"
"15","9","box 15, folder 9"
"15","9","Eastman, Jennie Balfour"
"15","9","1932"
"15","10","box 15, folder 10"
"15","10","Eastman, Max"
"15","10","1940-1955"
"15","11","box 15, folder 11"
"15","11","Eaton, Cyrus S."
"15","11","1934-1951"
"15","12","box 15, folder 12"
"15","12","Eaton, Thomas M."
"15","12","1939"
"15","13","box 15, folder 13"
"15","13","Eberstadt, F."
"15","13","1934-1945"
"15","14","box 15, folder 14"
"15","14","Eby, Hyatt"
"15","14","1951"
"15","15","box 15, folder 15"
"15","15","Eccles, David"
"15","15","1951"
"15","16","box 15, folder 16"
"15","16","Eckert, Robert E."
"15","16","1917"
"15","17","box 15, folder 17"
"15","17","Ede, William W."
"15","17","1933-1934"
"15","18","box 15, folder 18"
"15","18","Edens, J. Drake, Jr."
"15","18","1964"
"15","19","box 15, folder 19"
"15","19","Eder, George S."
"15","19","1932"
"15","20","box 15, folder 20"
"15","20","Edgar, John"
"15","20","n.d."
"15","21","box 15, folder 21"
"15","21","Edwards, Daniel"
"15","21","1932"
"15","22","box 15, folder 22"
"15","22","Edwards, George P."
"15","22","1937"
"15","23","box 15, folder 23"
"15","23","Edwards, H. Lynn"
"15","23","1963"
"15","24","box 15, folder 24"
"15","24","Edwards, J. P."
"15","24","1932"
"15","25","box 15, folder 25"
"15","25","Edwards, J. R."
"15","25","1932"
"15","26","box 15, folder 26"
"15","26","Ehrlich, Max"
"15","26","1934"
"15","27","box 15, folder 27"
"15","27","Ehrmann, Herbert B."
"15","27","1931"
"15","28","box 15, folder 28"
"15","28","Eichel, Leslie"
"15","28","1932"
"15","29","box 15, folder 29"
"15","29","Eichel, Mabel Jacques"
"15","29","1937"
"15","30","box 15, folder 30"
"15","30","Eichler, Rudolph"
"15","30","1956"
"15","31","box 15, folder 31"
"15","31","Einfeld, S. Charles"
"15","31","1932"
"15","32","box 15, folder 32"
"15","32","Einhom, David"
"15","32","1930"
"15","33","box 15, folder 33"
"15","33","Einsele, Helga"
"15","33","1938"
"15","34","box 15, folder 34"
"15","34","Eisenhower, Dwight D."
"15","34","1949-1962"
"15","35","box 15, folder 35"
"15","35","Eisenhower, Edgar N."
"15","35","1937-1943"
"15","36","box 15, folder 36"
