"","date","entryDate","year1","Title","Abstract","StoreId","filename1","filename"
"488",1960-10-24,"Oct 24, 1960",1960,"Kennedy's Loose Talk on Fiscal Policies Creates Crisis in Europe","The loose talk by Sens. Kennedy and Johnson about spending and cutting the interest rate has finally created the crisis in Europe which a great many people have been predicting for weeks.",167765409,"167765409_1","167765409_1.pdf"
"489",1960-10-21,"Oct 21, 1960",1960,"A QUESTION OF BIGOTRY: REUTHER'S BLUNDER ON RELIGIOUS ISSUE DISCREDITS HIS LEADERSHIP","Four facts about Walter Reuther, vice president of the CIO and president of the UAW, have never before been doubted.",167746988,"167746988_1","167746988_1.pdf"
"490",1960-10-20,"Oct 20, 1960",1960,"RETREAT WON'T INSURE PEACE: CHIANG'S FORCES HAVE DEFENDED AND WILL DEFEND QUEMOY-MATSU","Since President Eisenhower's release of the letter to Sen. Green, from which Sen. Kennedy quoted a part out of context, the campaign can now go on to other issues, leaving the voters to make the de-...",167804734,"167804734_1","167804734_1.pdf"
"491",1960-10-18,"Oct 18, 1960",1960,"Assassination Poses Crisis for U.S., Japan","The killing of the Japanese Socialist Party leader, Inejiro Asanuma, by a terrorist right-wing youth presents a very, very serious problem to the Japanese government and also to the government of...",167779875,"167779875_1","167779875_1.pdf"
"492",1960-10-14,"Oct 14, 1960",1960,"The Practice of 'Crowdsmanship' Obscures Issues of the Campaign","Perhaps the incredibly rapid hopping of candidates from city to city and state, to state is responsible for the failure of reporters to tell us what they are saying. Thus, we have accounts in which...",167695192,"167695192_1","167695192_1.pdf"
"493",1960-10-13,"Oct 13, 1960",1960,"Television Debates Fail to Instruct Us","There are so many minor but interesting things going on in this campaign that voters are having a hard time concentrating on their job of choosing the man who may have as much to do with all of us...",167698867,"167698867_1","167698867_1.pdf"
"494",1960-10-11,"Oct 11, 1960",1960,"Party Loyalty Falters in the Face of the Serious Election Issues","In many respects this Presidential campaign differs from all others. In the first place, there will be more ticket-splitting than ever before. There are a number of states in which the party--either...",167708689,"167708689_1","167708689_1.pdf"
"495",1960-10-08,"Oct 8, 1960",1960,"Even Democrats See Greatness of Hoover","It was noteworthy that in Sen. Kennedy's listing of the horrible examples of Republicans from whom he aspires to deliver us, the names were Harding, Coolidge, Landon, Willkie and Dewey.",167817044,"167817044_1","167817044_1.pdf"
"496",1960-10-06,"Oct 6, 1960",1960,"Correcting Kennedy on Electric Power","In his prepared statement in the first debate, Sen. Kennedy said:",167722537,"167722537_1","167722537_1.pdf"
"497",1960-10-04,"Oct 4, 1960",1960,"TV Debate Failure Lies in Presentation","This merely adds a bit of volume to the roar of catcalls, foot stamping and desk pounding that has been directed at the awful flop of the enormous industry that is still trying to be an art--television.",167758026,"167758026_1","167758026_1.pdf"
"498",1960-10-03,"Oct 3, 1960",1960,"The Failure of U.S. Foreicn Aid","Half of a new and highly significant book. """"American Might and Soviet Myth,"""" by the very competent editor of the Indianapolis Star, Jameson G. Campaigne, might well be read along with the fic-...",167775730,"167775730_1","167775730_1.pdf"
"499",1960-10-01,"Oct 1, 1960",1960,"Nixon's Experience and Democrat Logic","In the Nixon-Kennedy debate a question concerned the experience of the Vice President in decision making at the top level of government. It is apparent that the opposition must break down...",167810576,"167810576_1","167810576_1.pdf"
"500",1960-09-27,"Sep 27, 1960",1960,"Cities Do Not Need Federal Handouts","It seems that one of these brief chronicles of mine, written and published, in newspapers two months ago, stirred up a considerable hornets' nest of letter writers.",167720926,"167720926_1","167720926_1.pdf"
"501",1960-09-26,"Sep 26, 1960",1960,"U. S. Opinion vs. Facts on Japan","The Japanese nation and its dominant conservative party have survived the upheavals in June when President Eisenhower's visit was postponed.",167740580,"167740580_1","167740580_1.pdf"
"502",1960-09-24,"Sep 24, 1960",1960,"New York Unfairly Burdened by U.N.","In great tragedies, such as """"Hamlet"""" and """"Macbeth,"""" master writers introduce relieving pieces of comedy.",167738486,"167738486_1","167738486_1.pdf"
"503",1960-09-20,"Sep 20, 1960",1960,"Lawlessness Again Perils Goals of U.N.","There is enough in the newspapers these days to suggest to Any thoughtful person that a hope, centuries old, may again be frustrated, Consider these items appearing on one morning on the front page...",167737540,"167737540_1","167737540_1.pdf"
"504",1960-09-17,"Sep 17, 1960",1960,"Split-Ticket Trend Noted in Midwest","Like the late hurricane Donna and her many sisters beforeiher, political directions have unpredictable, capricious ways. Of all campaigns of recent years, this one offers the most in novelty.",167765110,"167765110_1","167765110_1.pdf"
"505",1960-09-16,"Sep 16, 1960",1960,"The Important Campaign Issues Have No Concern With Religion","Since any mention of the religious question by a political commentator this year is likely to bring a shower of irrational letters from both sides, the temptation is to ignore it.",167747467,"167747467_1","167747467_1.pdf"
"506",1960-09-14,"Sep 14, 1960",1960,"Political Businessmen Undertake a New and Potent Campaign Role","A new and incalculable element will appear in the results of this general election which may have great significance. This is the movement, now widespread among business firms, in developing pro-...",167732727,"167732727_1","167732727_1.pdf"
"507",1960-09-10,"Sep 10, 1960",1960,"The Public Doesn't Owe Them a Living","Two or three years ago I wrote a piece protesting against the policy of automobile manufacturers which, by annual changes in styling, tried to induce customers to buy new cars every two or three years.",167756099,"167756099_1","167756099_1.pdf"
"508",1960-09-08,"Sep 8, 1960",1960,"Schlesinger Misses the Point","The publication of one of Arthur M. Schlesinger Jr.'s series of books on """"The Age of Roosevelt"""" becomes a political event for at least two reasons.",167732870,"167732870_1","167732870_1.pdf"
"509",1960-09-07,"Sep 7, 1960",1960,"Liberals Don't Like the Rules","""""If you can't win under the rules, change the rules."""" This seems to be the theme of liberals who find themselves frustrated at the end of the bobtailed session of Congress.",167773660,"167773660_1","167773660_1.pdf"
"510",1960-09-03,"Sep 3, 1960",1960,"The GOP Outlook Is Bright in Michigan","All national candidates will be in orbit around the vital state of Michigan in this campaign. Both Kennedy and Nixon have already appeared and promised return visits. A report from a reliable ob-...",167743313,"167743313_1","167743313_1.pdf"
"511",1960-09-01,"Sep 1, 1960",1960,"Lippmann on Kennedy and Nixon; Moley on Lippmann as a Prophet","It is plain enough that the Democrats would be better off if there had been no August session of Congress. Sen. Johnson and Speaker Rayburn, who engineered it, made a miscalculation. They supposed that the session would help Johnson to win the Presidential nomination and then to shine in August as...",167772071,"167772071_1","167772071_1.pdf"
"512",1960-08-31,"Aug 31, 1960",1960,"Democratic Economist Galbraith Doesn't Stick With the Truth","It is not often that a professor-economist has attained such authority in politics as has John K. Galbraith. He not only is a highly articulate pamphleteer, but as a member of the Democratic Party's...",167710908,"167710908_1","167710908_1.pdf"
"513",1960-08-27,"Aug 27, 1960",1960,"Farm-to-Town Shift of Voters Helps GOP","A month ago I wrote a column describing my impressions after an automobile trip through Iowa and Nebraska and on to the Wea Coast",167716260,"167716260_1","167716260_1.pdf"
"514",1960-08-26,"Aug 26, 1960",1960,"The Critical Campaign in Ohio","Nixon strategists, including the Vice President himself, are wise in discounting the early Gallup Polls showing an advantage for the Republican Presidential ticket over the Kennedy-Johnson com-...",167679189,"167679189_1","167679189_1.pdf"
"515",1960-08-23,"Aug 23, 1960",1960,"Nixon Faces the 1960 Realities","Vice President Nixon's statement that he is """"running scared"""" should not be taken, nor is it generally taken, in its literal sense. He eagerly sought this nomination and has confidence in his capacity...",167721199,"167721199_1","167721199_1.pdf"
"516",1960-08-20,"Aug 20, 1960",1960,"Sober Congress Eyes Medical Aid Plan","Never was the elaptrap which pervades a national convention so clearly exposed as it has been in the proceedings of Congress these days. In the hot intoxication of a convention the realist is the...",167726091,"167726091_1","167726091_1.pdf"
"517",1960-08-16,"Aug 16, 1960",1960,"Assumption That Democrats Are in Majority Needs Qualification","We are already getting, in dispatches and commentaries from Washington, D.C., and New York, two assertions which need contradiction or qualification before readers and hearers accept them as facts.",167677794,"167677794_1","167677794_1.pdf"
"518",1960-08-15,"Aug 15, 1960",1960,"Civil Rights Planks Invade Areas of Personal Privilege, Local Law","It has often been said, with great truth, that the toughest public problems are not decisions between right and wrong but between two conflicting rights.",167713313,"167713313_1","167713313_1.pdf"
"519",1960-08-12,"Aug 12, 1960",1960,"New Frontier' Housing Program Would Infringe Upon Freedoms","As the special session of Congress gets under way, it should be noted that it is a wholly unnecessary affair. The Senate majority frittered its time away for nearly six months when all the...",167728228,"167728228_1","167728228_1.pdf"
"520",1960-08-09,"Aug 9, 1960",1960,"Kennedy Belittles a Great American","As might be expected, the professonial speech writers employed by candidate Kennedy are rich in historical allusions. They are, as is unfortunately true of some of their profession, quite ready with...",167695483,"167695483_1","167695483_1.pdf"
"521",1960-08-06,"Aug 6, 1960",1960,"Nixon's Philosophy Avoids Rigid Dogma","In the midst of the extremely difficult task of leadership, a political figure--especially a candidate in as diversified a nation as ours--finds it hard to make clear in a word exactly what his basic phi-...",167745146,"167745146_1","167745146_1.pdf"
"522",1960-08-05,"Aug 5, 1960",1960,"Sen. Goldwater Has Contributed an Indispensable Service to GOP","The Republican Party emerged from its Chicago convention in much better shape, with a firmer belief in victory in November, with a finer fighting spirit, and greater unity than it has had in 32 years.",167714436,"167714436_1","167714436_1.pdf"
"523",1960-08-03,"Aug 3, 1960",1960,"Nixon's Accord With Rockefeller Is a Reaffirmation of His Policies","As we look back at the recent Chicago convention, two unusual features stand out as particularly important.",167775914,"167775914_1","167775914_1.pdf"
"524",1960-07-29,"Jul 29, 1960",1960,"Lo, the Poor Farmer Hasn't Fared as Badly as the Democrats Say","As noted in an earlier article, I have skipped the two conventions and instead have made an automobile trip from coast to coast. It seemed that more perspective could be gotten on politics in that way...",167640429,"167640429_1","167640429_1.pdf"
"525",1960-07-28,"Jul 28, 1960",1960,"The Nation Appears in Excellent Shape","For the first time in a number of years, this political commentator decided to skip the two national conventions. Instead, I decided to have a good look at the nation that the politicians want...",167749716,"167749716_1","167749716_1.pdf"
"526",1960-07-27,"Jul 27, 1960",1960,"The Time Has Come to Reconsider the Tax Theories of Henry George","While the doctrines of Henry George and other tax reformers seem to have faded into the past and are largely forgotten in the calculations and teachings of economics, the new policies of urban...",167684618,"167684618_1","167684618_1.pdf"
"527",1960-07-23,"Jul 23, 1960",1960,"The Malignant Dog Days Loom Closer","A very rusty remainder of my college course in astronomy, plus a bit of research, reveals that one Roger Long, two centuries ago, calculated that the coincidence of the rising of Sirius, the Dog...",167642306,"167642306_1","167642306_1.pdf"
"528",1960-07-22,"Jul 22, 1960",1960,"Secret Convention Voting Would Be a Boon to Fearful Delegates","Of all the piously declared frauds which have appeared in the political oratory and declarations this year, the greatest have been the profound gestares toward education, orderly government,...",167623209,"167623209_1","167623209_1.pdf"
"529",1960-07-19,"Jul 19, 1960",1960,"Kennedy Now Must Turn to Vital Issues","In the long struggle for the nomination, Sen. Kennedy's age and religion looked up as two of his most serious problems. Like any good politician when faced with apparent liabilities, he sought to...",167697471,"167697471_1","167697471_1.pdf"
"530",1960-07-16,"Jul 16, 1960",1960,"Connally Amendment Senate Fight Looms","The forces favoring or opposing the repeal of the Connally amendment are gathering for a fight in the Senate during the """"turnip time"""" session of Cohgress in August.",167680100,"167680100_1","167680100_1.pdf"
"531",1960-07-14,"Jul 14, 1960",1960,"The Party Platform Means Very Little","Every four years, on the eve of each of our great political conventions, a handful of men gather and in a spastic performance come up with what is known as the party's political platform.",167680144,"167680144_1","167680144_1.pdf"
"532",1960-07-12,"Jul 12, 1960",1960,"Japan Rioting Unlike Any Other in World","Many American liberals and """"intellectuils"""" have been inclined to regard the recent events in Japan as a genuine protest of educated people against the western world. This arises from a total misunder-...",167688940,"167688940_1","167688940_1.pdf"
"533",1960-07-09,"Jul 9, 1960",1960,"Health of Aspirants a Legitimate Issue","It is most unfortunate that the question of health has been thrown so sensationally into public notice only a few days before the Democratic convention.",167656724,"167656724_1","167656724_1.pdf"
"534",1960-07-06,"Jul 6, 1960",1960,"Sen. Fulbright's U-2 Criticism Adds Mud to the Muddy Waters","When an academician turns politician a curious twisting of his mentality often takes place.",167681969,"167681969_1","167681969_1.pdf"
"535",1960-07-05,"Jul 5, 1960",1960,"Demos Avoid Scandal by a Major Miracle","July opens with the battle for the Democratic Presidential nomination reduced to two contenders, each with ample rources and a desperate will to win.",167714816,"167714816_1","167714816_1.pdf"
"536",1960-07-03,"Jul 3, 1960",1960,"U.S. May Parallel Laborite Turmoil","No one should try to predict which party will win our Presidential election now, but if the Democratic candidate loses we may expect a bitter conflict among Democratic liberals and with their labor allies.",167697792,"167697792_1","167697792_1.pdf"
"537",1960-06-25,"Jun 25, 1960",1960,"Newsmen Downgrade Kennedy, Symington","Among those people whose business it is to appraise the services of, senators and representatives, both Sens. Kennedy and Symington rate very low marks. On the other hand, Sen.",167754848,"167754848_1","167754848_1.pdf"
"538",1960-06-24,"Jun 24, 1960",1960,"Executive Bypass of the Connally Amendment Perils U.S. Interests","Having failed to get the Humphrey repeal of the Connally Amendment off the ground this year, the State Department is now attempting to bypass it through executive agreements.",167740828,"167740828_1","167740828_1.pdf"
"539",1960-06-22,"Jun 22, 1960",1960,"Bureaucracy Seeks to Undermine Purposes of the Education Act","School administrators and government bureaucrats, who two years ago helped put through Congress the National Defense Education Act as a necessary response to the Sputnik challenge, are now...",167587731,"167587731_1","167587731_1.pdf"
"540",1960-06-20,"Jun 20, 1960",1960,"Glamour or Ability? Nixon's Foes Exploit Irrational Complaints","Dentists should be felt and not heard. When I hire a dentist to provide reconditioning to a decaying molar, I don't want to have thrown in any dissertations about politics or literature or any...",167719989,"167719989_1","167719989_1.pdf"
"541",1960-06-17,"Jun 17, 1960",1960,"Rockefeller Proposal Parallels Program Urged by Democrats","Two interviews on television on Sunday failed to make two of the vital points concerning Gov. Rockefeller's attack upon President Eisenhower and Vice President Nixon: They failed to bring out...",167722459,"167722459_1","167722459_1.pdf"
"542",1960-06-15,"Jun 15, 1960",1960,"Stevenson's Ideas on National 'Purposes'","From now on until July and perhaps later, the political atmosphere will be graced with sundry essays by Adlai Stevenson. He seems to have arrived at the conceit that to start rebuilding the United States...",167747013,"167747013_1","167747013_1.pdf"
"543",1960-06-12,"Jun 12, 1960",1960,"U.S. Employees Get Jobless Pay Windfall","Among the many examples of waste and inftficiency in government operation which our able Comptroller General Campbell has uncovered is a strange distortion of the principle of unemployment...",167651392,"167651392_1","167651392_1.pdf"
"544",1960-06-10,"Jun 10, 1960",1960,"Anti-American Riots in Tokyo Stem From Occupation Policy","In evaluating the importance of the riots in Tokyo, threating not only orderly parliamentary government but the American Embassy, some facts concerning the policies of the American occupation after...",167744701,"167744701_1","167744701_1.pdf"
"545",1960-06-08,"Jun 8, 1960",1960,"New Laws to Guard Communications Vital","Twenty-four hundred years ago, a Chinese general named Sun Tzu said: """"Hostile armies may face each other for years striving for victory which is decided in a single day. This being so, to remain in...",167638691,"167638691_1","167638691_1.pdf"
"546",1960-06-04,"Jun 4, 1960",1960,"Able Conservatives Show Way in Texas","It has mystified many that, while Dallas has generally elected conservative Democrats or Republicans to the state Legislature and Congress, Houston has so often gone the other way.",167655472,"167655472_1","167655472_1.pdf"
"547",1960-06-01,"Jun 1, 1960",1960,"Anticipated Drop in Gas Tax Take Threatens U.S. Highway Program","This is the time of year that a warmth covers the land. Trees are out. Crops are pushing up. Youngsters are squirming in classrooms, awaiting vacation. And across the nation millions of Ameri-...",167693900,"167693900_1","167693900_1.pdf"
"548",1960-05-30,"May 30, 1960",1960,"Medical Aid-to-the-Aged Plans Should Be Given Further Study","I humbly claim the privilege of a comment in behalf of all commentators like me, as well as all and sundry editorial writers of opinion whose task is to inform the public concerning issues before Con-...",167650628,"167650628_1","167650628_1.pdf"
"549",1960-05-28,"May 28, 1960",1960,"Decision a Setback to Free Enterprise","One of the most disturbing decisions of our divided Supreme Court in recent years was one handed down last month. It could have pervasive and deleterious effects upon our system of enterprise.",167716027,"167716027_1","167716027_1.pdf"
"550",1960-05-24,"May 24, 1960",1960,"Arab Ship Picketing Embarrassing for U.S.","The story of the action of the American Seafarers' Union in picketing the Egyptian ship Cleopatra shows how a private organization is able to make international policy, despite the interests of the...",167615926,"167615926_1","167615926_1.pdf"
"551",1960-05-21,"May 21, 1960",1960,"Nixon's TV Ordeal Proves Him Worthy","The career of Richard Nixon has shown a rare sort of politician who never takes the politic and easy course.",167672101,"167672101_1","167672101_1.pdf"
"552",1960-05-19,"May 19, 1960",1960,"Americans Endorse Defense Espionage","No one, not even a thousand George Gallups, should venture what the considered opinion of the American people may be on any matter of importance.",167655695,"167655695_1","167655695_1.pdf"
"553",1960-05-17,"May 17, 1960",1960,"Unions Oppose Jobs for Elderly Citizens","Since the Landrum-Griffin Act of 1959 was passed, the labor bosses have been seeking some means to win back public favor.",167744823,"167744823_1","167744823_1.pdf"
"554",1960-05-14,"May 14, 1960",1960,"Medical Aid Plans Lack Factual Basis","With only weeks left of this session of Congress, there is small chance of any legislation for the medical needs of the elderly being passed and approved.",167726712,"167726712_1","167726712_1.pdf"
"555",1960-05-12,"May 12, 1960",1960,"Conservatives Rally to the Nixon Cause","For several years, especially since the disastrous Republican losses in 1958, many civic, business and other leaders have been active in awakening voters to their need to take a more active interest in...",167697176,"167697176_1","167697176_1.pdf"
"556",1960-05-10,"May 10, 1960",1960,"GOP Soil Bank Plan Won't Solve Problem","In a desperate effort to appease the farm vote and reduce surpluses, some Republicans in and out of the administration are considering a crash soil bank program big enough to wipe out the surplus in...",167692555,"167692555_1","167692555_1.pdf"
"557",1960-05-07,"May 7, 1960",1960,"Why Does the Army Have a Ship Line?","The eternal laws of bureaucracy say that once a tax is levled, it is almost never repealed; once an incompetent is frozen into Civil Service, he is safe from all storms, and once the government gets its...",167619137,"167619137_1","167619137_1.pdf"
"558",1960-05-06,"May 6, 1960",1960,"Sen. Kennedy's Secondary Boycott Bill Would Threaten the Economy","It is a pity that so much talk centers on Sen. Kennedy's religion to the neglect of other items which might provide a judgment of the candidate's record.",167630969,"167630969_1","167630969_1.pdf"
"559",1960-05-03,"May 3, 1960",1960,"Johnson's Skill May Decide Convention","So far as I know, one very important point has been overlooked in all current speculation about the Democratic scramble for the Presidential nomination. That point, often decisive in a bitter conven-...",167711782,"167711782_1","167711782_1.pdf"
"560",1960-04-30,"Apr 30, 1960",1960,"Judging the Press: It's Getting Better","At the time of the annual meetings of editors and publishers in Washington and New York, the Ayer Awards are given to newspapers whose presentation of the news is regarded as most attractive...",167689676,"167689676_1","167689676_1.pdf"
"561",1960-04-29,"Apr 29, 1960",1960,"The Press listens to Criticism but Remais Above Its Critics","The flagellants in the Middle Ages were durious people who sought salvation by whipping themselves. In the meeting of the American Society of Newspaper Editors, the press invited eminent crit-...",167591734,"167591734_1","167591734_1.pdf"
"562",1960-04-27,"Apr 27, 1960",1960,"Rising Taxes Result in Increased Fraud and Deteriorating Morality","At rule of group behavior, which our sociologists and psychologists may be sure is valid, concerns taxation. As taxes rise, there is a steep increase of fraud.",167619663,"167619663_1","167619663_1.pdf"
"563",1960-04-23,"Apr 23, 1960",1960,"N.Y. Democrats Let Republicans 'Live'","In what follows I am referring to that part of Greater New York City which is commonly known as Manhattan Island and is officially New York County.",167669948,"167669948_1","167669948_1.pdf"
"564",1960-04-22,"Apr 22, 1960",1960,"Sen. Kennedy's Speech Writers Look to F.D.R. for Inspiration","Sen. Kennedy's ample stable of speech writers seems to be running short of ideas and phrases. That is not strange, since the young man's output of verbal ammunition must spread over such a large...",167647447,"167647447_1","167647447_1.pdf"
"565",1960-04-20,"Apr 20, 1960",1960,"Big Election Day Turnout Means True Representative Government","My answer to the old question whether a big turnout on election day is important is a positive affirmative, even after considering the doubtful enlightenment of the millions who generally ab-...",167675815,"167675815_1","167675815_1.pdf"
"566",1960-04-16,"Apr 16, 1960",1960,"Small Plants Stifled on Defense Contracts","Thousands of small, efficient operations are at the heart of our fabulous and unparalleled system. A great many of them might very well contribute immeasurably to the defense effort.",167681746,"167681746_1","167681746_1.pdf"
"567",1960-04-15,"Apr 15, 1960",1960,"Conservatives Top: Vice Presidency Poll","The poll of Republican county chairmen by Human Events, an interesting and influential Washington newsletter, has brought out a point that the party convention and its candidate for President...",167614833,"167614833_1","167614833_1.pdf"
"568",1960-04-12,"Apr 12, 1960",1960,"Wisconsin Primary an Insult to the State","Whatever providence guards us against our follies may be thanked that this tawdry carnival in Wisconsin is finished and that we shall have a few days or weeks to think.",167608969,"167608969_1","167608969_1.pdf"
"569",1960-04-09,"Apr 9, 1960",1960,"Ways to Medical Help for the Aged","There are so many sides from which to approach the problem of medical care for elderly people and so many reasons why the almost identical plans introduced by Sen. John Kennedy and Rep.",167718088,"167718088_1","167718088_1.pdf"
"570",1960-04-08,"Apr 8, 1960",1960,"Kennedy-Forand Plan Would Hurt a Majority of Citizens Over 65","Since Aesop died, 2,520 years ago, it is impossible to know what was in his mind when he wrote the fable about the dog that dropped his bone when he saw the shadow of a bone on the water, but the les-...",167728215,"167728215_1","167728215_1.pdf"
"571",1960-04-06,"Apr 6, 1960",1960,"Connally Amendment an Emotional Issue","There is an old saying, attributed to former Sen. Ashurst of Arizona, that when a senator changes his mind he doesn't see the light, he feels the heat.",167558609,"167558609_1","167558609_1.pdf"
"572",1960-04-02,"Apr 2, 1960",1960,"Nuclear Application to Peaceful Project","The London Times recently reported that the Atomic Energy Commission is planning to initiate a small atomic explosion early next year in Alberta, to be paid for by the Richfield Oil Corp.",167698116,"167698116_1","167698116_1.pdf"
"573",1960-04-01,"Apr 1, 1960",1960,"Mr. Cororan Demonstrates That the Ways of Reform Are Devious","While nothing illegal or even improper has yet been established in the incidenents revealed concerning the contacts which Thomas G. Corcoran, prominent Washington lawyer-made with the...",167625083,"167625083_1","167625083_1.pdf"
"574",1960-03-30,"Mar 30, 1960",1960,"The British Labor Party's 'New' Policies Should Mislead No One","One of the primary requirements for success in politics is that the practitioner must not fool himself. He may and does hoodwink his less astute henchmen and to win must deceive a good half of the...",167622712,"167622712_1","167622712_1.pdf"
"575",1960-03-26,"Mar 26, 1960",1960,"A Candidate's Day Has Only 24 Hours","At this moment in a Presidential year the friends, well-wishers and expectant citizens who are interested in a candidate should be admonished about some facts of political life.",167561787,"167561787_1","167561787_1.pdf"
"576",1960-03-25,"Mar 25, 1960",1960,"Harvard Academicians Are Caught on the Horns of 'Partisanship'","In the January issue of the Harvard Alumni Bulletin there are two letters which should enliven the serious atmosphere in a year of electioneering.",167661719,"167661719_1","167661719_1.pdf"
"577",1960-03-23,"Mar 23, 1960",1960,"Americans Have a Right to Know if Their Money Is Being Wasted","Among the pungent passages in the Air Force manual which so embarrassed that service is the statement: """"The idea that Americans have a right to know what is going on is foolish.",167670030,"167670030_1","167670030_1.pdf"
"578",1960-03-19,"Mar 19, 1960",1960,"The Political Uses of Phony Statistics","Don't try to pronounce the word """"statisticulation."""" It is derived from a funny book which deserves a place among the useful classics of these times, Darrell Huff's """"How to Lie With Statis-...",167649427,"167649427_1","167649427_1.pdf"
"579",1960-03-16,"Mar 16, 1960",1960,"The AFL-CIO Still Favors Free Trade---but With Reservations","The AFL-CIO in its comprehensive economic and political ideology has embraced many plans for this country's future. Now it would cradle to its ample bosom the vastly complex matter of trade in...",167596640,"167596640_1","167596640_1.pdf"
"580",1960-03-12,"Mar 12, 1960",1960,"Weird Bookkeeping by the Government","Two weeks ago I commented on the Bureau of Reclamation's project at Collbran, Colo., and the discovery that the costs of power would preclude repayment to the government for an astronomical...",167690675,"167690675_1","167690675_1.pdf"
"581",1960-03-11,"Mar 11, 1960",1960,"Popularity-Seeking Politicians Force Business to Collect Taxes","A friend, William Feather of Cleveland, who has long since served American business as a printer and author of company house organs, makes an interesting and arresting suggestion of a reason...",167559917,"167559917_1","167559917_1.pdf"
"582",1960-03-09,"Mar 9, 1960",1960,"Fiscal Responsibility Is Required for Proper Use of Defense Dollars","While the behemoths in the armed services are telling Congress they are being starved under the President's budget, the bureaucracy over which they preside, or have presided, goes its wayward,...",167630220,"167630220_1","167630220_1.pdf"
"583",1960-03-07,"Mar 7, 1960",1960,"Kennedy's Fate Hangs on Primary in Wisconsin, a Dangerous State","A political writer whose early experience was on the sea has called Wisconsin a """"veritable Charybdis."""" The allusion is to the rock in """"The Odyssey"""" which sucked in sea water along with whatever...",167642252,"167642252_1","167642252_1.pdf"
"584",1960-03-05,"Mar 5, 1960",1960,"Hoffa's Merry Men Are in a Legal Net","We shall now see whether James Hoffa and his merry men can again wriggle out of a legal net. Also, we shall see whether the Department of Justice really intends to enforce the provisions in the...",167618418,"167618418_1","167618418_1.pdf"
"585",1960-03-02,"Mar 2, 1960",1960,"Our City Planners Might Learn a Lesson From Baron Haussmann","The incredible energy of Robert Moses, New York's city planner and builder extraordinary, has suggested a likeness to Baron Georges Eugene Haussmann, who was the driving power employed...",167687465,"167687465_1","167687465_1.pdf"
"586",1960-02-25,"Feb 25, 1960",1960,"Socialism Rejected by the Free World","The news from all over the world tells of the abandonment of the major tenets of socialism by its more perceptive leaders.",167644187,"167644187_1","167644187_1.pdf"
"587",1960-02-24,"Feb 24, 1960",1960,"Can the Air Force Be Relied Upon to Spend Its Billions Efficiently?","The storied and multiribboned generals of the Air Force, those gentlemen of the """"wild blue yonder,"""" are dedicated men. They are dedicated to the supremacy of our nation in the air and in...",167596400,"167596400_1","167596400_1.pdf"
"588",1960-02-20,"Feb 20, 1960",1960,"Political Potential of Senior Citizens","Politicians in Congress are quite aware of the growing number of senior citizens and eye their votes with increasing concern. Some senators are making a specialty of this concern and are readying...",167563400,"167563400_1","167563400_1.pdf"
"589",1960-02-19,"Feb 19, 1960",1960,"A Few Reasonable Reservations About Planning National Goals","When a writer has doubts about the usefulness of a project, however nobly designed, he should state at the outset his opinions upon which such reservations are rooted. In this case, the project is the...",167622253,"167622253_1","167622253_1.pdf"
"590",1960-02-17,"Feb 17, 1960",1960,"Passing the Buck on Aid to Schools","The first bit of wisdom a novice learns in Washington is the ancient art of legislative buck-passing.",167552474,"167552474_1","167552474_1.pdf"
"591",1960-02-13,"Feb 13, 1960",1960,"Favorable Aspects of Steel Contract","Among some New York Republicans, who never liked Vice President Nixon at any time, there is considerable talk about how the steel companies were """"sold out"""" in the recent settlement of the steel...",167654444,"167654444_1","167654444_1.pdf"
"592",1960-02-12,"Feb 12, 1960",1960,"Symington Makes a Grave Error in Justifying Federal Spending","It was to have been expected that when Sen. Stuart Symington moved more deeply into the orbit of the Presidential race he would ultimately be compelled to discuss something other than his fa-...",167675029,"167675029_1","167675029_1.pdf"
"593",1960-02-06,"Feb 6, 1960",1960,"Social Security Was Understood in 1838","No doubt, in the vast bureaucracy of the Department of Health, Education and Welfare a considerable number of statisticians are figuring out what a retired person needs to sustain a reason-...",167630913,"167630913_1","167630913_1.pdf"
"594",1960-02-05,"Feb 5, 1960",1960,"Sen. Kennedy's Classification of Presidents Ignores History","In a recent speech hefore that Washingtonian """"House of Intellect,"""" the National Press Club, Sen. John F. Kennedy reopened the old academic game of classifying Presidents as """"strong"""" and...",167578687,"167578687_1","167578687_1.pdf"
"595",1960-02-03,"Feb 3, 1960",1960,"The Congressional Record: Three Subscribers for Each Legislator","Over the tinkle of silverware and china and the garbled drone of table talk and whispered confidences, there is the unmistakable sound of tearing paper.",167654250,"167654250_1","167654250_1.pdf"
"596",1960-01-30,"Jan 30, 1960",1960,"Political Machine Is on the Way Out","Today anyone interested in the pathology of politics may observe two advanced cases of the political machine's deterioration, perhaps in its terminal stage.",167629149,"167629149_1","167629149_1.pdf"
"597",1960-01-29,"Jan 29, 1960",1960,"Despite Soviet Success, America's Free Enterprise Still Proves Best","At a thousand festive occasions in the months ahead, at least four Democratic candidates will provide digestive relaxation after the coffee and liqueur.",167619025,"167619025_1","167619025_1.pdf"
"598",1960-01-27,"Jan 27, 1960",1960,"Presidential Assistants Discover Slippery Ground Near the Throne","This is not the book reviewing department, and this essay is not a review of a new book called """"The Invisible Presidency."""" But my interest was awakened by the title's amazing suggestion that a major Pres-...",167630815,"167630815_1","167630815_1.pdf"
