new_filename,date_new,title.y,year.y,max_qda_imported,pubdate,abstract,index
1960-01-18batch3_43_page0.txt.txt,1960-01-18,The Kishi Mission: PRACTICAL COOPERATION,1960,NA,"Jan 18, 1960","YEARS from now, men may look back and say of the 1960s: ""There was a decade!"" It can bring abundant hope, immense challenges, and fine fulfillment. Or it can be darkened by wistful regret. In foreign affairs it will be inaugurated this coming week when Japan's Prime Minister Nobusuke Kishi visits Washington to consummate a new security treaty.",batch3_43.pdf
1959-12-14batch3_48_page0.txt.txt,1959-12-14,Retrospect and Prospect: PERIL OF PREDICTIONS,1959,NA,"Dec 14, 1959",IN POLITICS—especially in politics— history and experience are the venerated teachers of teachers. So before peering into the 1960s I shall revisit the beginnings of the past five decades. The December days of 1909 were shadowed by a turn in personal fortunes.,batch3_48.pdf
1959-11-30batch3_50_page0.txt.txt,1959-11-30,Dilemma of the Left: AN ILL-ASSORTED LOT,1959,NA,"Nov 30, 1959","Now, seven weeks after witnessing the rout of the Labor Party in Britain and after visiting three other countries in Europe, it is time to appraise the political revolution which seems to be quietly moving over our Western allies. It is the ascendency of experience over experimentation, the realization of the possible over prophecy, things over ideology, and fact over fancy.",batch3_50.pdf
1959-10-26batch3_55_page0.txt.txt,1959-10-26,Lessons for Americans: LOCAL ORGANIZATION,1959,NA,"Oct 26, 1959","London—The monumental sweep of the Conservatives in the British general election offers many forceful lessons for American political parties, for our politically active labor unions, and for Americans generally. The plain facts revealed can scarcely be argued.",batch3_55.pdf
1959-09-28batch3_58_page0.txt.txt,1959-09-28,"Mr. K, Farm Expert: SOVIET JUGGLING ACT",1959,NA,"Sep 28, 1959","IT MUST not be forgotten that Khrushchev rose to power as a sort of agricultural genius. Not even the mystical Henry Wallace has had such wonderful farm plans as the Jolly Slav. But unlike our Henry, Mr. K had direct methods of demonstrating his talents. Henry had statistics at his command and some authority.",batch3_58.pdf
1959-08-31batch3_62_page0.txt.txt,1959-08-31,The Feedback Obsession: THE PASSION FOR POLLS,1959,NA,"Aug 31, 1959",NA,batch3_62.pdf
1959-07-06batch4_5_page0.txt.txt,1959-07-06,Sowing the Windfalls: SPECTACULAR GROWTH,1959,NA,"Jul 6, 1959","THE Republican Party, in pursuing its policy of ridding itself of the tag of ""the party of the rich and big business,"" might reveal the extent to which ""liberal"" legislation provides rich windfalls, in the name of ""the little fellow,"" for a new rich and big business class.",batch4_5.pdf
1959-06-29batch4_6_page0.txt.txt,1959-06-29,Money Against Nature: THE STARK FACTS,1959,NA,"Jun 29, 1959","LAST week on this page I described in general terms the folly of our government's policies concerning the support of agriculture. They are, as I noted, a challenge to the titanic forces of nature, with capital provided by the taxpayers of the nation. Those natural forces are the ever-growing appetite of the beneficiaries, the ambition of politicians, and the illimitable fecundity of Mother Earth.",batch4_6.pdf
1959-05-04batch4_15_page0.txt.txt,1959-05-04,Soaking the Saver: SHORTCOMINGS,1959,NA,"May 4, 1959","WHEN in the course of inhuman events is the ""little man,"" about whom politicians prate and reformers parade their fine sentiments, going to realize that he is the victim of the spending spree that is gathering force in this Congress? Somehow he is deluded by the myth that ""big"" companies and ""big"" people are paying and can continue to pay for big government.",batch4_15.pdf
1959-04-20batch4_17_page0.txt.txt,1959-04-20,Most Dangerous Rumor: THE MORAL ELEMENT,1959,NA,"Apr 20, 1959",TOKYO—The most frequent question I have encountered in nearly three weeks in Japan is whether the United States is contemplating the recognition of Red China. This lies heavily on the minds of political and business leaders. Radical elements devoutly hope for it. Responsible people who see the perils involved fear it.,batch4_17.pdf
1959-03-02batch4_24_page0.txt.txt,1959-03-02,The Integration Complex: MORE PRIVATE SCHOOLS,1959,NA,"Mar 2, 1959","BILOXI, miss.—Here in Biloxi every prospect pleasantly induces calm and orderly reflection upon what I have heard and read about the integration controversy during this trip through the South. Such conclusions as I may offer are based upon situations in Virginia and Alabama where legal issues have been tightly drawn and patterns of counteraction have been devised by opponents of integration.",batch4_24.pdf
1959-02-23batch4_25_page0.txt.txt,1959-02-23,The Measure of a Man: DEMOCRACY'S EXPONENT,1959,NA,"Feb 23, 1959","WHEN we take the measure of a man, we ask: What of his early environment and heredity? What was his inner character? What challenge did life and circumstance offer? What was the climate of the time? Vincent Astor lived his childhood and youth apart from the generality of most of us, in a world insulated—| of private tutors, of travel, of contact with notable people here and abroad.",batch4_25.pdf
1959-01-26batch4_29_page0.txt.txt,1959-01-26,A Stool Needs Three Legs: THE UNIONS KNOW HOW,1959,NA,"Jan 26, 1959",THE homely metaphor of the three-legged stool will serve to describe what the Republican Party needs to stabilize itself. For there are laws in politics as well as in physics which forbid defiance of gravity. Many people glibly assume that all the GOP needs is a new party philosophy and bright new faces on the tickets.,batch4_29.pdf
1958-12-08batch4_36_page0.txt.txt,1958-12-08,Design for Decision: SAFE CRITERIA,1958,NA,"Dec 8, 1958","IN SUSTAINING the Alabama school placement law on November 25th, the Supreme Court has followed similar decisions concerning a school placement law of North Carolina. It is clear now that with reasonable administration of such laws in other states that have adopted them, and with reasonable quiet by Northerners who have only a dim understanding of the facts and conditions prevailing in the South, a peaceful solution of the integration issue can be reached.",batch4_36.pdf
1958-11-17batch4_39_page0.txt.txt,1958-11-17,How to Lick the Wounds: BUSINESSMEN'S ROLE,1958,NA,"Nov 17, 1958","REPUBLICANS who are applying the salivary emollient through the most primitive method known to the animal kingdom will, no doubt, after the sharpness of the pain has passed, conclude that what happened in the 1958 election may perhaps have a beneficial effect.",batch4_39.pdf
1958-10-13batch4_44_page0.txt.txt,1958-10-13,The Battle in Arizona: BUSY COPE,1958,NA,"Oct 13, 1958","Phoenix—Probably the most clearcut campaign in the nation between two philosophies of government is raging in this state. The Republican candidates for the most important offices are not ""modern"" Republicans. They are conservative in the best sense of the word.",batch4_44.pdf
1958-09-22batch4_47_page0.txt.txt,1958-09-22,Not a Religious Issue: STATECRAFT'S TASK,1958,NA,"Sep 22, 1958","IN OHIO, California, Washington, Colorado, and Idaho, right-to-work is on the ballot this year. In some of those states members of the clergy— Protestant, Jewish, and Roman Catholic—have become embroiled in the campaign on one side or the other. Even bishops have joined the fray.",batch4_47.pdf
1958-08-25batch5_3_page0.txt.txt,1958-08-25,Smith of Virginia: STATESMAN'S RECORD,1958,NA,"Aug 25, 1958","IF THIS observer were to name the Most Valuable Member in this and several preceding Congresses, he would be hard put to choose between two gentlemen from Virginia, the indispensable Byrd and the man affectionately known as ""Judge"" Smith. Howard Worth Smith resigned a judgeship to run for Congress 28 years ago and has served continuously since.",batch5_3.pdf
1958-07-21batch5_8_page0.txt.txt,1958-07-21,Crisis in California: KNOWLAND CAN WIN,1958,NA,"Jul 21, 1958","THE political chips are down in California, and they represent immense values to all of us. The fate of Senator Knowland in his campaign for the governorship against Attorney General Edmund G. Brown is incidental. Knowland can live with his conscience, since he stands without compromise on the most vital of domestic issues—the right of a man to work at his trade, free from forced union membership.",batch5_8.pdf
1958-06-16batch5_13_page0.txt.txt,1958-06-16,The Grand Inquest: GREAT POWERS,1958,NA,"Jun 16, 1958","SINCE Adam Clayton Powell Jr. is under indictment and facing trial, it would be improper to comment here on the merits of the case. But one aspect of this prosecution merits attention far more than the guilt or innocence of an individual.",batch5_13.pdf
1958-05-12batch5_18_page0.txt.txt,1958-05-12,Teen-Age Criminals: REVOLUTIONARY FINDINGS,1958,NA,"May 12, 1958","THE picture of juvenile crime is vividly brought out in the latest FBI report. Juvenile burglaries and larcenies went up from approximately 36,000 in 1950 to nearly 100,000 in 1957. Altogether, last year 47 per cent of those arrested for murder, manslaughter, rape, robbery, aggravated assault, burglary, larceny, and auto theft were under 18 years.",batch5_18.pdf
1958-04-07batch5_23_page0.txt.txt,1958-04-07,The Great What-Is-It,1958,NA,"Apr 7, 1958","PRESIDENT EISENHOWER has asked Congress ""to provide for the temporary continuation of unemploymentcompensation benefits to otherwise eligible individuals who have exhausted their benefits under state and Federal laws."" The additional benefits would be paid directly to individuals, either by the Federal government or through the states.",batch5_23.pdf
1958-03-24batch5_25_page0.txt.txt,1958-03-24,The Test in Arizona: THE HANDICAP,1958,NA,"Mar 24, 1958","PHOENIX—This year Arizona and California will be centers of great national political interest. For in the campaigns there will be two of the most notable senators in Washington, Barry M. Goldwater and William F. Knowland—the former running for reelection, and the latter for governor.",batch5_25.pdf
1958-02-17batch5_30_page0.txt.txt,1958-02-17,Keys to Atomic Power—IV: MANUFACTURING,1958,NA,"Feb 17, 1958","IN 1953 the President made a speech, written by a promotion-minded subordinate, which oversold the extent and immediacy of civilian nuclear electric power. Many Americans envisioned homes supplied with electricity from the atom, automobiles, ships, and aircraft with reactors, and do-it-yourself boys rigging contraptions in the cellar or woodshed.",batch5_30.pdf
1958-01-27batch5_33_page0.txt.txt,1958-01-27,Keys to Atomic Power—II: CREATIVE TECHNOLOGY,1958,NA,"Jan 27, 1958","SCIENCE, pure and applied, is an unending quest for the mastery of nature, chiefly for providing better material means for living. What is now known of nuclear energy is only a foretaste and an incentive to further research and the application of research to practical ends.",batch5_33.pdf
1957-12-09batch5_40_page0.txt.txt,1957-12-09,No Time for Committees: INDIVISIBLE AUTHORITY,1957,NA,"Dec 9, 1957","IF ANY man ever earned a twilight of unworried years, it is Dwight D. Eisenhower. He has spent himself lavishly for us in war and peace. As medical authority now tells us, he carried on at the peril of his life after 1955. Once more, a grim warning knocks at his door. His dearest friends, his near kin, and his own intelligence should save him from the greater peril of government through a plural regency in the weeks and months ahead.",batch5_40.pdf
1957-11-18batch5_43_page0.txt.txt,1957-11-18,Harvest of Folly: ENDEMIC AFFLICTION,1957,NA,"Nov 18, 1957","THE elections last week should be a bitterly painful reminder to the Administration of its past political mistakes and miscalculations and the necessity of some agonizing reappraisal of its strategy. Otherwise, 1958 will be a disaster of great magnitude. One thing is certain. The wounds from which this Republican Administration is suffering are self-inflicted.",batch5_43.pdf
1957-10-21na.txt,1957-10-21,The Score on Economy: REPUBLICAN DEFENSE,1957,NA,"Oct 21, 1957","AS COOL autumn days soothe the city of Washington, members of Congress who struggled through the heat of the summer are not there to enjoy the change. They are at home facing another sort of heat, explaining their records on the issues which concern their constituents.",na
1957-09-16batch6_5_page0.txt.txt,1957-09-16,Making Lawmakers: REPUBLICAN LOSSES,1957,NA,"Sep 16, 1957","Los angeles—More perceptive Californians are deeply concerned with what they believe to be the most important lesson to be learned from the recent Senatorial election in Wisconsin. This is the fact, there demonstrated, that names, however splendiferous, and Presidential sponsorship, however fervent, cannot avail against the drive of an efficient organization dedicated to getting out the vote.",batch6_5.pdf
1957-07-08batch6_11_page0.txt.txt,1957-07-08,'The Vice of Vagueness': BRENNAN'S MISTAKE,1957,NA,"Jul 8, 1957","THE Chief Justice uses the expression ""the vice of vagueness"" in condemning a Congressional investigation in the Watkins case. But he convicts himself of the ""vice"" in his long, rambling opinion. His segregation opinion was an essay in sociology; but this one invokes almost the entire undergraduate curriculum:",batch6_11.pdf
1957-06-03batch6_16_page0.txt.txt,1957-06-03,Keys to Make-Believe: ODD LOGIC,1957,NA,"Jun 3, 1957","THE great trouble with people who call themselves ""forward-looking"" is that they don't look forward. The President has occasionally teed off at people who oppose his budget estimates by saying that they want to go back to President Harrison's time or to 1860 or some other period of superstition, savagery, and ignorance.",batch6_16.pdf
1957-05-06batch6_20_page0.txt.txt,1957-05-06,Common Sense and Taxes: THE 'NEW BOUNTY',1957,NA,"May 6, 1957","THE rush into print by leaders of both parties in Congress with assurances of relief to the suffering taxpayer is belated but welcome. Quite properly, these promises are made with the qualification that drastic budget cuts should precede tax cuts. There is another qualification which may or may not be observed.",batch6_20.pdf
1957-04-29batch6_21_page0.txt.txt,1957-04-29,Not a Needy State: ROOMS FOR ALL,1957,NA,"Apr 29, 1957","COLUMBIA, S. C.—The clamor for Federal aid to education is certainly not coming from the states alleged to be ""needy."" I have visited a number of those states in the South in the past two months and found nothing but solid opposition. I also found none which was unable to meet its school needs and which was not rapidly eliminating its building deficiency.",batch6_21.pdf
1957-03-18batch6_27_page0.txt.txt,1957-03-18,The Birth of an Industry: THE GORE BILL,1957,NA,"Mar 18, 1957","BACK in the dark years of the 1930s, when people talked of means by which we might pull ourselves out of depression, there inevitably came the comment: ""If only a new industry might arise."" The so-called liberals of that day deprecated any solution, and F.D.R. himself was induced to say that ""the industrial plant is built.""",batch6_27.pdf
1957-02-25batch6_30_page0.txt.txt,1957-02-25,Oppenheimer at Harvard: MYSTERY,1957,NA,"Feb 25, 1957","J. ROBERT OPPENHEIMER has received the honor of an invitation by Harvard University to deliver the William James lectures in 1957. Nearly a year ago a Harvard alumnus, Kenneth D. Robertson Jr., initiated a protest by correspondence with members of Harvard's Board of Overseers.",batch6_30.pdf
1957-01-28batch6_34_page0.txt.txt,1957-01-28,Where Money Isn't Tight,1957,NA,"Jan 28, 1957","ON A tree near my place of residence I recently saw a notice obviously printed by a youngster in pencil. It said: ""Lost! A black cat with white spots. Reward for return to—"" Then appeared the name and address. Below, the owner had added the following: ""P.S. If you want to keep it, all right.",batch6_34.pdf
1956-12-10batch6_41_page0.txt.txt,1956-12-10,Ike's Fateful Choice: EVIDENCE,1956,NA,"Dec 10, 1956","SHORTLY after the election, the AP quoted some anonymous bureaucrat to the effect that at ""The Vice Presidential and Cabinet"" level there would now be ""a long, hard look"" at the Administration's power policies. This has been interpreted to mean that because of the defeat of Republican candidates for the Senate in Oregon, Washington, and Idaho the Administration may scuttle its partnership policy and favor heavy spending for Federal projects in those states.",batch6_41.pdf
1956-11-05batch6_46_page0.txt.txt,1956-11-05,While Time Remains: DEMOCRATIC FUTURE,1956,NA,"Nov 5, 1956","IT MAY be of passing interest to a reader of this piece that since the issue of April 2 I have made only a passing reference or two in these essays to Adlai Stevenson or his collaborator, Estes Kefauver. At that time, under the title ""Fragile States man,"" it seemed that I had written all that need be said.",batch6_46.pdf
1956-10-22batch6_48_page0.txt.txt,1956-10-22,The Power to Destroy: REFORM,1956,NA,"Oct 22, 1956","That canny maestro, James A. Finnegan, says that of all the issues with which he hopes to elevate Adlai Stevenson to the White House, ""big business"" is the most valuable. And so the Stevenson-Kefauver theme is that the bigs are the deadly enemies of the smalls, driving some into bankruptcy and devouring others by mergers.",batch6_48.pdf
1956-09-10batch6_54_page0.txt.txt,1956-09-10,A Matter of Loyalty: ROLL-CALL ANALYSIS,1956,NA,"Sep 10, 1956","LOS ANGELES—In his Chicago acceptance speech Adlai Stevenson said: ""The truth is that President Eisenhower, cynically coveted as a candidate but ignored as a leader, is largely indebted to Democrats in Congress for what accomplishments he can claim.""",batch6_54.pdf
1956-08-13batch6_57_page0.txt.txt,1956-08-13,Light on an Old Fraud: INDEPENDENTS SCORNED,1956,NA,"Aug 13, 1956","IN WHAT history may call the great Stassen gaffe, the principal therein proposed to ignore the preferences of a great majority of Republican leaders and to present a ticket to please some people in the Republican Party, ""in labor, minorities, and independents"" and ""the independent people at home, important portions of the population abroad, and the uncommitted nations in the world."" Only somewhat less befuddled are those who have been telling us for some years that Republicans should ignore their own party membership and prepare a ticket and program to convert Democrats and to cozen ""independents."" This strategy—very popular these days with people who, while paying lip service to the President, would attack the Republican Party—assumes that there is a fixed number of Democrats and Republicans, with a decisive minority of so-called independents. The conclusion that they would have us draw is that the only way a candidate on the Republican ticket can win is to look so much and talk so much like a ""liberal"" Democrat that voters will switch sides and elect him. This concept I have called ""the myth of a static electorate."" The fallacy behind it is the idea that political action is concerned with conversion, or perhaps reconversion. On the other hand, true masters of politics design political activity—all the printing and oratory, all the piety and wit—to inspire party members with confidence and to stir the sympathetic but lazy to get out and vote. The late Ed Flynn of the Bronx, up to the end F.D.R.'s most intimate political mentor, told me back in the 1930s that his strategy and Mr. Roosevelt's was to assume the loyalty of Democrats who had voted for the party before 1932 and to aim at people who had not been voting but who were radical in outlook. Flynn and Mr. Roosevelt scoffed at the idea of converting Republicans. They were people to attack, not flatter. Flynn scorned the idea of ""independents."" I studied two British elections at firsthand, in 1950 and 1955, and talked with many professional workers in both parties in England, Scotland, and Wales. The lasting lesson I learned was that those realists paid little attention to opposition voters. They used their resources to get out every sympathizer, and many needed plenty of prodding. The contest was a matter of efficiency, and since there were twice as many professional Conservative agents, the victory went to that party. It was left to the theorists in London and Oxford to believe that speeches were decisive. ""Independents"" over there are contemptuously known as ""floaters."" So far as I know, Billy Graham is not trying to turn Catholics and Jews into Methodists and Baptists, but to get at the unaffiliated. He is much too wise to call the unwashed and unsaved ""independent."" In 1952 Stevenson received about 27 million votes, which is roughly the sum of Truman's (1948) 24 million, Wallace's and Thurmond's (1948) 1 million each, and a million more new voters in old Democratic families. Mr. Eisenhower received Dewey's 22 million plus some millions who had been conservatively inclined but indifferent in 1948, plus a number of new voters. Except in the South, there were few conversions. While the 1952 vote was large, there were and are somewhere around 40 million eligibles who failed to vote. That is the market for votes where either party may find a majority. Those nonvoting eligibles are not ""independent."" They are merely inactive. Republicans may confidently assume that more that half of them are inclined to conservatism. The people who are talking about a static electorate also say that, since Democratic candidates for the House received in 1952 more votes than Republican candidates, the Republican Party is a permanent minority. They fail to add that there were 93 districts in which there were no contests and that 82 of them were Democratic. In all contested districts Republican candidates were 3,282,000 votes ahead. Except in describing a single election, it is absurd to talk about minority or majority parties. The size of a party's vote is whatever zeal and hard work can make it.",batch6_57.pdf
1956-07-16batch6_61_page0.txt.txt,1956-07-16,Who Helps Ike?: VICTORIES?,1956,NA,"Jul 16, 1956","IN THE past two weeks I offered in this space an analysis of Senate and House votes on what I called ""divided issues"" during the 83rd Congress and the first session of the 84th. It shows fairly solid support of Republican leadership on major issues in which Republican leadership was arrayed against Democratic leadership.",batch6_61.pdf
1956-06-18batch6_65_page0.txt.txt,1956-06-18,Big-Business Myths: THE GAME,1956,NA,"Jun 18, 1956","SINCE big business will once more be an issue this year, let us note the ripe—perhaps overripe—reflections on the subject by a major Democratic seer. For Joseph C. O'Mahoney has made a career of two ideas—the evils of bigness and the need for Federal incorporation.",batch6_65.pdf
1956-05-07batch6_71_page0.txt.txt,1956-05-07,Will the Farmers Defeat Ike?,1956,NA,"May 7, 1956","IN RECENT weeks, in two notable NEWSWEEK polls, editors over the country have discounted the effect of farm discontent upon the Eisenhower vote this year. The facts bear out their estimates. In the first place, the so-called ""farm vote"" is neither easily identified nor large.",batch6_71.pdf
1956-04-16batch6_74_page0.txt.txt,1956-04-16,Preference Means Discrimination,1956,NA,"Apr 16, 1956","LAST month, Elmer L. Lindseth, president of the Cleveland Electric Illuminating Co., appeared before the Joint Congressional Committee on Atomic Energy. He represented the Edison Electric Institute of which he is a past president and which includes in its membership 93 per cent of the investor-owned electric utility industry.",batch6_74.pdf
1956-03-12batch6_79_page0.txt.txt,1956-03-12,Black Coal for White—I,1956,NA,"Mar 12, 1956","ALONG with the horror stories about the misdeeds of the ""power octopus""—a hardy perennial since the 1890s—the most familiar argument of the Morses and Trumans is that of a ""power shortage"" in the Pacific Northwest. This specter of a blackout must, according to the refrain, be prevented by pouring Federal money into the Columbia and its tributaries.",batch6_79.pdf
1956-02-20batch6_82_page0.txt.txt,1956-02-20,Expert Testimony,1956,NA,"Feb 20, 1956","ON JAN. 31 Robert LeRoy Cochran retired from the U.S. Bureau of the Budget, where he served more than ten years as an expert on the financial and engineering aspects of Federal water-conservation projects. His distinguished career suggests that there is no man in the United States better qualified to advise in that field of Federal activity.",batch6_82.pdf
1956-01-23batch6_86_page0.txt.txt,1956-01-23,A Son of the Gottscheers,1956,NA,"Jan 23, 1956","ALMOST exactly eleven years ago, in an article in this department of NEWSWEEK. I noted that Frank Lausche, Mayor of Cleveland. had journeyed to Washington to invite King Peter of Yugoslavia to visit his city. The invitation was spoken in three languages—Serbian, Slovenian, and English.",batch6_86.pdf
1955-12-05batch6_92_page0.txt.txt,1955-12-05,How About a Real Moderate?,1955,NA,"Dec 5, 1955","IF THE talk of ""moderation"" in and around the recent Democratic jubilee in Chicago had not been reeking with hypocrisy, there would have been a search for a real moderate. Any such adventure into the realities would have brought to those party leaders the sharp logic of nominating Gov. Frank Lausche of Ohio.",batch6_92.pdf
1955-11-28batch6_93_page0.txt.txt,1955-11-28,The Needs of Our Schools,1955,NA,"Nov 28, 1955","DESPITE the ballyhoo for Federal aid that will surround the forth-coming White House Conference on Education, two serious obstacles stand in its way. The first is the fear in the South that Federal money would be used to enforce desegregation. The other is the rational and factual argument against resorting to Federal aid to meet the needs of our schools.",batch6_93.pdf
1955-10-10batch6_100_page0.txt.txt,1955-10-10,Uncle Sam vs. Small Business—I,1955,NA,"Oct 10, 1955","DURING the final days of the recent session of Congress, the President sharply drew the line for what may well be a great constitutional issue. When all the background is considered, the President is magnificently right. The issue concerns the power of the executive department to rid itself of a large number of business activities, mainly in the Defense Department, despite a requirement of Congress that its appropriation committees retain a veto on all such administrative actions.",batch6_100.pdf
1955-09-19batch6_103_page0.txt.txt,1955-09-19,"Knowland, Nixon, and Knight",1955,NA,"Sep 19, 1955","SANTA BARBARA—After these six weeks up and down the West Coast, I expect that politically minded friends in the East will ask what California thinks about its two sons who occupy the Vice Presidency and the Republican leadership in the Senate. There will also be some inquiries about the man named Knight who succeeded Chief Justice Warren as governor of this state.",batch6_103.pdf
1955-08-08batch6_109_page0.txt.txt,1955-08-08,Socialism Smothered in Oil—I,1955,NA,"Aug 8, 1955","CALGARY, ALBERTA—The dominant political parties in the adjoining provinces of Alberta and Saskatchewan were both born in the agonies of an agricultural depression. They are class parties. Both have been in power a long time—the Cooperative Commonwealth Federation in Saskatchewan since 1944, Social Credit in Alberta since 1935.",batch6_109.pdf
1955-07-18batch6_112_page0.txt.txt,1955-07-18,'See Thou Character',1955,NA,"Jul 18, 1955","You might well pause in your work or play, ladies and gentlemen, and consider for a few moments what it takes to make a great American. It would fit the mood of such a moment of reflection to contemplate, as a vivid example, Herbert Hoover as he completes his latest public service.",batch6_112.pdf
1955-06-13batch6_117_page0.txt.txt,1955-06-13,The Distance and the Direction,1955,NA,"Jun 13, 1955","MANY Americans in discussing the present state of British politics argue that, because there is such agreement on specific policies between Labor and the Conservatives, there is really little to choose between them. Some add to this comment the view that the Conservatives have stolen socialist ideas and can claim only that they will carry them out with more efficiency.",batch6_117.pdf
1955-04-11batch6_124_page0.txt.txt,1955-04-11,The Tampa Gateway,1955,NA,"Apr 11, 1955","TAMPA, FLA. That Florida consists of hot-dog stands, exhibits of alligators and venomous snakes, horse and dog race tracks, motels, bathing beauties, hairy men reclining on beaches, and elderly gents playing shuffleboard is a hardy bit of mythology embedded in the minds of a majority of the American people.",batch6_124.pdf
1955-03-28batch6_126_page0.txt.txt,1955-03-28,What Does Reuther Want?,1955,NA,"Mar 28, 1955","IN THE long fight over a guaranteed annual wage, the preliminaries of which are already under way, tons of economic data will be fired by both sides. But the wisest people with whom I have talked in Detroit believe that the key to the outcome will be the objectives, ideals, and calculations that lie hidden in the mind of Walter Reuther.",batch6_126.pdf
1955-02-21batch6_131_page0.txt.txt,1955-02-21,Plain Talk in Politics,1955,NA,"Feb 21, 1955",ONE of my favorite thinkers and writers is Bugs Baer. He has said a lot of things I wish I had said first. Recently he paid his respects to the complaint made by some Democrats that Vice President Nixon was too rough in his campaign speeches last fall.,batch6_131.pdf
1955-01-03batch6_138_page0.txt.txt,1955-01-03,A Comptroller Without Control,1955,NA,"Jan 3, 1955","THE President says that tax cuts scheduled for April I must be suspended because, once more, the budget cannot be balanced. Chronic extravagance, which seems to be the order of the day, seems to be due to the inability of the President to resist people who advise new forms of spending and to the fact that the heads of his big departments are the prisoners of the holdover bureaucracy.",batch6_138.pdf
1954-12-27batch6_139_page0.txt.txt,1954-12-27,Endowed by Their Creator,1954,NA,"Dec 27, 1954","AMERICANS might well recall, in this critical phase of the struggle with the Communist world, that the basis of their common interest with the other non-Communist nations is a belief in the law of nations based in large part upon natural law, which is utterly denied by the Marxist creed.",batch6_139.pdf
1954-11-08batch6_146_page0.txt.txt,1954-11-08,"Stevenson, Kefauver, Lausche",1954,NA,"Nov 8, 1954","WITH the election of 1954 tucked away in history, there begins a brisk race for the Democratic Presidential nomination. There will be no announcements for a while, because there is a political conviction that it is bad to start an open hunt for votes too soon. The first in the race draws opposition from all sides, and if he starts early enough, the public tires of his merchandise.",batch6_146.pdf
1954-10-25batch6_148_page0.txt.txt,1954-10-25,The Little Pink Partner,1954,NA,"Oct 25, 1954",THE partnership between the Democratic and Liberal Party in New York is a blend of mauve and pink. In the last four Presidential elections in New York State more Republican than Democratic votes were cast.,batch6_148.pdf
1954-09-13batch6_154_page0.txt.txt,1954-09-13,The High Cost of Politics,1954,NA,"Sep 13, 1954","FROM time to time over the past few years I have offered in this magazine various discourses, critical in nature, on some of the vast reclamation and power projects before Congress. During the past five months I have devoted a number of pieces to two glaring examples of uneconomic spending proposals, the Fryingpan transmountain diversion in Colorado and the Upper Colorado storage project.",batch6_154.pdf
1954-08-09batch6_159_page0.txt.txt,1954-08-09,Shadow of Things to Come,1954,NA,"Aug 9, 1954","IN THE course of a reading of the many, many pages of the TVA vs. Middle South-Southern phase of the Senate debate on the atomic-energy bill, a question presented itself to which the answer was immediately obvious. Those men who screamed their opposition hour after hour were not the breed to strain at a $100 million gnat.",batch6_159.pdf
1954-07-05batch6_164_page0.txt.txt,1954-07-05,What Are Government Operations?,1954,NA,"Jul 5, 1954",THE late Robert M. La Follette over a period of more than twenty years was one of the most industrious and sincere members of the Senate. His crowning legislative achievement was his co-sponsorship of the La Follette-Monroney Legislative Reorganization Act of 1946.,batch6_164.pdf
1954-06-14batch6_167_page0.txt.txt,1954-06-14,More Overlapping,1954,NA,"Jun 14, 1954","During the past few weeks I have attempted in this space to draw attention to a number of legislative proposals which, in the midst of the Donnybrook over who's-the-biggest-liar-in-Washington, may well be rushed through under the pressure of special interests of the Federal bureaucracy and of members of Congress with an eye on elections.",batch6_167.pdf
1954-03-29batch6_176_page0.txt.txt,1954-03-29,A New Look at an Old Fraud,1954,NA,"Mar 29, 1954","HERE, Mr. President, is your issue. Taxes mean more to all of us than anything else that fills the headlines, except the danger of foreign war. They are infinitely more important than the relative veracity of a senator or a Secretary of the Army, or a bad dentist, or an evasive general.",batch6_176.pdf
1954-02-01batch6_184_page0.txt.txt,1954-02-01,The Bricker Amendment—III,1954,NA,"Feb 1, 1954","THE most important part of the Bricker proposal is Section 3, which brings within the regulatory power of Congress the making of executive agreements by more or less anonymous bureaucrats throughout the vast ramifications of the Foreign Service.",batch6_184.pdf
1954-01-25batch6_185_page0.txt.txt,1954-01-25,The Bricker Amendment-II,1954,NA,"Jan 25, 1954","THAT it is possible, even inevitable that any President and Secretary of State become the helpless victims of the State Department bureaucracy is the firm contention of j. Anthony Panuch. Experience gives this man an authority that arrests attention. Panuch served the Federal government from 1938 to 1950.",batch6_185.pdf
1953-12-07batch6_192_page0.txt.txt,1953-12-07,Building Up McCarthy,1953,NA,"Dec 7, 1953",A NUMBER of personal convictions should be stated clearly at the beginning of this piece in order that my major point will not sound like a mealy-mouthed effort to play both sides of the street. I cannot agree with those who say that they approve of Senator McCarthy's objectives but strongly disapprove of his methods.,batch6_192.pdf
1953-11-30batch6_193_page0.txt.txt,1953-11-30,'Excessive Abuse',1953,NA,"Nov 30, 1953","ADDRESSING himself to the disgraceful exhibition of bias and bad manners by some of the correspondents at the President's Armistice Day press conference, Richard Wilson of the Cowles publications said: ""There was an excessive abuse of the privilege of the press by newspapermen who ought to know better.""",batch6_193.pdf
1953-10-12batch6_200_page0.txt.txt,1953-10-12,Not Location but Direction,1953,NA,"Oct 12, 1953","IN ANY consideration of the nomination of Earl Warren for Chief Justice of the United States, many facets appear which deserve comment far more lengthy than this space permits. The selection was more obviously political than any other in our history.",batch6_200.pdf
