x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date_new,index_new,old_path,file_exists,new_filename,new_path,success
161,batch6_161.pdf,The John Day Partnership,"PORTLAND, ORE.—It may well be that the outstanding achievement of the Eisenhower Administration on the domestic front will be a Federal-local partnership plan in river development. An outstanding example would be the proposed John Day dam and power plant on the Columbia River.",1843943050,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 26, 1954",0028-9604,4,English,English,88,New York,"Jul 26, 1954",Newsweek,1954,44,https://www.proquest.com/magazines/john-day-partnership/docview/1843943050/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=4&amp;title=Newsweek&amp;spage=88&amp;date=1954-07-26&amp;atitle=The+John+Day+Partnership&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1954-07-26,batch6_161_page0.txt,./perspective_extracted/batch6_161_page0.txt,FALSE,1954-07-26batch6_161_page0.txt.txt,./perspective_renamed/1954-07-26batch6_161_page0.txt.txt,FALSE
193,batch6_193.pdf,'Excessive Abuse',"ADDRESSING himself to the disgraceful exhibition of bias and bad manners by some of the correspondents at the President's Armistice Day press conference, Richard Wilson of the Cowles publications said: ""There was an excessive abuse of the privilege of the press by newspapermen who ought to know better.""",1882518191,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 30, 1953",0028-9604,22,English,English,112,New York,"Nov 30, 1953",Newsweek,1953,42,https://www.proquest.com/magazines/excessive-abuse/docview/1882518191/se-2?accountid=14696,Photographs,112,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=42&amp;issue=22&amp;title=Newsweek&amp;spage=112&amp;date=1953-11-30&amp;atitle=%27Excessive+Abuse%27&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1953-11-30,batch6_193_page0.txt,./perspective_extracted/batch6_193_page0.txt,FALSE,1953-11-30batch6_193_page0.txt.txt,./perspective_renamed/1953-11-30batch6_193_page0.txt.txt,FALSE
235,batch6_235.pdf,Salvaging Ex-Presidents,"""I AM dead, dead, but in the Elysian Fields."" This was the comment of Benjamin Disraeli when, at 72, he became Earl of Beaconsfield and entered the House of Lords. His promotion, however, differed from that gentle elevation to a cushioned shelf which is the tradition of the British with their superannuated statesmen.",1843955214,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 9, 1953",0028-9604,6,English,English,88,New York,"Feb 9, 1953",Newsweek,1953,41,https://www.proquest.com/magazines/salvaging-ex-presidents/docview/1843955214/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=41&amp;issue=6&amp;title=Newsweek&amp;spage=88&amp;date=1953-02-09&amp;atitle=Salvaging+Ex-Presidents&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1953-02-09,batch6_235_page0.txt,./perspective_extracted/batch6_235_page0.txt,FALSE,1953-02-09batch6_235_page0.txt.txt,./perspective_renamed/1953-02-09batch6_235_page0.txt.txt,FALSE
237,batch6_237.pdf,A Road Away From Statism,ON A recent radio program I was asked by the moderator whether I was worried about the number of businessmen whom Eisenhower had chosen for his official family. I answered that I was not nearly so worried as I would be if I were one of the businessmen concerned.,1883561807,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 26, 1953",0028-9604,4,English,English,112,New York,"Jan 26, 1953",Newsweek,1953,41,https://www.proquest.com/magazines/road-away-statism/docview/1883561807/se-2?accountid=14696,Photographs,112,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=41&amp;issue=4&amp;title=Newsweek&amp;spage=112&amp;date=1953-01-26&amp;atitle=A+Road+Away+From+Statism&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1953-01-26,batch6_237_page0.txt,./perspective_extracted/batch6_237_page0.txt,FALSE,1953-01-26batch6_237_page0.txt.txt,./perspective_renamed/1953-01-26batch6_237_page0.txt.txt,FALSE
248,batch6_248.pdf,Not for Sale,"THIS election has proved that there was considerable difference among voters as to the meaning of the word ""good"" in the slogan ""You never had it so good."" The decision a majority made indicated that they felt that the good life means more than the goods of life.",1895333974,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 10, 1952",0028-9604,20,English,English,6,New York,"Nov 10, 1952",Newsweek,1952,40,https://www.proquest.com/magazines/not-sale/docview/1895333974/se-2?accountid=14696,Photographs,6,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=40&amp;issue=20&amp;title=Newsweek&amp;spage=6&amp;date=1952-11-10&amp;atitle=Not+for+Sale&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1952-11-10,batch6_248_page0.txt,./perspective_extracted/batch6_248_page0.txt,FALSE,1952-11-10batch6_248_page0.txt.txt,./perspective_renamed/1952-11-10batch6_248_page0.txt.txt,FALSE
261,batch6_261.pdf,The Forgotten Majority,"PORTLAND, Ore.-- It was an instructive experience to observe the Democratic convention through the mediums of radio, the press, and television, while enjoying the detachment of more than 2,000 miles from the harassments of Chicago. That detachment has made it possible to appraise the issues as thoughtful Americans will appraise them in the days and weeks and months before election.",2595876401,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 4, 1952",0028-9604,5,English,English,23,New York,"Aug 4, 1952",Newsweek,1952,40,https://www.proquest.com/magazines/forgotten-majority/docview/2595876401/se-2?accountid=14696,Photographs,23,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=40&amp;issue=5&amp;title=Newsweek&amp;spage=23&amp;date=1952-08-04&amp;atitle=The+Forgotten+Majority&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1952-08-04,batch6_261_page0.txt,./perspective_extracted/batch6_261_page0.txt,FALSE,1952-08-04batch6_261_page0.txt.txt,./perspective_renamed/1952-08-04batch6_261_page0.txt.txt,FALSE
264,batch6_264.pdf,Rough Going Ahead,"THIS piece has been written before the momentous decisions of the Republican convention have been made. It is designed to look beyond that convention to the campaign that lies ahead. Whoever the candidates may be, the Republican Party is facing rough going.",1894135723,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 14, 1952",0028-9604,2,English,English,96,New York,"Jul 14, 1952",Newsweek,1952,40,https://www.proquest.com/magazines/rough-going-ahead/docview/1894135723/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=40&amp;issue=2&amp;title=Newsweek&amp;spage=96&amp;date=1952-07-14&amp;atitle=Rough+Going+Ahead&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1952-07-14,batch6_264_page0.txt,./perspective_extracted/batch6_264_page0.txt,FALSE,1952-07-14batch6_264_page0.txt.txt,./perspective_renamed/1952-07-14batch6_264_page0.txt.txt,FALSE
11,batch7_11.pdf,Japan After a Cease-Fire,IT is most fortunate for the United States as well as for Japan that the prospects are so bright for an early conclusion of a peace treaty. For Japan is suffering from two shocks that need practical and immediate relief. Apparently negotiator John Foster Dulles has done an excellent job with the treaty.,1850812484,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 16, 1951",0028-9604,3,English,English,92,New York,"Jul 16, 1951",Newsweek,1951,38,https://www.proquest.com/magazines/japan-after-cease-fire/docview/1850812484/se-2?accountid=14696,Photographs,92,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=38&amp;issue=3&amp;title=Newsweek&amp;spage=92&amp;date=1951-07-16&amp;atitle=Japan+After+a+Cease-Fire&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1951-07-16,batch7_11_page0.txt,./perspective_extracted/batch7_11_page0.txt,FALSE,1951-07-16batch7_11_page0.txt.txt,./perspective_renamed/1951-07-16batch7_11_page0.txt.txt,FALSE
18,batch7_18.pdf,The Subsidy Flimflam,"THE basic fraud in subsidies, now looming in Administration circles, to make food controls and rollbacks palatable to farmers and unions is part and parcel of the whole welfare-state philosophy. Powerful interests that can save or destroy the Administration are to be bought at the expense of the vast majority of taxpayers and future taxpayers and consumers.",1807313037,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"May 28, 1951",0028-9604,22,English,English,96,New York,"May 28, 1951",Newsweek,1951,37,https://www.proquest.com/magazines/subsidy-flimflam/docview/1807313037/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=37&amp;issue=22&amp;title=Newsweek&amp;spage=96&amp;date=1951-05-28&amp;atitle=The+Subsidy+Flimflam&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1951-05-28,batch7_18_page0.txt,./perspective_extracted/batch7_18_page0.txt,FALSE,1951-05-28batch7_18_page0.txt.txt,./perspective_renamed/1951-05-28batch7_18_page0.txt.txt,FALSE
23,batch7_23.pdf,A Vacuum in Japan,"EVEN the most ardent critics of General MacArthur will admit that his removal creates a serious vacuum in Japan which, unless promptly filled, can endanger our future relations with that country. MacArthur was the symbol not only of the great power of the United States but of our abiding interests shared with the Japanese in economic, military, and political life.",1882560404,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 23, 1951",0028-9604,17,English,English,100,New York,"Apr 23, 1951",Newsweek,1951,37,https://www.proquest.com/magazines/vacuum-japan/docview/1882560404/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=37&amp;issue=17&amp;title=Newsweek&amp;spage=100&amp;date=1951-04-23&amp;atitle=A+Vacuum+in+Japan&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1951-04-23,batch7_23_page0.txt,./perspective_extracted/batch7_23_page0.txt,FALSE,1951-04-23batch7_23_page0.txt.txt,./perspective_renamed/1951-04-23batch7_23_page0.txt.txt,FALSE
37,batch7_37.pdf,Our Future and Japan's,"WHATEVER may be our differences with respect to our commitments in Europe, there is little perceptible argument about the critical importance of making Japan strong enough to defend itself against the Communist tide. The issue now comes down to ways and means, for the rearmament of Japan requires more than an order from Washington.",1832546785,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 8, 1951",0028-9604,2,English,English,80,New York,"Jan 8, 1951",Newsweek,1951,37,https://www.proquest.com/magazines/our-future-japans/docview/1832546785/se-2?accountid=14696,Photographs,80,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=37&amp;issue=2&amp;title=Newsweek&amp;spage=80&amp;date=1951-01-08&amp;atitle=Our+Future+and+Japan%27s&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1951-01-08,batch7_37_page0.txt,./perspective_extracted/batch7_37_page0.txt,FALSE,1951-01-08batch7_37_page0.txt.txt,./perspective_renamed/1951-01-08batch7_37_page0.txt.txt,FALSE
39,batch7_39.pdf,The Right Above the Law,"DEAN Clarence Manion of the Law School of the University of Notre Dame initiated in 1947 a project of the greatest national importance in these days of doubt, darkened outlook, and ideological conflict. There was held in that year the first convocation of an institute devoted to a discussion of the natural law and its bearing upon the problems of these days.",1882559699,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 25, 1950",0028-9604,26,English,English,68,New York,"Dec 25, 1950",Newsweek,1950,36,https://www.proquest.com/magazines/right-above-law/docview/1882559699/se-2?accountid=14696,Photographs,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=36&amp;issue=26&amp;title=Newsweek&amp;spage=68&amp;date=1950-12-25&amp;atitle=The+Right+Above+the+Law&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1950-12-25,batch7_39_page0.txt,./perspective_extracted/batch7_39_page0.txt,FALSE,1950-12-25batch7_39_page0.txt.txt,./perspective_renamed/1950-12-25batch7_39_page0.txt.txt,FALSE
46,batch7_46.pdf,Voice of Moderation: Who's Who in Politics,"IT is difficult to realize how firmly entrenched in this country are the forces which would pervert the free institutions of this country into the reality of a socialist state. The drift toward more state power, particularly Federal power, began many years ago under such names as ""progressivism"" or ""liberalism.",1807299777,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 13, 1950",0028-9604,20,English,English,108,New York,"Nov 13, 1950",Newsweek,1950,36,https://www.proquest.com/magazines/voice-moderation/docview/1807299777/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=36&amp;issue=20&amp;title=Newsweek&amp;spage=108&amp;date=1950-11-13&amp;atitle=Voice+of+Moderation&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1950-11-13,batch7_46_page0.txt,./perspective_extracted/batch7_46_page0.txt,FALSE,1950-11-13batch7_46_page0.txt.txt,./perspective_renamed/1950-11-13batch7_46_page0.txt.txt,FALSE
75,batch7_75.pdf,Hunting the Thomas Scalp,"OKLAHOMA CITY—If either of two very determined hunters has his way, the flowing white thatch of Sen. Elmer Thomas will be lifted this year. The first hunter will be Congressman Mike Monroney, and his attack will be in the Democratic primary on July 4. The second will probably be the Rev. W. H. (Bill) Alexander, the prospective Republican candidate in November.",1807310944,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 24, 1950",0028-9604,17,English,English,104,New York,"Apr 24, 1950",Newsweek,1950,35,https://www.proquest.com/magazines/hunting-thomas-scalp/docview/1807310944/se-2?accountid=14696,Photographs,104,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=35&amp;issue=17&amp;title=Newsweek&amp;spage=104&amp;date=1950-04-24&amp;atitle=Hunting+the+Thomas+Scalp&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1950-04-24,batch7_75_page0.txt,./perspective_extracted/batch7_75_page0.txt,FALSE,1950-04-24batch7_75_page0.txt.txt,./perspective_renamed/1950-04-24batch7_75_page0.txt.txt,FALSE
92,batch7_92.pdf,Railroads in Strait Jackets,"THE recent order of the Interstate Commerce Commission granting Eastern railroads a 12.5 per cent increase in passenger fares has been variously received. Some newspapers, widely read by grumbling commuters, have assailed the increase with suggestions indicating a feeling that they could run the railroads more profitably.",1843955243,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 5, 1949",0028-9604,23,English,English,88,New York,"Dec 5, 1949",Newsweek,1949,34,https://www.proquest.com/magazines/railroads-strait-jackets/docview/1843955243/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=34&amp;issue=23&amp;title=Newsweek&amp;spage=88&amp;date=1949-12-05&amp;atitle=Railroads+in+Strait+Jackets&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1949-12-05,batch7_92_page0.txt,./perspective_extracted/batch7_92_page0.txt,FALSE,1949-12-05batch7_92_page0.txt.txt,./perspective_renamed/1949-12-05batch7_92_page0.txt.txt,FALSE
111,batch7_111.pdf,Feeding Hungry Horses,"PORTLAND—One of the newest and biggest of the Federal projects that I have seen on this trip through the Northwest is at Hungry Horse, Mont., in the Flathead River Canyon. There in the early stages of construction is a dam which, it is said, will be the fourth largest in the United States.",1843942170,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 1, 1949",0028-9604,5,English,English,68,New York,"Aug 1, 1949",Newsweek,1949,34,https://www.proquest.com/magazines/feeding-hungry-horses/docview/1843942170/se-2?accountid=14696,Photographs,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=34&amp;issue=5&amp;title=Newsweek&amp;spage=68&amp;date=1949-08-01&amp;atitle=Feeding+Hungry+Horses&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1949-08-01,batch7_111_page0.txt,./perspective_extracted/batch7_111_page0.txt,FALSE,1949-08-01batch7_111_page0.txt.txt,./perspective_renamed/1949-08-01batch7_111_page0.txt.txt,FALSE
112,batch7_112.pdf,The Iron Muzzle on the Great Lakes,"DULUTH—Yesterday I drove through a region that the State of Michigan once accepted from Congress under violent protest. Tomorrow I shall cross an area that England ceded to the United States because the diplomats who wrote the Treaty of Paris in 1783 used a defective map. Together, these lands have provided the iron core of our industrial civilization.",1866724387,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 25, 1949",0028-9604,4,English,English,84,New York,"Jul 25, 1949",Newsweek,1949,34,https://www.proquest.com/magazines/iron-muzzle-on-great-lakes/docview/1866724387/se-2?accountid=14696,Photographs,84,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=34&amp;issue=4&amp;title=Newsweek&amp;spage=84&amp;date=1949-07-25&amp;atitle=The+Iron+Muzzle+on+the+Great+Lakes&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1949-07-25,batch7_112_page0.txt,./perspective_extracted/batch7_112_page0.txt,FALSE,1949-07-25batch7_112_page0.txt.txt,./perspective_renamed/1949-07-25batch7_112_page0.txt.txt,FALSE
185,batch7_185.pdf,The Race Narrows,"DALLAS—In Texas, as elsewhere, the independents and some Republicans who were talking about Eisenhower are turning to Stassen in considerable numbers. The withdrawal of the general has also sharpened the contest between Taft and Dewey. Eisenhower's renunciation seemed inevitable for several weeks and was predicted by thoughtful people who preferred him for, President.",1807294896,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 9, 1948",0028-9604,6,English,English,80,New York,"Feb 9, 1948",Newsweek,1948,31,https://www.proquest.com/magazines/race-narrows/docview/1807294896/se-2?accountid=14696,Photographs,80,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=6&amp;title=Newsweek&amp;spage=80&amp;date=1948-02-09&amp;atitle=The+Race+Narrows&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1948-02-09,batch7_185_page0.txt,./perspective_extracted/batch7_185_page0.txt,FALSE,1948-02-09batch7_185_page0.txt.txt,./perspective_renamed/1948-02-09batch7_185_page0.txt.txt,FALSE
205,batch7_205.pdf,The Land Is Bright,"PEORIA—A long automobile trip such as this observer is completing would, I am sure, be fatal to a professional viewer-with-alarm. He might survive the stress of spotty weather, crowded lodgings, highway reconstruction and high prices. But his nerves would crack before the indifference of the great American public to all warnings of perilous trends, of impending crises and of menacing doom.",1807291735,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Sep 1, 1947",0028-9604,9,English,English,84,New York,"Sep 1, 1947",Newsweek,1947,30,https://www.proquest.com/magazines/land-is-bright/docview/1807291735/se-2?accountid=14696,Photographs,84,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=30&amp;issue=9&amp;title=Newsweek&amp;spage=84&amp;date=1947-09-01&amp;atitle=The+Land+Is+Bright&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-09-01,batch7_205_page0.txt,./perspective_extracted/batch7_205_page0.txt,FALSE,1947-09-01batch7_205_page0.txt.txt,./perspective_renamed/1947-09-01batch7_205_page0.txt.txt,FALSE
209,batch7_209.pdf,Politics in Wisconsin and Minnesota,"MINNEAPOLIS—At this late date, Harold Stassen is still the only frankly declared candidate for President. Another distinction he shares with Senator Taft. He is outspoken. People like him for that, although some of his friends in Minnesota feel he has said a few things which it would have been wiser to have left unsaid.",1807292525,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 4, 1947",0028-9604,5,English,English,96,New York,"Aug 4, 1947",Newsweek,1947,30,https://www.proquest.com/magazines/politics-wisconsin-minnesota/docview/1807292525/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=30&amp;issue=5&amp;title=Newsweek&amp;spage=96&amp;date=1947-08-04&amp;atitle=Politics+in+Wisconsin+and+Minnesota&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-08-04,batch7_209_page0.txt,./perspective_extracted/batch7_209_page0.txt,FALSE,1947-08-04batch7_209_page0.txt.txt,./perspective_renamed/1947-08-04batch7_209_page0.txt.txt,FALSE
215,batch7_215.pdf,What Hague Has Joined Together,"THE best ^political story I ever read is ""Malachi Nolan,"" a short sketch by Brand Whitlock, who knew his Chicago, Springfield and Toledo. It portrays a ward boss who, in his mellow and opulent years, was persuaded by his daughter to quit and pay a visit to Limerick.",1883534339,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 16, 1947",0028-9604,24,English,English,104,New York,"Jun 16, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/what-hague-has-joined-together/docview/1883534339/se-2?accountid=14696,Photographs,104,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=24&amp;title=Newsweek&amp;spage=104&amp;date=1947-06-16&amp;atitle=What+Hague+Has+Joined+Together&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-06-16,batch7_215_page0.txt,./perspective_extracted/batch7_215_page0.txt,FALSE,1947-06-16batch7_215_page0.txt.txt,./perspective_renamed/1947-06-16batch7_215_page0.txt.txt,FALSE
327,batch7_327.pdf,A Planned Economy for Germany,"M uch as Americans may dislike tbe methods and implications of a planned economy, they will have to impose some such system upon tbe section of Germany that we shall occupy. We shall have to tell Germans where and when they may work, plant, reap, manufacture, trade, borrow, lend and travel.",1923994390,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 16, 1945",0028-9604,16,English,English,108,New York,"Apr 16, 1945",Newsweek,1945,25,https://www.proquest.com/magazines/planned-economy-germany/docview/1923994390/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=25&amp;issue=16&amp;title=Newsweek&amp;spage=108&amp;date=1945-04-16&amp;atitle=A+Planned+Economy+for+Germany&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1945-04-16,batch7_327_page0.txt,./perspective_extracted/batch7_327_page0.txt,FALSE,1945-04-16batch7_327_page0.txt.txt,./perspective_renamed/1945-04-16batch7_327_page0.txt.txt,FALSE
328,batch7_328.pdf,World Order Under Law,"In the Crimean statement appears a pledge of the Big Three to build ""world order under law."" This is not a mere rhetorical flourish or an empty expression of political theory. It is a basic concept whose light must guide even' step now taken from San Francisco onward.",1924004508,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 9, 1945",0028-9604,15,English,English,104,New York,"Apr 9, 1945",Newsweek,1945,25,https://www.proquest.com/magazines/world-order-under-law/docview/1924004508/se-2?accountid=14696,Photographs,104,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=25&amp;issue=15&amp;title=Newsweek&amp;spage=104&amp;date=1945-04-09&amp;atitle=World+Order+Under+Law&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1945-04-09,batch7_328_page0.txt,./perspective_extracted/batch7_328_page0.txt,FALSE,1945-04-09batch7_328_page0.txt.txt,./perspective_renamed/1945-04-09batch7_328_page0.txt.txt,FALSE
82,batch8_82.pdf,No More Parades?,"Several weeks ago, but since Pearl Harbor, I had occasion to speak to a group of college students, men and women. Questions followed—questions that made it clear that these young people were not taking apathetically a situation in which they would be bearing the biggest load. That was good.",1797090740,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 16, 1942",0028-9604,11,English,English,76,New York,"Mar 16, 1942",Newsweek,1942,19,https://www.proquest.com/magazines/no-more-parades/docview/1797090740/se-2?accountid=14696,NA,76,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=11&amp;title=Newsweek&amp;spage=76&amp;date=1942-03-16&amp;atitle=No+More+Parades%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1942-03-16,batch8_82_page0.txt,./perspective_extracted/batch8_82_page0.txt,FALSE,1942-03-16batch8_82_page0.txt.txt,./perspective_renamed/1942-03-16batch8_82_page0.txt.txt,FALSE
92,batch8_92.pdf,The Citizen Meets the Crisis,"Now that close to two weeks of war have passed into history, it is possible to take stock of our national state of mind. How have we done? Fairly well, on the morale side. Fairly well, in the sense that there has been no panic, no hysteria and an instant closing of ranks among all sorts and conditions of people.",1797086738,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 22, 1941",0028-9604,25,English,English,68,New York,"Dec 22, 1941",Newsweek,1941,18,https://www.proquest.com/magazines/citizen-meets-crisis/docview/1797086738/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=25&amp;title=Newsweek&amp;spage=68&amp;date=1941-12-22&amp;atitle=The+Citizen+Meets+the+Crisis&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1941-12-22,batch8_92_page0.txt,./perspective_extracted/batch8_92_page0.txt,FALSE,1941-12-22batch8_92_page0.txt.txt,./perspective_renamed/1941-12-22batch8_92_page0.txt.txt,FALSE
