"","date_new","year.x","notable_writing","economy","fiscal_conservatism","privatization_of_government_functions","statism","business","civil_rights","communism","crime_criminal_justice","democracy","domestic_policy_misc","foreign_policy","government_efficiency","journalism_media","labor","religion","supreme_court","taxes","vietnam","political_analysis","conservative_politics","conservative_criticism","dem_criticism","democratic_party_politics","eisenhower","fdr_analysis_even_handed","goldwater","gop_party_politics","johnson","john_f_kennedy","nixon","criticism_of_moley","new_deal_critique","fdr_explicit_support","fdr_criticism","criticism_of_fdr_aides","ad_with_moley","yellow","document","x1","index","title","abstract","store_id","article_type","authors","copyright","document_type","entry_date","issn","issue","language","language_of_summary","pages","place_of_publication","pubdate","pubtitle","year.y","volume","document_url","document_features","start_page","find_a_copy","database"
"24",1942-03-23,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-03-23_19_12 (N=1)",81,"batch8_81.pdf","The Problem Is Political","A ""great Amen"" is the country's response to the President's suggestion to his press conference that politics be forgotten. For no doubt he meant politics in the sordid, ignoble sense of the word—the sense that includes reaching for votes, beclouding issues, wangling patronage and seeking controverted objectives under the guise of a national emergency.","1807298474","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 23, 1942","0028-9604","12","English","English","68","New York","Mar 23, 1942","Newsweek",1942,"19","https://www.proquest.com/magazines/problem-is-political/docview/1807298474/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=12&amp;title=Newsweek&amp;spage=68&amp;date=1942-03-23&amp;atitle=The+Problem+Is+Political&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"25",1942-04-20,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-04-20_19_16 (N=1)",77,"batch8_77.pdf","Los Angeles Roundup","EN ROUTE LOS ANGELES TO CHICAGO—The two were not Californians, but they were tanned with the sun of Palm Springs. They sat uttering clichés between gulps of their drinks as the train moved East through Arizona. ""Yeah,"" said one, ""the people are apathetic."" ""Yeah,"" answered the other, ""a few bombs dropped on 'em would help.""","1797093408","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 20, 1942","0028-9604","16","English","English","76","New York","Apr 20, 1942","Newsweek",1942,"19","https://www.proquest.com/magazines/los-angeles-roundup/docview/1797093408/se-2?accountid=14696",NA,"76","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=16&amp;title=Newsweek&amp;spage=76&amp;date=1942-04-20&amp;atitle=Los+Angeles+Roundup&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"26",1942-05-11,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-05-11_19_19 (N=1)",74,"batch8_74.pdf","Three Messages","When, within a week, three of the foremost figures in the war—Roosevelt, Stalin and Hitler—broadcast important messages, their addresses invite comparison as instruments of war, for speeches of this kind are primarily fighting weapons. Hitler, as always, was not only hard to follow, but repulsively chaotic.","1796847568","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 11, 1942","0028-9604","19","English","English","80","New York","May 11, 1942","Newsweek",1942,"19","https://www.proquest.com/magazines/three-messages/docview/1796847568/se-2?accountid=14696","Photographs","80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=19&amp;title=Newsweek&amp;spage=80&amp;date=1942-05-11&amp;atitle=Three+Messages&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"27",1942-06-01,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-06-01_19_22 (N=1)",71,"batch8_71.pdf","Two Kinds of Revolution","Revolution has been in the news twice this month. The first time was when Vice President Wallace made a speech about ""the people's revolution"" which got little attention until a number of liberal and radical journals gave forth belated and noisy huzzahs. In the second news story the word ""revolution"" scarcely appeared at all.","1832549158","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 1, 1942","0028-9604","22","English","English","72","New York","Jun 1, 1942","Newsweek",1942,"19","https://www.proquest.com/magazines/two-kinds-revolution/docview/1832549158/se-2?accountid=14696",NA,"72","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=22&amp;title=Newsweek&amp;spage=72&amp;date=1942-06-01&amp;atitle=Two+Kinds+of+Revolution&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"28",1942-07-06,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-07-06_20_1 (N=1)",66,"batch8_66.pdf","Death for the Saboteurs!","If anything is ever to bring home to Americans the deadly intensity of the war, the bold enterprise of the eight German saboteurs who landed front submarines on our East Coast (see page 30) should do the trick. More than any possible token air raids it has dramatized the dangers we face.","1797093997","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 6, 1942","0028-9604","1","English","English","64","New York","Jul 6, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/death-saboteurs/docview/1797093997/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=1&amp;title=Newsweek&amp;spage=64&amp;date=1942-07-06&amp;atitle=Death+for+the+Saboteurs%21&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"29",1942-08-24,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-08-24_20_8 (N=1)",59,"batch8_59.pdf","The Issue Is Victory","To the long list of congressmen and senators who have been renominated, despite attacks based upon disagreement with the President's foreign policy before Pearl Harbor, the name of Hamilton Fish Jr. is now added. The story has been pretty much the same everywhere—in Texas, Kansas, Illinois, Idaho and Ohio, in rural and metropolitan New York, in St. Louis and rural Missouri.","1796830967","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 24, 1942","0028-9604","8","English","English","76","New York","Aug 24, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/issue-is-victory/docview/1796830967/se-2?accountid=14696",NA,"76","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=8&amp;title=Newsweek&amp;spage=76&amp;date=1942-08-24&amp;atitle=The+Issue+Is+Victory&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"30",1942-09-28,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-09-28_20_13 (N=1)",54,"batch8_54.pdf","The Cargo Plane Question","Los ANGELES—The decision of Donald Nelson to authorize Henry J. Kaiser to build three giant cargo planes in collaboration with Howard Hughes seems to make a good deal of sense. The interest aroused by this news and by the long and informative discussions that preceded it has done a great deal to make people appreciate the value of large cargo-flying ships.","1797099548","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 28, 1942","0028-9604","13","English","English","80","New York","Sep 28, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/cargo-plane-question/docview/1797099548/se-2?accountid=14696",NA,"80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=13&amp;title=Newsweek&amp;spage=80&amp;date=1942-09-28&amp;atitle=The+Cargo+Plane+Question&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"31",1942-10-19,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-10-19_20_16 (N=1)",51,"batch8_51.pdf","Three Governorships","As we come to mid-October, two political conclusions are clear. One is a drift toward Republican candidates; the other is a prospective small vote. These two signs may or may not have something in common. My impression is that they are not related. The small vote will come from many contributing causes.","1796833893","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 19, 1942","0028-9604","16","English","English","88","New York","Oct 19, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/three-governorships/docview/1796833893/se-2?accountid=14696",NA,"88","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=16&amp;title=Newsweek&amp;spage=88&amp;date=1942-10-19&amp;atitle=Three+Governorships&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"32",1942-11-16,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-11-16_20_20 (N=1)",47,"batch8_47.pdf","Post-Election Questions","Now that the election results are in, people are asking each other various questions. What are these questions, and what are the probable answers? Where does the election leave President Roosevelt?","1796835112","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 16, 1942","0028-9604","20","English","English","44","New York","Nov 16, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/post-election-questions/docview/1796835112/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=20&amp;title=Newsweek&amp;spage=44&amp;date=1942-11-16&amp;atitle=Post-Election+Questions&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"33",1942-12-07,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1942-12-07_20_23 (N=1)",44,"batch8_44.pdf","Wanted—Two Chairmen","Both major parties are faced with the job of selecting a new chairman. The Republican National Committee meets on Dec. 7 to choose a successor to Joseph Martin Jr., who has served since 1940. No date has as yet been set for a Democratic Committee meeting, but those who follow politics closely look for its announcement within a month or so, when Edward J. Flynn, the present Democratic chairman, is expected to resign.","1796835671","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 7, 1942","0028-9604","23","English","English","100","New York","Dec 7, 1942","Newsweek",1942,"20","https://www.proquest.com/magazines/wanted-two-chairmen/docview/1796835671/se-2?accountid=14696",NA,"100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=20&amp;issue=23&amp;title=Newsweek&amp;spage=100&amp;date=1942-12-07&amp;atitle=Wanted%E2%80%94Two+Chairmen&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"34",1946-01-21,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-01-21_27_3 (N=1)",288,"batch7_288.pdf","A Carnival of Ghosts","Sen. Wayne Morse's reference to Sen. Robert A. Taft as a ""reactionary"" suggested nothing so much as the pot's well-worn reference to the color of the kettle. Are we to have a revival of the battle, long ago, between Taft conservatism and La Follette progressivism?","1894123693","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 21, 1946","0028-9604","3","English","English","112","New York","Jan 21, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/carnival-ghosts/docview/1894123693/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=3&amp;title=Newsweek&amp;spage=112&amp;date=1946-01-21&amp;atitle=A+Carnival+of+Ghosts&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"35",1946-02-04,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-02-04_27_5 (N=1)",286,"batch7_286.pdf","The State Is a Faithless Trustee","The President's course these days sweeps government deeper and deeper into the realm of private rights and personal freedom. Quasi-compulsory arbitration, government seizure of plants, a long series of recommendations in the annual message, covering subsidies, housing, Federal power projects and socialized medicine, mark the conduct of an Administration which is scarcely reckoning how difficult it will be to retrace its steps from the jungle of state power.","1924009957","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 4, 1946","0028-9604","5","English","English","104","New York","Feb 4, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/state-is-faithless-trustee/docview/1924009957/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=5&amp;title=Newsweek&amp;spage=104&amp;date=1946-02-04&amp;atitle=The+State+Is+a+Faithless+Trustee&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"36",1946-03-11,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-03-11_27_10 (N=1)",281,"batch7_281.pdf","Report to the Russians","This piece is not written to argue or to interpret any of the territorial or military issues between Soviet Russia and her late allies. Nor is it directed primarily to American readers. Its purpose is, rather, to put into words a picture of American opinion, directed, as it were, to the eyes of responsible official Soviet Russia.","1843935773","Magazines","Moley, Raymond","© IBT Media, Inc","Review","Mar 11, 1946","0028-9604","10","English","English","100","New York","Mar 11, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/report-russians/docview/1843935773/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=10&amp;title=Newsweek&amp;spage=100&amp;date=1946-03-11&amp;atitle=Report+to+the+Russians&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"37",1946-04-29,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-04-29_27_17 (N=1)",274,"batch7_274.pdf","The Faith of Harold Stassen","ST. PAUL, MINN.—Three years ago this spring, there appeared in this column an account of a conversation with Harold E. Stassen. He was then 36 and in his third term as Governor of Minnesota, clearing his desk and preparing to resign and go into the Navy.","1832559588","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 29, 1946","0028-9604","17","English","English","96","New York","Apr 29, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/faith-harold-stassen/docview/1832559588/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=17&amp;title=Newsweek&amp;spage=96&amp;date=1946-04-29&amp;atitle=The+Faith+of+Harold+Stassen&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"38",1946-05-13,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-05-13_27_19 (N=1)",272,"batch7_272.pdf","America Likes the UN","The UN is making a hit with the American people. This is my conclusion after a good deal of observation and inquiry about the effect of the Bronx meetings on public opinion in the Middle and Far West. The light of a sunrise is sometimes best seen by looking west.","1924011795","Magazines","Moley, Raymond","© IBT Media, Inc","Review","May 13, 1946","0028-9604","19","English","English","104","New York","May 13, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/america-likes-un/docview/1924011795/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=19&amp;title=Newsweek&amp;spage=104&amp;date=1946-05-13&amp;atitle=America+Likes+the+UN&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"39",1946-06-24,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-06-24_27_25 (N=1)",266,"batch7_266.pdf","Prohibition by Indirection?","If Prohibition comes to this country, it ought to enter by the front door, lay its case on the table and be judged on its merits as a measure of prudence and morals. It once came through a back door marked ""War Necessity."" Now it is trying to enter at another irregular entrance marked ""Save Food.""","1850812015","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 24, 1946","0028-9604","25","English","English","104","New York","Jun 24, 1946","Newsweek",1946,"27","https://www.proquest.com/magazines/prohibition-indirection/docview/1850812015/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=27&amp;issue=25&amp;title=Newsweek&amp;spage=104&amp;date=1946-06-24&amp;atitle=Prohibition+by+Indirection%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"40",1946-07-08,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-07-08_28_2 (N=1)",264,"batch7_264.pdf","How You Can Get a Better Congress","Bob La Follette has lived in the atmosphere of the United States Senate during 41 of his 51 years of life. For six of those years, he was secretary to his father, and for 21 years he has been a senator in his own right. No senator can claim such an education in the science of government.","1843934915","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 8, 1946","0028-9604","2","English","English","92","New York","Jul 8, 1946","Newsweek",1946,"28","https://www.proquest.com/magazines/how-you-can-get-better-congress/docview/1843934915/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=2&amp;title=Newsweek&amp;spage=92&amp;date=1946-07-08&amp;atitle=How+You+Can+Get+a+Better+Congress&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"41",1946-08-19,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-08-19_28_8 (N=1)",258,"batch7_258.pdf","Politics in Idaho, Washington and Oregon","Portland—Firsthand observations of the political conditions and trends in Idaho, Washington and Oregon emphasize factors which I noted last week. The enormous crop now just at the beginning of the harvest, together with almost full employment, induces a feeling of well-being that dulls people's interest in politics.","1843946008","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 19, 1946","0028-9604","8","English","English","96","New York","Aug 19, 1946","Newsweek",1946,"28","https://www.proquest.com/magazines/politics-idaho-washington-oregon/docview/1843946008/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=8&amp;title=Newsweek&amp;spage=96&amp;date=1946-08-19&amp;atitle=Politics+in+Idaho%2C+Washington+and+Oregon&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"42",1946-09-16,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-09-16_28_12 (N=1)",254,"batch7_254.pdf","Truman's Home State","St. Louis—Political people here tell you that President Truman's personal prestige is at stake in Missouri. So is Hannegan's. And so the President and the Postmaster General are preparing to shoot the works out here this fall to elect a senator and a good majority of congressmen.","1924009482","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 16, 1946","0028-9604","12","English","English","112","New York","Sep 16, 1946","Newsweek",1946,"28","https://www.proquest.com/magazines/trumans-home-state/docview/1924009482/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=12&amp;title=Newsweek&amp;spage=112&amp;date=1946-09-16&amp;atitle=Truman%27s+Home+State&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"43",1946-11-11,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-11-11_28_20 (N=1)",246,"batch7_246.pdf","The Presidency","Not the least of the features of the late campaign was what happened to the massive institution of the Presidency. Organization Democrats far and near acted as if they were ashamed of their own President. His name was barely mentioned in speeches and campaign literature. With an eye to the Gallup polls, which indicated a drop in Mr. Truman's popularity from a honeymoon percentage of 87 per cent to an October brown of 32 per cent, they decided that he was to be written off as a loss.","1843950958","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 11, 1946","0028-9604","20","English","English","116","New York","Nov 11, 1946","Newsweek",1946,"28","https://www.proquest.com/magazines/presidency/docview/1843950958/se-2?accountid=14696","Photographs","116","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=20&amp;title=Newsweek&amp;spage=116&amp;date=1946-11-11&amp;atitle=The+Presidency&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"44",1946-12-09,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1946-12-09_28_24 (N=1)",242,"batch7_242.pdf","Who Makes Policy?","The assurance with which John L. Lewis has defied the Executive power of the government arises from a fact which Lewis knows and which the rest of us only dimly realize. That fact is that high policy is now being made neither by Congress, which should make it, nor by the Executive, which has made it for several years.","1850811871","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 9, 1946","0028-9604","24","English","English","108","New York","Dec 9, 1946","Newsweek",1946,"28","https://www.proquest.com/magazines/who-makes-policy/docview/1850811871/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=24&amp;title=Newsweek&amp;spage=108&amp;date=1946-12-09&amp;atitle=Who+Makes+Policy%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"45",1954-01-25,1954,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-01-25_43_4 (N=1)",185,"batch6_185.pdf","The Bricker Amendment-II","THAT it is possible, even inevitable that any President and Secretary of State become the helpless victims of the State Department bureaucracy is the firm contention of j. Anthony Panuch. Experience gives this man an authority that arrests attention. Panuch served the Federal government from 1938 to 1950.","1894136155","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 25, 1954","0028-9604","4","English","English","96","New York","Jan 25, 1954","Newsweek",1954,"43","https://www.proquest.com/magazines/bricker-amendment-ii/docview/1894136155/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=43&amp;issue=4&amp;title=Newsweek&amp;spage=96&amp;date=1954-01-25&amp;atitle=The+Bricker+Amendment-II&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"46",1954-02-01,1954,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-02-01_43_5 (N=1)",184,"batch6_184.pdf","The Bricker Amendment—III","THE most important part of the Bricker proposal is Section 3, which brings within the regulatory power of Congress the making of executive agreements by more or less anonymous bureaucrats throughout the vast ramifications of the Foreign Service.","1883561893","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 1, 1954","0028-9604","5","English","English","80","New York","Feb 1, 1954","Newsweek",1954,"43","https://www.proquest.com/magazines/bricker-amendment-iii/docview/1883561893/se-2?accountid=14696","Photographs","80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=43&amp;issue=5&amp;title=Newsweek&amp;spage=80&amp;date=1954-02-01&amp;atitle=The+Bricker+Amendment%E2%80%94III&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"47",1954-03-29,1954,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-03-29_43_13 (N=1)",176,"batch6_176.pdf","A New Look at an Old Fraud","HERE, Mr. President, is your issue. Taxes mean more to all of us than anything else that fills the headlines, except the danger of foreign war. They are infinitely more important than the relative veracity of a senator or a Secretary of the Army, or a bad dentist, or an evasive general.","1879135786","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 29, 1954","0028-9604","13","English","English","92","New York","Mar 29, 1954","Newsweek",1954,"43","https://www.proquest.com/magazines/new-look-at-old-fraud/docview/1879135786/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=43&amp;issue=13&amp;title=Newsweek&amp;spage=92&amp;date=1954-03-29&amp;atitle=A+New+Look+at+an+Old+Fraud&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"48",1954-06-14,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-06-14_43_24 (N=1)",167,"batch6_167.pdf","More Overlapping","During the past few weeks I have attempted in this space to draw attention to a number of legislative proposals which, in the midst of the Donnybrook over who's-the-biggest-liar-in-Washington, may well be rushed through under the pressure of special interests of the Federal bureaucracy and of members of Congress with an eye on elections.","1894163784","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 14, 1954","0028-9604","24","English","English","112","New York","Jun 14, 1954","Newsweek",1954,"43","https://www.proquest.com/magazines/more-overlapping/docview/1894163784/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=43&amp;issue=24&amp;title=Newsweek&amp;spage=112&amp;date=1954-06-14&amp;atitle=More+Overlapping&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
