"","date","year","title","abstract","authors","filename","filepath","index","issn","pages","document_url","find_a_copy"
"300",1963-05-27,1963,"The Big City Puts a Tax on Beauty","A case has appeared in the courts of New York which shows clearly one of the most important reasons why our great American cities are dying at the centers and why, beyond their downtown areas,...","Moley, Raymond","168309159_1_page0.txt","./moley_lat_txt/168309159_1_page0.txt",168309159,"0458-3035","","https://www.proquest.com/historical-newspapers/big-city-puts-tax-on-beauty/docview/168309159/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-05-27&amp;atitle=The+Big+City+Puts+a+Tax+on+Beauty&amp;au=Moley%2C+Raymond&amp;id=doi:"
"301",1963-05-20,1963,"GOP Needs More Than Cuba Issue","Every adult with even a smattering of political understanding must realize now, even if he failed to know it at the time, that when President Kennedy shook a naked first at Khrushchev and Castro...","Moley, Raymond","168367491_1_page0.txt","./moley_lat_txt/168367491_1_page0.txt",168367491,"0458-3035","","https://www.proquest.com/historical-newspapers/gop-needs-more-than-cuba-issue/docview/168367491/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-05-20&amp;atitle=GOP+Needs+More+Than+Cuba+Issue&amp;au=Moley%2C+Raymond&amp;id=doi:"
"302",1963-05-13,1963,"Nixon's Move to N.Y.---the Personal Motives","A good many items in the published speculation about Richard Nixon's decision to move to New York are vain imaginings.","Moley, Raymond","168306280_1_page0.txt","./moley_lat_txt/168306280_1_page0.txt",168306280,"0458-3035","","https://www.proquest.com/historical-newspapers/nixons-move-n-y-personal-motives/docview/168306280/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A4&amp;date=1963-05-13&amp;atitle=Nixon%27s+Move+to+N.Y.---the+Personal+Motives&amp;au=Moley%2C+Raymond&amp;id=doi:"
"303",1963-05-05,1963,"Two-Party System Is Making Gains in Texas","This is written after two crossings on the highways of Texas within the past three weeks. The first was over the northwest corner, the second from El Paso to the northeast corner.","Moley, Raymond","168322630_1_page0.txt","./moley_lat_txt/168322630_1_page0.txt",168322630,"0458-3035","","https://www.proquest.com/historical-newspapers/two-party-system-is-making-gains-texas/docview/168322630/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1963-05-05&amp;atitle=Two-Party+System+Is+Making+Gains+in+Texas&amp;au=Moley%2C+Raymond&amp;id=doi:"
"304",1963-04-30,1963,"Some Laments of the Intellectuals","It happens that in the past week or so I have been reading two items which not only supplement each otherbut have contemporary meaning since the advent of the Kennedy administration.","Moley, Raymond","168336375_1_page0.txt","./moley_lat_txt/168336375_1_page0.txt",168336375,"0458-3035","","https://www.proquest.com/historical-newspapers/some-laments-intellectuals/docview/168336375/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-04-30&amp;atitle=Some+Laments+of+the+Intellectuals&amp;au=Moley%2C+Raymond&amp;id=doi:"
"305",1963-04-22,1963,"Goldwater: Will He or Won't He?","Here in Goldwater country it is difficult to escape the infectious enthusiasm for a favorite son. Thousands here and in the states of Oklahoma and Texas, which I have visited on...","Moley, Raymond","168261774_1_page0.txt","./moley_lat_txt/168261774_1_page0.txt",168261774,"0458-3035","","https://www.proquest.com/historical-newspapers/goldwater-will-he-wont/docview/168261774/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-04-22&amp;atitle=Goldwater%3A+Will+He+or+Won%27t+He%3F&amp;au=Moley%2C+Raymond&amp;id=doi:"
"306",1963-04-15,1963,"Issues Look Promising for GOP in 1964 Race","If issues were all that were needed to win an election, Republicans might well look to 1964 with exhilarating optimism. But more important than issues are organization and attractive candi-...","Moley, Raymond","168271156_1_page0.txt","./moley_lat_txt/168271156_1_page0.txt",168271156,"0458-3035","","https://www.proquest.com/historical-newspapers/issues-look-promising-gop-1964-race/docview/168271156/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-04-15&amp;atitle=Issues+Look+Promising+for+GOP+in+1964+Race&amp;au=Moley%2C+Raymond&amp;id=doi:"
"307",1963-04-09,1963,"Plea for a Brand New Tax Law","In the small town where I grew up, I happened to be present when a farmer was buying some lumber to be used in rebuilding his house. He said rather sadly as he paid the bill, """"When I finish this job I...","Moley, Raymond","168325297_1_page0.txt","./moley_lat_txt/168325297_1_page0.txt",168325297,"0458-3035","","https://www.proquest.com/historical-newspapers/plea-brand-new-tax-law/docview/168325297/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-04-09&amp;atitle=Plea+for+a+Brand+New+Tax+Law&amp;au=Moley%2C+Raymond&amp;id=doi:"
"308",1963-03-25,1963,"Udall Power Play Is Protested by Fellow Rider on the New Frontier","Interior Secretary Stewart L. Udall rivals the late Secretary Ickes in his zeal to impose upon the nation a federal monopoly in the production and transmission of electric power.","Moley, Raymond","168294633_1_page0.txt","./moley_lat_txt/168294633_1_page0.txt",168294633,"0458-3035","","https://www.proquest.com/historical-newspapers/udall-power-play-is-protested-fellow-rider-on-new/docview/168294633/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-03-25&amp;atitle=Udall+Power+Play+Is+Protested+by+Fellow+Rider+on+the+New+Frontier&amp;au=Moley%2C+Raymond&amp;id=doi:"
"309",1963-03-19,1963,"Cuba, Focal Point of Red Infection","In September, in a number of published articles, this commentator pointed out that the greatest danger in the Communist nest in Cuba was its use as a launching pad for subversion throughout Latin...","Moley, Raymond","168312816_1_page0.txt","./moley_lat_txt/168312816_1_page0.txt",168312816,"0458-3035","","https://www.proquest.com/historical-newspapers/cuba-focal-point-red-infection/docview/168312816/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-03-19&amp;atitle=Cuba%2C+Focal+Point+of+Red+Infection&amp;au=Moley%2C+Raymond&amp;id=doi:"
"310",1963-03-12,1963,"How Hoover Men Helped F.D.R. to Save the Nation's Banking System","Your devoted commentator, sometime servant of Franklin D. Roosevelt and a participant in the activities of March 4, 1933, has observed a rule recommended to all senior citizens, which is to permit...","Moley, Raymond","168327507_1_page0.txt","./moley_lat_txt/168327507_1_page0.txt",168327507,"0458-3035","","https://www.proquest.com/historical-newspapers/how-hoover-men-helped-f-d-r-save-nations-banking/docview/168327507/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-03-12&amp;atitle=How+Hoover+Men+Helped+F.D.R.+to+Save+the+Nation%27s+Banking+System&amp;au=Moley%2C+Raymond&amp;id=doi:"
"311",1963-03-05,1963,"Court Curbs Unions and NLRB in Foreign Flag Case Decision","Moves by the National Labor Relations Board to sweep foreign-flag vessels to the ample bosom of federal jurisdiction have been checked. The Supreme Court has ruled that the NLRB would ex-...","Moley, Raymond","168317698_1_page0.txt","./moley_lat_txt/168317698_1_page0.txt",168317698,"0458-3035","","https://www.proquest.com/historical-newspapers/court-curbs-unions-nlrb-foreign-flag-case/docview/168317698/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-03-05&amp;atitle=Court+Curbs+Unions+and+NLRB+in+Foreign+Flag+Case+Decision&amp;au=Moley%2C+Raymond&amp;id=doi:"
"312",1963-02-26,1963,"Americans Should Revise Judgment of De Gaulle in Light of the Past","Whenever I find unanimity of opinion between the British government and our own on any specific subject, I feel sure that both are wrong.","Moley, Raymond","168262758_1_page0.txt","./moley_lat_txt/168262758_1_page0.txt",168262758,"0458-3035","","https://www.proquest.com/historical-newspapers/americans-should-revise-judgment-de-gaulle-light/docview/168262758/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-02-26&amp;atitle=Americans+Should+Revise+Judgment+of+De+Gaulle+in+Light+of+the+Past&amp;au=Moley%2C+Raymond&amp;id=doi:"
"313",1963-02-18,1963,"'Progressive Era' Changes Hinder Runners in the Presidential Race","The point of this piece is not to add to the volume of useless speculation about a Republican Presidential candidate in 1964, but to offer some observations on what is sometimes called progress.","Moley, Raymond","168200716_1_page0.txt","./moley_lat_txt/168200716_1_page0.txt",168200716,"0458-3035","","https://www.proquest.com/historical-newspapers/progressive-era-changes-hinder-runners/docview/168200716/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-02-18&amp;atitle=%27Progressive+Era%27+Changes+Hinder+Runners+in+the+Presidential+Race&amp;au=Moley%2C+Raymond&amp;id=doi:"
"314",1963-02-11,1963,"A Lesson From Prof. Wayout: How to Spend Your Way to Prosperity","The idea came to Ace Divider, class of '40, as he sat at his desk in February, 1963, frowning at the financial calculations which plainly told him that, come April, he would once more have to borrow...","Moley, Raymond","168233356_1_page0.txt","./moley_lat_txt/168233356_1_page0.txt",168233356,"0458-3035","","https://www.proquest.com/historical-newspapers/lesson-prof-wayout-how-spend-your-way-prosperity/docview/168233356/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-02-11&amp;atitle=A+Lesson+From+Prof.+Wayout%3A+How+to+Spend+Your+Way+to+Prosperity&amp;au=Moley%2C+Raymond&amp;id=doi:"
"315",1963-02-05,1963,"Our Sour 'Victory' in the Congo","Somehow in recent months we have begun to settle for something less than untarnished honor.","Moley, Raymond","168225470_1_page0.txt","./moley_lat_txt/168225470_1_page0.txt",168225470,"0458-3035","","https://www.proquest.com/historical-newspapers/our-sour-victory-congo/docview/168225470/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-02-05&amp;atitle=Our+Sour+%27Victory%27+in+the+Congo&amp;au=Moley%2C+Raymond&amp;id=doi:"
"316",1963-01-29,1963,"Kennedy May Be Trying to Bypass Congress on Vital Policy Issues","President Kennedy's aversion to advice or criticism is now well known. He has become accustomed to making decisions on his own without the benefit of the counsel of the best informed and obviously...","Moley, Raymond","168212937_1_page0.txt","./moley_lat_txt/168212937_1_page0.txt",168212937,"0458-3035","","https://www.proquest.com/historical-newspapers/kennedy-may-be-trying-bypass-congress-on-vital/docview/168212937/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1963-01-29&amp;atitle=Kennedy+May+Be+Trying+to+Bypass+Congress+on+Vital+Policy+Issues&amp;au=Moley%2C+Raymond&amp;id=doi:"
"317",1963-01-27,1963,"Why Russians Pulled Out of New York Fair","The eternal frustrations in our relations with the Soviet Union are not entirely due to the obstinate nature of that government. Some are due to the clumsy methods of our State Department.","Moley, Raymond","168217805_1_page0.txt","./moley_lat_txt/168217805_1_page0.txt",168217805,"0458-3035","","https://www.proquest.com/historical-newspapers/why-russians-pulled-out-new-york-fair/docview/168217805/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1963-01-27&amp;atitle=Why+Russians+Pulled+Out+of+New+York+Fair&amp;au=Moley%2C+Raymond&amp;id=doi:"
"318",1963-01-03,1963,"Confused Planning Over Cuba","Except for what it should teach us about the future the account in the Saturday Evening Post by Stewart Alsop and Charles Bartlett of the discussions in the President's circle of advisers before...","Moley, Raymond","168224014_1_page0.txt","./moley_lat_txt/168224014_1_page0.txt",168224014,"0458-3035","","https://www.proquest.com/historical-newspapers/confused-planning-over-cuba/docview/168224014/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A4&amp;date=1963-01-03&amp;atitle=Confused+Planning+Over+Cuba&amp;au=Moley%2C+Raymond&amp;id=doi:"
"319",1962-12-30,1962,"Unorganized Workers Are Minor Concern to the Labor Department","In the past few years, and especially since the coming of the Kennedy administration, the major role of the secretary of labor has been in relations between management and organized labor.","Moley, Raymond","168226899_1_page0.txt","./moley_lat_txt/168226899_1_page0.txt",168226899,"0458-3035","f7","https://www.proquest.com/historical-newspapers/unorganized-workers-are-minor-concern-labor/docview/168226899/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1962-12-30&amp;atitle=Unorganized+Workers+Are+Minor+Concern+to+the+Labor+Department&amp;au=Moley%2C+Raymond&amp;id=doi:"
"320",1962-12-23,1962,"McNamara's 'Intellectuals' Ignore Military in Optional Response Plan","So much discussion has been provoked by the Stewart Alsop-Charles Bartlett article in the Saturday Evening Post about the Cuban crisis that an article in the previous edition of that magazine by...","Moley, Raymond","168262475_1_page0.txt","./moley_lat_txt/168262475_1_page0.txt",168262475,"0458-3035","","https://www.proquest.com/historical-newspapers/mcnamaras-intellectuals-ignore-military-optional/docview/168262475/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1962-12-23&amp;atitle=McNamara%27s+%27Intellectuals%27+Ignore+Military+in+Optional+Response+Plan&amp;au=Moley%2C+Raymond&amp;id=doi:"
"321",1962-12-17,1962,"Ellender's Services Are Forgotten as One-Wornders Denounce Him","Before the One-World zealots go much further in denouncing Sen. Allen J. Ellender, the great services of this Louisianian should be considered.","Moley, Raymond","168247541_1_page0.txt","./moley_lat_txt/168247541_1_page0.txt",168247541,"0458-3035","","https://www.proquest.com/historical-newspapers/ellenders-services-are-forgotten-as-one-wornders/docview/168247541/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1962-12-17&amp;atitle=Ellender%27s+Services+Are+Forgotten+as+One-Wornders+Denounce+Him&amp;au=Moley%2C+Raymond&amp;id=doi:"
"322",1962-12-09,1962,"Discord in the Republican Party? It's an Old, Old, Old, Old Story","In the weeks which intervene between a nationwide election and the beginning of the congressional session in January, a condition prevails in the news-gathering and-printing industry which I have...","Moley, Raymond","168304443_1_page0.txt","./moley_lat_txt/168304443_1_page0.txt",168304443,"0458-3035","","https://www.proquest.com/historical-newspapers/discord-republican-party-old-story/docview/168304443/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=I7&amp;date=1962-12-09&amp;atitle=Discord+in+the+Republican+Party%3F+It%27s+an+Old%2C+Old%2C+Old%2C+Old+Story&amp;au=Moley%2C+Raymond&amp;id=doi:"
"323",1962-12-02,1962,"Political and Economic Liberties Involved in the Lockheed Dispute","From time to time Americans should remind themselves that the system under which they live is not that of majority rule but of majority government.","Moley, Raymond","168334745_1_page0.txt","./moley_lat_txt/168334745_1_page0.txt",168334745,"0458-3035","","https://www.proquest.com/historical-newspapers/political-economic-liberties-involved-lockheed/docview/168334745/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1962-12-02&amp;atitle=Political+and+Economic+Liberties+Involved+in+the+Lockheed+Dispute&amp;au=Moley%2C+Raymond&amp;id=doi:"
"324",1962-11-27,1962,"A Taxing Congress Re-elected to Office","My fellow citizens:","Moley, Raymond","168216424_1_page0.txt","./moley_lat_txt/168216424_1_page0.txt",168216424,"0458-3035","","https://www.proquest.com/historical-newspapers/taxing-congress-re-elected-office/docview/168216424/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A4&amp;date=1962-11-27&amp;atitle=A+Taxing+Congress+Re-elected+to+Office&amp;au=Moley%2C+Raymond&amp;id=doi:"
"325",1962-11-18,1962,"Miller Suggested as Presidential Prospect","In the spring of 1961 Sen. Thruston Morton resigned as chairman of the Republican National Committee to give his full time to his campaign for re-election in Kentucky. The members of the committee...","Moley, Raymond","168232351_1_page0.txt","./moley_lat_txt/168232351_1_page0.txt",168232351,"0458-3035","","https://www.proquest.com/historical-newspapers/miller-suggested-as-presidential-prospect/docview/168232351/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=J7&amp;date=1962-11-18&amp;atitle=Miller+Suggested+as+Presidential+Prospect&amp;au=Moley%2C+Raymond&amp;id=doi:"
"326",1962-11-13,1962,"Ideological Divisions That Split America Will Continue Into 1964","As the tumult and the shouting cease, while tattered campaign posters flutter in the November winds like withered leaves, party managers face the problem of paying off their deficits, and...","Moley, Raymond","168228929_1_page0.txt","./moley_lat_txt/168228929_1_page0.txt",168228929,"0458-3035","","https://www.proquest.com/historical-newspapers/ideological-divisions-that-split-america-will/docview/168228929/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1962-11-13&amp;atitle=Ideological+Divisions+That+Split+America+Will+Continue+Into+1964&amp;au=Moley%2C+Raymond&amp;id=doi:"
"327",1962-11-04,1962,"Nixon Showed the Way in Quarantine of Cuba","In their demands for action against the so many weeks the President Republican leaders demonstrated the great value of a two-party system.","Moley, Raymond","168279799_1_page0.txt","./moley_lat_txt/168279799_1_page0.txt",168279799,"0458-3035","","https://www.proquest.com/historical-newspapers/nixon-showed-way-quarantine-cuba/docview/168279799/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=J6&amp;date=1962-11-04&amp;atitle=Nixon+Showed+the+Way+in+Quarantine+of+Cuba&amp;au=Moley%2C+Raymond&amp;id=doi:"
"328",1962-10-28,1962,"U.S. Public Triggered Action Against Castro","The military and political consequences, even the immediate ones, of the President's seven-point Cuban program are incalculable. Consequently this commentator has no predictions to offer.","Moley, Raymond","168203991_1_page0.txt","./moley_lat_txt/168203991_1_page0.txt",168203991,"0458-3035","","https://www.proquest.com/historical-newspapers/u-s-public-triggered-action-against-castro/docview/168203991/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=J6&amp;date=1962-10-28&amp;atitle=U.S.+Public+Triggered+Action+Against+Castro&amp;au=Moley%2C+Raymond&amp;id=doi:"
"329",1962-10-21,1962,"Decisions, Decisions---That's President's Lot","Several weeks ago one of President Kennedy's apologists wrote in his column that the election of 1962 presented the Chief Executive with a grave difemma:","Moley, Raymond","168169423_1_page0.txt","./moley_lat_txt/168169423_1_page0.txt",168169423,"0458-3035","","https://www.proquest.com/historical-newspapers/decisions-thats-presidents-lot/docview/168169423/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=K6&amp;date=1962-10-21&amp;atitle=Decisions%2C+Decisions---That%27s+President%27s+Lot&amp;au=Moley%2C+Raymond&amp;id=doi:"
"330",1962-10-16,1962,"Rockefeller's Prospects Bright Despite Democrats, Conservatives","In these brown October days Gov. Reckefeller of New York occupies the happy position of a man who would have to work hard to lose re-election.","Moley, Raymond","168256930_1_page0.txt","./moley_lat_txt/168256930_1_page0.txt",168256930,"0458-3035","","https://www.proquest.com/historical-newspapers/rockefellers-prospects-bright-despite-democrats/docview/168256930/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=A5&amp;date=1962-10-16&amp;atitle=Rockefeller%27s+Prospects+Bright+Despite+Democrats%2C+Conservatives&amp;au=Moley%2C+Raymond&amp;id=doi:"
"331",1962-10-07,1962,"'Brinkmanship' of Dulles Might Win Battle of Cuba for America","It makes no sense to delay action toward the Soviet threat in Cuba on the ground that its capability is merely for defense. The technical equipment and personnel there probably are already able to realize...","Moley, Raymond","168234277_1_page0.txt","./moley_lat_txt/168234277_1_page0.txt",168234277,"0458-3035","","https://www.proquest.com/historical-newspapers/brinkmanship-dulles-might-win-battle-cuba-america/docview/168234277/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=J7&amp;date=1962-10-07&amp;atitle=%27Brinkmanship%27+of+Dulles+Might+Win+Battle+of+Cuba+for+America&amp;au=Moley%2C+Raymond&amp;id=doi:"
"332",1962-09-30,1962,"The Political Race: It's Quite a Whirl for Newsmen Covering It","Democracy has its weird rituals, incantations, and superstitions, just as had divinely inspired royal families and tribal chieftains. A very important item in democratic practice is the political cam-...","Moley, Raymond","168199656_1_page0.txt","./moley_lat_txt/168199656_1_page0.txt",168199656,"0458-3035","","https://www.proquest.com/historical-newspapers/political-race-quite-whirl-newsmen-covering/docview/168199656/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1962-09-30&amp;atitle=The+Political+Race%3A+It%27s+Quite+a+Whirl+for+Newsmen+Covering+It&amp;au=Moley%2C+Raymond&amp;id=doi:"
"333",1962-09-23,1962,"Nixon Called a 'Loner,' the type of' Man Who Makes Own Decisions","In the campaign for governor which is raging up and down California, the issue is and will continue to be Richard M. Nixon. This is in the nature of things.","Moley, Raymond","168184167_1_page0.txt","./moley_lat_txt/168184167_1_page0.txt",168184167,"0458-3035","","https://www.proquest.com/historical-newspapers/nixon-called-loner-type-man-who-makes-own/docview/168184167/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=F7&amp;date=1962-09-23&amp;atitle=Nixon+Called+a+%27Loner%2C%27+the+type+of%27+Man+Who+Makes+Own+Decisions&amp;au=Moley%2C+Raymond&amp;id=doi:"
"334",1962-09-16,1962,"The Powell Case: Reform Urged in Staffing of Congressional Groups","Amazing abuse of the proprieties of official conduct by the chairman of the House Committee on Education and Labor, Adam Clayton Powell Jr., occasioned by his recent European junket, has for-...","Moley, Raymond","168180488_1_page0.txt","./moley_lat_txt/168180488_1_page0.txt",168180488,"0458-3035","","https://www.proquest.com/historical-newspapers/powell-case-reform-urged-staffing-congressional/docview/168180488/se-2?accountid=14696","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=J7&amp;date=1962-09-16&amp;atitle=The+Powell+Case%3A+Reform+Urged+in+Staffing+of+Congressional+Groups&amp;au=Moley%2C+Raymond&amp;id=doi:"
