Date,OLD_DOC_ID,Notable writing,Economy,fiscal conservatism,Privatization of government functions,Statism,Business,Civil Rights,Communism,Crime - Criminal Justice,Democracy,Domestic Policy Misc,Foreign Policy,government efficiency,Journalism-Media,Labor,Religion,Supreme Court,Taxes,Vietnam,Political analysis,Conservative Politics,Conservative criticism,Dem criticism,Democratic Party politics,Eisenhower,FDR analysis - even handed,Goldwater,GOP Party politics,Johnson,John F Kennedy,Nixon,Criticism of Moley,New Deal critique,FDR_explicit_support,FDR_criticism,Criticism of FDR aides,Ad with Moley,YELLOW,Document
1956-02-06,Document name=Moley_1956-02-06_47_6 (N=1),,," As it  
happened, the pressure for these proj-  
ects came from interested members of  
Congress and bureaucrats anxious to  
spend more and more tax dollars. The  
Congressional committees that con-  
sidered them are stacked with mem-  
bers from the beneficiary states. 

Moley_1956-02-06_47_6: 1: 3358 - 1: 3631 (0)

ere considered, none of the pres-  
ently proposed irrigation projects  
would stand scrutiny.  
That is exactly what I have been  
saying in this space for two years. 

Moley_1956-02-06_47_6: 1: 5309 - 1: 5476 (0)",," As it  
happened, the pressure for these proj-  
ects came from interested members of  
Congress and bureaucrats anxious to  
spend more and more tax dollars. The  
Congressional committees that con-  
sidered them are stacked with mem-  
bers from the beneficiary states. 

Moley_1956-02-06_47_6: 1: 3358 - 1: 3631 (0)",,,,,,,,,,,,,,,,," THE President’s State of the Union  
message. separated by only a few  
sentences are two recommendations:  
“T shall urge authorization of a soil-  
bank program to alleviate the problem  
of diverted acres and an overextended  
agricultural plant...” and “TI strongly  
recommend that action be taken at  
this session on such wholly Federal  
projects as the Colorado River storage  
project and the Fryingpan-  
Arkansas project...”

Moley_1956-02-06_47_6: 1: 1126 - 1: 1562 (0)",,,,,,,,,,,,,,,,,1956-02-06_47_6 (N=1)
1956-03-05,Document name=Moley_1956-03-05_47_10 (N=1),,,"HESE bonds, incidentally, would be  
tax exempt, which would place a  
heavy handicap on private utilities  
seeking to sell their own taxable bonds  
in the same financial market.  
Senator Norris, the departed father  
of the TVA, would never have  
dreamed of such a future for his child.  

Moley_1956-03-05_47_10: 1: 5288 - 1: 5580 (0)",,"HE President, in his budget mes-  
ent last year, made a guarded  
reference to the possibility of permit-  
ting the Tennessee Valley Authority  
to issue its own revenue bonds in  
order to relieve the budget of annual  
and presumably to  
avoid the ceiling on the national debt.  
He said that the TVA should make  
certain studies of the subject. 

Moley_1956-03-05_47_10: 1: 1250 - 1: 1601 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-03-05_47_10 (N=1)
1956-04-02,Document name=Moley_1956-04-02_47_14 (N=1),,,,,,,,,,,,,,,,,,,,,,,,"T was probably destined, when na-  
ture wove together the strands  
that became the personality of Adlai  
Stevenson, that “at some disputed  
barricade” his rendezvous would be  
not with glory but with bitter frus-  
tration. The tragedy which befell  
Stevenson in Minnesota was implicit  
in the nature of the man. 

Moley_1956-04-02_47_14: 1: 1140 - 1: 1459 (0)",,,,,,,,,,,,,,,1956-04-02_47_14 (N=1)
1956-05-21,Document name=Moley_1956-05-21_47_21 (N=1),,,,,"n Aucust 1951 I presented in this  
I space my first article about the  
Hells Canyon controversy. I have  
commented on the subject from time  
to time since. Meanwhile, Congress  
ha; repeatedly refused to authorize  
the Federal dam proposed by pub-  
lic-power zealots; 

Moley_1956-05-21_47_21: 3: 1400 - 3: 1673 (0)",,,"

Moley_1956-05-21_47_21: 2: 399|43 - 2: 658|323 (0)",,,,,,,,,,,,,"I am foreclosed by the time and  
patience of readers from matching  
words and statistics with the torren-  
tial effusions of senators like Morse in  
the Congressional Record. For details  
I refer any inquiring reader to an  
analysis of the issue published by  
the American: Enterprise Association,  
1012 Fourteenth Street, N.W., Wash-  
ington 5, D.C. 

Moley_1956-05-21_47_21: 3: 2557 - 3: 2916 (0)",,,,,,,,,,,,,,,,"

Moley_1956-05-21_47_21: 1: 56|100 - 1: 558|750 (0)",,1956-05-21_47_21 (N=1)
1956-06-18,Document name=Moley_1956-06-18_47_25 (N=1),,"t this point Senator Morse ex-  
pressed his fear “that the politics of  
oil has become bigger than American  
foreign policy.”  
NONSENSE  
This is more nonsense. The United  
States is interested in the oil of the  
Middle East because it does not want  
to have that strategic treasure fall into  
Communist hands and thus mortally  
endanger the Western nations who  
are dependent upon it.  

Moley_1956-06-18_47_25: 1: 5635 - 1: 6031 (0)",,,,"Big-Business Myths  
by Raymond Moley  
INCE big business will once more be  
) an issue this year, let us note the  
ripe—perhaps overripe—reflections on  
the subject by a major Democratic  
seer. For Joseph C. O'Mahoney has  
made a career of two ideas—the evils  
of bigness and the need for Federal  
incorporation. 

Moley_1956-06-18_47_25: 1: 2060 - 1: 2380 (0)",,"t this point Senator Morse ex-  
pressed his fear “that the politics of  
oil has become bigger than American  
foreign policy.”  
NONSENSE  
This is more nonsense. The United  
States is interested in the oil of the  
Middle East because it does not want  
to have that strategic treasure fall into  
Communist hands and thus mortally  
endanger the Western nations who  
are dependent upon it.  

Moley_1956-06-18_47_25: 1: 5635 - 1: 6031 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-06-18_47_25 (N=1)
1956-07-30,Document name=Moley_1956-07-30_48_5 (N=1),,,,,"His predecessor, the absurd  
Mon Wallgren, had permitted the  
itch for public handouts to reach an  
acute stage. Washington in those  
years was the nation’s outstanding  
example of state socialism operating  
under a republican form of govern-  
ment. What with pensions, socialized  
medicine, and other welfare items,  
during Langlie’s second term the  
state treasury was practically bank-  
rupt. 

Moley_1956-07-30_48_5: 1: 3001 - 1: 3407 (0)",,,,,,,,,,,,,,,,"The Senatorial ca-  
| reer of the redoubtable Warren  
G. Magnuson may be drawing to a  
close. He was an authentic product  
of New Dealism. He entered public  
life—and public jobs have occupied  
him almost continuously during his  
adult years—in the depth of the de-  
pression, served through various lo-  
cal jobs, was elected to the House  
of Representatives in the great  
Roosevelt sweep of 1936, and _ re-  
mained there until elevated to the  
Senate in 1944. These successive vic-  
tories were to a large degree because  
he was marching ideologically in the  
spirit of the great wave of welfarism  
that inundated this state, and in part  
because he has had weak opposition.  
Both of these advantages have van-  
ished. The state, now humming with  
prosperity, is turning to the right,  
and Magnuson’s opponent is a for-  
midable threat. 

Moley_1956-07-30_48_5: 1: 1263 - 1: 2124 (0)

RIGHT PROSPECTS  
The drive of the state toward con-  
servatism is explained by an amazing  
growth in well-being. It is true that  
the present boom was_ probably  
initiated by great sums of Federal  
money flowing in for the great dams  
on the rivers, the aircraft industry,  
the atomic installations at Hanford,  
and the Navy Yard at Bremerton.  
But a growing population, a third of  
which has come in since the war, is  
enough in itself to generate a flourish-  
ing economy. Moreover, the imposi-  
tion of a high sales tax has relieved  
the financial difficulties of the state  
government. It would be foolish  
to predict the outcome of the  
Magnuson-Langlie contest, but it  
seems clear that the prospects for the  
Republican Party to pick up a much  
needed seat in the United States  
Senate are fairly bright. 

Moley_1956-07-30_48_5: 1: 4784 - 1: 5617 (0)",,,"The Senatorial ca-  
| reer of the redoubtable Warren  
G. Magnuson may be drawing to a  
close. He was an authentic product  
of New Dealism. He entered public  
life—and public jobs have occupied  
him almost continuously during his  
adult years—in the depth of the de-  
pression, served through various lo-  
cal jobs, was elected to the House  
of Representatives in the great  
Roosevelt sweep of 1936, and _ re-  
mained there until elevated to the  
Senate in 1944. These successive vic-  
tories were to a large degree because  
he was marching ideologically in the  
spirit of the great wave of welfarism  
that inundated this state, and in part  
because he has had weak opposition.  
Both of these advantages have van-  
ished. The state, now humming with  
prosperity, is turning to the right,  
and Magnuson’s opponent is a for-  
midable threat. 

Moley_1956-07-30_48_5: 1: 1263 - 1: 2124 (0)",,,,"EMARKABLE GROWTH  
Gov. Arthur Langlie is, to say the  
least, outstanding among the nation’s  
Republican leaders. In the past eight  
years, during which I have had fre-  
quent contacts with him, he has grown  
in stature to a remarkable extent.

Moley_1956-07-30_48_5: 1: 2128 - 1: 2375 (0)",,,,,,,,,,,1956-07-30_48_5 (N=1)
1956-08-13,Document name=Moley_1956-08-13_48_7 (N=1),,,,,,,,,,,,,,,,,,,,"xcept in describing a single elec-  
tion, it is absurd to talk about minority  
or majority parties. The size of a  
party’s vote is whatever zeal and hard  
work can make it. 

Moley_1956-08-13_48_7: 1: 5110 - 1: 5286 (0)",,,,,,,,"This strategy—very popular these  
days with people who, while paying  
lip service to the President, would at-  
tack the Republican Party—assumes  
that there is a fixed number of Demo-  
crats and Republicans, with a decisive  
minority of so-called independents.  
The conclusion that they would have  
us draw is that the only way a candi-  
date on the Republican ticket can win  
is to look so much and talk so much  
like a “liberal” Democrat that voters  
will switch sides and elect him.  
This concept I have called “the  
myth of a static electorate.” 

Moley_1956-08-13_48_7: 1: 1520 - 1: 2083 (0)",,,,,,,,,,,1956-08-13_48_7 (N=1)
1956-09-10,Document name=Moley_1956-09-10_48_11 (N=1),"ing from the total roll calls in the  
two Congresses items which were  
merely procedural and organizational  
and also others which were not in the  
President’s program, there were 675  
with which we are concerned in  
evaluating Republican loyalty to the  
President. On these, a majority of  
Republicans in both houses in both  
Congresses opposed the President in  
10 per cent of the cases. A majority of  
Democrats opposed the President in  
47 per cent of those cases.  

Moley_1956-09-10_48_11: 1: 3242 - 1: 3723 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,"This record of loyalty is certainly °  
bright in contrast with the troubled  
relations between the President and  
his party in Congress in the second:  
Roosevelt term and in 81st and’ 82nd:  
Congresses in Truman’s years. 

Moley_1956-09-10_48_11: 1: 5714 - 1: 5939 (0)",,,,,,,,,,,1956-09-10_48_11 (N=1)
1956-10-22,Document name=Moley_1956-10-22_48_17 (N=1),,,,,,"says that of all the is-  
sues with which he hopes to elevate  
Adlai Stevenson to the White House,  
“big business” is the most valuable. 

Moley_1956-10-22_48_17: 1: 1110 - 1: 1249 (0)",,,,,,,,,"The  
Finnegan-Butler plan leaves the job  
of capturing a Democratic Congress  
to the AFL-CIO Committee on Po-  
litical Education. No doubt, if COPE  
achieves that, the Democratic organ-  
ization will permit the political arms  
of unions to propose the program. 

Moley_1956-10-22_48_17: 1: 1775 - 1: 2042 (0)",,,,,,,,"tence from Daniel Webster, said:  
“The power to tax involves the power  
to destroy.” If under the leadership of  
COPE, victorious in the coming elec-  
tion, the Congress sets to work to  
make good on the reckless, irrespon-  
sible, vindictive attacks of Stevenson-  
Kefauver, the smalls as well as the  
bigs may well be destroyed. Higher  
costs, higher prices, paralysis of in-  
vestment and technological progress,  
bankruptcy, more mergers, and fewer  
jobs may well be the harvest. 

Moley_1956-10-22_48_17: 1: 4992 - 1: 5487 (0)",,,,,,,,,,"t is clear that after this campaign,  
in which “big business” has been the  
major issue, the proposals in Congress  
will be designed to punish and de-  
stroy big business by measures mainly  
in the field of taxation. For the New  
Deal long ago established taxation as  
the chief means of achieving eco-  
nomic and social reform.  
‘REFORM’ 

Moley_1956-10-22_48_17: 1: 2046 - 1: 2393 (0)",,,,,,1956-10-22_48_17 (N=1)
1956-11-05,Document name=Moley_1956-11-05_48_19 (N=1),,,,,,,,,,,,,,,"AFL-CIO Committee on Po-  
litical Education a

Moley_1956-11-05_48_19: 1: 1256 - 1: 1301 (0)

There is more of Walter Reuther  
in the future of the Democratic Party  
than of any of the characters now re-  
garded as its official ornaments. For  
Reuther and his associates have what  
none of them have—neither senators  
nor governors nor local statesmen of  
importance: A powerful organization  
limited by no state lines, with ten-  
tacles over the nation, and flush with  
money and captive workers. 

Moley_1956-11-05_48_19: 1: 1895 - 1: 2308 (0)",,,,,,"There will be plenty of time after  
the election to discuss the necessity  
of reconstructing the Republican  
Party to provide a genuine alterna-  
tive to this new party. 

Moley_1956-11-05_48_19: 1: 3324 - 1: 3497 (0)

My concern  
here, with only a few days before  
election, is to underline the extreme  
importance, despite the deadly opiate  
of confidence, of getting out the vote  
for conservative candidates for the  
House and Senate and for the State  
Legislatures. For every vote cast for  
them is not only another vote for the  
national ticket but an assist for candi-  
dates who are fighting an uneven  
contest with little organized support  
on their side. 

Moley_1956-11-05_48_19: 1: 3498 - 1: 3955 (0)",,,"My neglect of the Democratic can-  
didate was not merely because of a  
feeling that he lacked what it took,  
but also because there have been  
two parties of opposition in this cam-  
paign—the Stevenson-Kefauver 

Moley_1956-11-05_48_19: 1: 943 - 1: 1159 (0)

In short, what  
happened to the Liberal: Party in  
Britain 30 years ago is the fate that  
almost certainly lies in the future  
of the party of Jefferson and Wilson.

Moley_1956-11-05_48_19: 1: 3137 - 1: 3304 (0)",,,,,,,,,,,,,,,1956-11-05_48_19 (N=1)
1956-12-10,Document name=Moley_1956-12-10_48_24 (N=1),,,,"There is plenty of evidence that  
the people of the Northwest are not  
opposed to private investors sharing  
the burden of developing hydroelec-  
tric power in the Columbia Basin. 

Moley_1956-12-10_48_24: 1: 2395 - 1: 2578 (0)

There is no valid reason in morals or  
national policy why the 40-odd other  
states of the union should be taxed  
for the Northwest when there is avail-  
able plenty of private investors’ capital  
to bear a share. Industry will be  
drawn from the East and Midwest by  
the lure of subsidized Federal power. 

Moley_1956-12-10_48_24: 1: 3941 - 1: 4253 (0)","s will be a major test for a Presi-  
dent whose popular majority should  
provide an unparalleled opportunity  
to protect the Treasury and the tax-  
payers of all states from minority pres-  
sures. T

Moley_1956-12-10_48_24: 1: 1598 - 1: 1800 (0)",,,,,,,,,,,,,,,,,,"What has really happened has been  
the penetration and invigoration of  
the Democratic Party in both Oregon  
and Washington by the political ma-  
chines of labor unions. 

Moley_1956-12-10_48_24: 1: 3052 - 1: 3225 (0)",,,,,,,,,,,,,,,,1956-12-10_48_24 (N=1)
1958-01-27,Document name=Moley_1958-01-27_51_4 (N=1),"I note in the  
history of nuclear physics the names  
of Becquerel in 1896, followed by  
the Curies, Joliot, Becker, Chadwick,  
Urey, Brickwedde, Murphy, Hahn,  
Strassman, Rutherford, Mendeleev,  
Fermi, and Einstein.

Moley_1958-01-27_51_4: 1: 2551 - 1: 2771 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-01-27_51_4 (N=1)
1958-02-17,Document name=Moley_1958-02-17_51_7 (N=1),"Keys to Atomic Power—IV 

Moley_1958-02-17_51_7: 1: 2575 - 1: 2598 (0)",,,,"In manufacturing there is need for  
limited help from the government.  
The government should still assume  
a major role in building prototypes  
and in research. But a crash govern-  
ment program would be most unwise  
and wasteful. Reliance must still rest  
where it is—in private industry. 

Moley_1958-02-17_51_7: 1: 3981 - 1: 4277 (0)","Westinghouse, General Electric,  
Union Carbide, and General Dynam-  
ics had the great advantage of pre-  
vious war and defense work, also an  
adequate supply of skilled manpower  
and money. The management and  
stockholders realized they had a re-  
sponsibility imposed by the unbelieva-  
bly great demand for electric power  
in ten or fifteen years. One executive  
has told me that there has been no  
complaint from any stockholder about  
necessary and unprofitable expendi-  
ture of millions.  

Moley_1958-02-17_51_7: 1: 1411 - 1: 1918 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-02-17_51_7 (N=1)
1958-03-24,Document name=Moley_1958-03-24_51_12 (N=1),,,,,,,,,,,,,,,"Both, as a consequence, have in-  
curred the bitter opposition of “lib-  
erals” in both parties. They are also  
marked for liquidation by the AFL-  
CIO Committee on Political Educa-  
tion (COPE) whose objective is to  
capture the Democratic Party and to  
establish a labor government in the  
states and the nation. That, it should  
be clear to all, including the mem-  
bers of unions themselves, would  
mean class government, alien to  
American tradition and inimical to  
workers—union and nonunion—small-  
business men, farmers, and others.  
The device of a closed shop, es-  
sential to the political and economic  
power of the bosses of certain  
. big unions, means irresponsible con-  
trol over union treasuries and over the  
paid employes of the unions them-  
selves. This substantially blacks out  
the political freedom of union mem-  
bers through the use of their dues  
money in political activities for which  
they may have no sympathy. It means  
the “tyranny of the majority.

Moley_1958-03-24_51_12: 1: 1115 - 1: 2123 (0)",,,,,,"Barry M. Goldwater a

Moley_1958-03-24_51_12: 1: 720 - 1: 739 (0)",,,,,,"Barry M. Goldwater a

Moley_1958-03-24_51_12: 1: 720 - 1: 739 (0)

oldwater has great personal pop-  
ularity. He keeps in close touch with  
his state, and his energy in Washing-  
ton has made him a national figure. The people of the state are proud of  
this, just as the citizens of California  
are o

Moley_1958-03-24_51_12: 1: 4203 - 1: 4440 (0)",,,,,,,,,,,,1958-03-24_51_12 (N=1)
1958-04-07,Document name=Moley_1958-04-07_51_14 (N=1),,,,,"The basic purpose of these pay-  
ments is not made very clear. Hence,  
it is legitimate to ask anc answer a  
number of questions on that point.  
Is it to alleviate personal need or,  
to use a word no longer respectable  
in the vocabulary of the welfare state,  
is it charity? 

Moley_1958-04-07_51_14: 2: 2300 - 2: 2582 (0)

This recession is being used as a  
means to achieve the federalization  
of the whole system of unemployment  
compensation, an objective which has  
been sought by the CIO, by some  
elements in the AFL, and “liberal”  
members of Congress for years. One  
has only to compare the resolution of  
the AFL-CIO passed in December  
with bills introduced in the Senate  
and House by Sen. John Kennedy and  
Rep. E.J. McCarthy to recognize this.  
The President’s plan, while pro-  
fessedly temporary, would open the  
door to indefinite extension of Fed-  
eral power over what is and should  
be an essentially state problem.  

Moley_1958-04-07_51_14: 2: 5136 - 2: 5764 (0)",,,,,,,,,,"This recession is being used as a  
means to achieve the federalization  
of the whole system of unemployment  
compensation, an objective which has  
been sought by the CIO, by some  
elements in the AFL, and “liberal”  
members of Congress for years. One  
has only to compare the resolution of  
the AFL-CIO passed in December  
with bills introduced in the Senate  
and House by Sen. John Kennedy and  
Rep. E.J. McCarthy to recognize this.  
The President’s plan, while pro-  
fessedly temporary, would open the  
door to indefinite extension of Fed-  
eral power over what is and should  
be an essentially state problem.  

Moley_1958-04-07_51_14: 2: 5136 - 2: 5764 (0)",,,,,,,,,,,,,,,,,,,,,,,,1958-04-07_51_14 (N=1)
1958-05-12,Document name=Moley_1958-05-12_51_19 (N=1),,,,,"Political thinking, under the influ-  
ence of the so-called school of en-  
vironmental or social causation, uses  
this record to increase outlays for  
Federal housing and other supposed  
cures for delinquency. 

Moley_1958-05-12_51_19: 1: 1226 - 1: 1440 (0)",,,,"HE picture of juvenile crime is  
T vividly brought out in the latest  
FBI report. Juvenile burglaries and  
larcenies went up from approximately  
36,000 in 1950 to nearly 100,000 in  
1957. Altogether, last year 47 per  
cent of those arrested for murder,  
manslaughter, rape, robbery, aggra-  
vated assault, burglary, larceny, and  
auto theft were under 18 years.  
Political thinking, under the influ-  
ence of the so-called school of en-  
vironmental or social causation, uses  
this record to increase outlays for  
Federal housing and other supp

Moley_1958-05-12_51_19: 1: 853 - 1: 1410 (0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-05-12_51_19 (N=1)
1958-06-16,Document name=Moley_1958-06-16_51_24 (N=1),"The grand jury, or as it was once  
called, the grand inquest, came into  
being in England 800 years ago under  
the Assize of Clarendon. It was  
created as a group of select citizens  
empaneled in the king’s name and  
empowered to probe into all manner  
of charges of wrongdoing, not only  
against individuals but against public  
officials. Its proceedings were pro-  
tected by an oath of secrecy; its free-  
dom was unhampered by rules of  
evidence, and all and sundry might  
come to it with complaints. 

Moley_1958-06-16_51_24: 2: 2398 - 2: 2914 (0)",,,,,,,,"But one aspect of this prosecution  
merits attention far more than the  
guilt or innocence of an individual. It  
is the potentiality of the grand jury  
in our system of government. The  
powers of this institution have been  
greatly overshadowed by prosecuting  
officers in the past generation or more.  
In fact, in most cases it has become a  
mere rubber stamp for registering de-  
cisions made in advance by law-  
enforcement officers.  
But its part in the Powell case well  
illustrates what it might be as a means  
of law enforcement when the more  
commonly known agencies fail. In-  
deed, it might well serve as a means  
of inquiring why they do fail. 

Moley_1958-06-16_51_24: 2: 1079 - 2: 1750 (0)

The grand jury, or as it was once  
called, the grand inquest, came into  
being in England 800 years ago under  
the Assize of Clarendon. It was  
created as a group of select citizens  
empaneled in the king’s name and  
empowered to probe into all manner  
of charges of wrongdoing, not only  
against individuals but against public  
officials. Its proceedings were pro-  
tected by an oath of secrecy; its free-  
dom was unhampered by rules of  
evidence, and all and sundry might  
come to it with complaints. 

Moley_1958-06-16_51_24: 2: 2398 - 2: 2914 (0)",,,,,,"An instance is the prohibition em-  
bodied in the Taft-Hartley Act of  
1947 against the use of general funds  
of unions in Federal primaries and  
elections. That law added to an exist-  
ing prohibition against corporations a  
provision making it a Federal offense  
for “any labor organization to make  
a contribution or expenditure” in con-  
nection with the election of any can-  
didate for Federal office.  
Under this law the United States  
brought charges against the UAW  
and secured an indictment in Michi-  
gan. A Federal judge in that state  
dismissed the indictment, but the Su-  
preme Court, in a strong opinion in  
1957, reinstated it. The case was  
tried, and an acquittal was handed  
down by the trial jury. 

Moley_1958-06-16_51_24: 2: 3752 - 2: 4490 (0)",,,,,,,,,,,,,,,,,,,,,,,,1958-06-16_51_24 (N=1)
1958-07-21,Document name=Moley_1958-07-21_52_3 (N=1)," Among  
those Democrats are tens of thou-  
sands of conservatives who are polit-  
ically homeless since the unions have  
taken over their party. These ab-  
stainers in both parties provide the  
market for vigorous canvassing in the  
precincts by self-employed business-  
men, salesmen, doctors, farmers, den-  
tists, engineers, wage earners who  
have their right to work at stake, and  
the wives of those workers. 

Moley_1958-07-21_52_3: 1: 4144 - 1: 4568 (0)",,,,,,,,,,,,,,"HE political chips are down in Cal-  
Tifornia, and they represent im-  
mense values to all of us. The fate  
of Senator Knowland in his campaign  
for the governorship against Attorney  
General Edmund G. Brown is inci-  
dental. Knowland can live with his  
conscience, since he stands without  
compromise on the most vital of do-  
mestic issues—the right of a man to  
work at his trade, free from forced  
union membership. 

Moley_1958-07-21_52_3: 1: 1182 - 1: 1612 (0)

 Among  
those Democrats are tens of thou-  
sands of conservatives who are polit-  
ically homeless since the unions have  
taken over their party. These ab-  
stainers in both parties provide the  
market for vigorous canvassing in the  
precincts by self-employed business-  
men, salesmen, doctors, farmers, den-  
tists, engineers, wage earners who  
have their right to work at stake, and  
the wives of those workers. 

Moley_1958-07-21_52_3: 1: 4144 - 1: 4568 (0)",,,,,"But over the nation the defeat of  
Knowland would have great repercus-  
sions. Our two-party system, already  
weakened, would crumble. Republi-  
cans would either accept a minor role  
in national affairs or surrender to a  
me-too course. The Democratic Party  
would fall more deeply into captivity  
to the AFL-CIO COPE political ma-  
chine. 

Moley_1958-07-21_52_3: 1: 1615 - 1: 1964 (0)","HE political chips are down in Cal-  
Tifornia, and they represent im-  
mense values to all of us. The fate  
of Senator Knowland in his campaign  
for the governorship against Attorney  
General Edmund G. Brown is inci-  
dental. Knowland can live with his  
conscience, since he stands without  
compromise on the most vital of do-  
mestic issues—the right of a man to  
work at his trade, free from forced  
union membership. 

Moley_1958-07-21_52_3: 1: 1182 - 1: 1612 (0)

This margin, added to the present  
“liberal” bloc in Congress, would as-  
sure more inflationary spending, pro-  
gressive invasion of the states and  
of economic life, drastic weakening  
of Taft-Hartley, and ultimate welfare  
statism. All over the nation most em-  
ployers who have resisted the closed  
shop would be overwhelmed, and a  
great union monopoly would emerge.  
Basic liberties, guarded by a_ two-  
party, classless society, would be still  
more gravely endangered.  
Such considerations should move  
conservatives in California to intense  
activity while there is still time. 

Moley_1958-07-21_52_3: 1: 2603 - 1: 3204 (0)

 Among  
those Democrats are tens of thou-  
sands of conservatives who are polit-  
ically homeless since the unions have  
taken over their party. These ab-  
stainers in both parties provide the  
market for vigorous canvassing in the  
precincts by self-employed business-  
men, salesmen, doctors, farmers, den-  
tists, engineers, wage earners who  
have their right to work at stake, and  
the wives of those workers. 

Moley_1958-07-21_52_3: 1: 4144 - 1: 4568 (0)",,,,,,,,,,,,,,,,,,1958-07-21_52_3 (N=1)
1958-08-25,Document name=Moley_1958-08-25_52_8 (N=1)," 
Top of the Week  
oy Are We In for ‘Ruinous’ Inflation? Treasury Secretary.  
_ Anderson believes so and thinks a tax boost may be needed to  
avoid it. WASHINGTON TRENDS tells why and also why politicians  
shun this. Page 13. And sPOTLIGHT ON BUSINESS analyzes the inflation  
psychology that makes everything seem so rosy. Page 70.  
yY ‘Surrender’—The Unthinkable Word Hits the Headlines.  
How it got there, and how the President exploded when it did  
How great is the peril in the defense “gap”? Page 15.  
New Weapon of the Space  
Age. The missile-firing sub and  
its role in the deadly race to com- mand the underseas. What ten Rus-  
sian submarines could do to the East  
Coast—right now. Special Report  
with charts, page 24.  
Chaos or Order—the Arab  
Choice. Ike offers a Mideast  
plan, and behind the scenes at the  
U.N. it begins to take substance. But  
it’s up to the Arabs. Page 32. What it  
could achieve. Page 34. Exclusive  
report on a secret meeting between  
Lebanon’s two Presidents, which  
may pave the way for U.S. with-  
drawal. Page 36. And the surprising  
things said when Nasser met U.S.  
trouble-shooter Murphy. Page 38.  
It’s Christmas in August. That’s the way many businessmen  
oy are feeling, as they tot up new orders. Page 65.  
The Moon-Shoot That Didn’t—And the Postmortems. A  
vivid report on the failure at Cape Canaveral and why this  
one was doubly heartbreaking and embarrassing. Page 56.  
o Charles Van Doren Goes to Washington. The quiz master,  
starting a new TV career, gives shrewd and literate firsthand  
reactions to Ike, Rayburn, Knowland, and the Pentagon. Page 58.  
au! The Index a=_=  
THE AMERICAS ..  
Books .......  
BusINESS...... Spotlight—  
Inflation ....  
EDUCATION ....  
INTERNATIONAL ..  
Eeryeas:... 6.03%.  
MEDICINE .....  
Movigrs ......  
MAGRIG 5 On NATIONAL AFFAIRS Special Report— Missile Sub. . .  
THE COVER: Spectacular as recent subma- rine feats have been, they merely mark the start  
of a deadly race to command the underseas.  
Next step: Missile-firing nuclear subs, space-  
age descendants of such conventional types as  
the U.S.S. Barbero, shown with a Regulus I.  
See page 24 (Newsweek photo by B.J. Nixon).  
NEwsMAKERS ... 48 Signed Opinion PMNS 8 a 74  
RELIGION .... 75 Business TIDEs, SclIENcCE ...... 57 Henry Hazlitt. . 73  
SPORTS. .... 2.  
TRANSITION ...  
TV-Rapio ....  
Periscope Features _ Perspective,  
6l LARDNER’s WEEK,  
SPACE AND ATOM ; 56  
58 John Lardner. . 55  
Tue Periscope .. 9 Raymond Moley 80  
WASHINGTON TrENDS ..... 13 WASHINGTON TIDEs,  
Business TRENDS . 63 Ernest K. Lindley - 29 

at or huge machines  
oe |  
of Whe better way “|. Gs Santa Fe  
4 ‘No matter what you ship, “you can’ depend on the  
“know-how” of: Santa Fe’s  
traffic men to properly serve  
you. Call your nearest  
Santa Fe traffic office and  
have the longest railroad  
‘in the country go to work  
for you.  
Santa Fe  
Smith of Virginia 



Moley_1958-08-25_52_8: 1: 4378 - 2: 330 (0)",,,,"th his philosophy of government.  
He sees a twofold threat to free in-  
stitutions. The first is the building of a vast centralized government, with its inevitable bureaucracy. The sec-  
ond is the malignant narcotic of sub-  
sidies of all kinds.

Moley_1958-08-25_52_8: 2: 4031 - 2: 4280 (0)",,,,,,,,,,"n  
1989 Smith called for and. secured an investigation of the National Labor  
Relations Act and, as head of the  
inquiry, not only secured a reorgani-  
zation of that ‘board but wrote into  
the law amendments which became  
Act. During the war he was co-sponsot of the famous Smith-Connally Act td  
protect war industry against strikes  
and other obstructions.  

Moley_1958-08-25_52_8: 2: 2798 - 2: 3166 (0)",,,,,,,,,,,,,,,,,,,,,,,,1958-08-25_52_8 (N=1)
1958-09-22,Document name=Moley_1958-09-22_52_12 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-09-22_52_12 (N=1)
1958-10-13,Document name=Moley_1958-10-13_52_15 (N=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-10-13_52_15 (N=1)
1958-11-17,Document name=Moley_1958-11-17_52_20 (N=1),,,,,,,,,,,,,,,,,,,,,,"

Moley_1958-11-17_52_20: 1: 250|570 - 1: 415|690 (0)",,,,,,,,,,,,,,,,,1958-11-17_52_20 (N=1)
