date,year,filename,category,explanation
1953-05-21,1953,166498820,other,No categories met the 3-mention threshold.
1953-05-23,1953,166474975,other,No categories met the 3-mention threshold.
1953-05-28,1953,166494569,other,No categories met the 3-mention threshold.
1953-05-30,1953,166455944,other,No categories met the 3-mention threshold.
1953-06-02,1953,166477515,other,No categories met the 3-mention threshold.
1953-06-04,1953,166497498,other,No categories met the 3-mention threshold.
1953-06-06,1953,166494376,other,No categories met the 3-mention threshold.
1953-06-09,1953,166492583,other,No categories met the 3-mention threshold.
1953-06-11,1953,166453033,other,No categories met the 3-mention threshold.
1953-06-13,1953,166507450,other,No categories met the 3-mention threshold.
1953-06-16,1953,166509962,other,No categories met the 3-mention threshold.
1953-06-18,1953,166489596,other,No categories met the 3-mention threshold.
1953-06-20,1953,166513127,other,No categories met the 3-mention threshold.
1953-06-23,1953,166500865,other,No categories met the 3-mention threshold.
1953-06-27,1953,166489248,other,No categories met the 3-mention threshold.
1953-06-30,1953,166477227,other,No categories met the 3-mention threshold.
1953-07-03,1953,166519247,other,No categories met the 3-mention threshold.
1953-07-04,1953,166525517,other,No categories met the 3-mention threshold.
1953-07-07,1953,166477599,other,No categories met the 3-mention threshold.
1953-07-11,1953,166521221,other,No categories met the 3-mention threshold.
1953-07-14,1953,166459125,other,No categories met the 3-mention threshold.
1953-07-15,1953,166531632,other,No categories met the 3-mention threshold.
1953-07-17,1953,166521310,other,No categories met the 3-mention threshold.
1953-07-18,1953,166533588,other,No categories met the 3-mention threshold.
1953-07-21,1953,166504530,other,No categories met the 3-mention threshold.
1953-07-23,1953,166481932,other,No categories met the 3-mention threshold.
1953-07-25,1953,166525617,other,No categories met the 3-mention threshold.
1953-07-30,1953,166509732,LABOR,Contains 3 mentions of union leaders/wages and supplemental compensation.
1953-08-01,1953,166535777,other,No categories met the 3-mention threshold.
1953-08-14,1953,166522227,other,No categories met the 3-mention threshold.
1953-08-24,1953,166537926,other,No categories met the 3-mention threshold.
1953-08-27,1953,166531440,other,No categories met the 3-mention threshold.
1953-08-29,1953,166505005,other,No categories met the 3-mention threshold.
1953-09-01,1953,166544040,other,No categories met the 3-mention threshold.
1953-09-03,1953,166516600,other,No categories met the 3-mention threshold.
1953-09-04,1953,166518786,other,No categories met the 3-mention threshold.
1953-09-08,1953,166497299,other,No categories met the 3-mention threshold.
1953-09-11,1953,166507256,other,No categories met the 3-mention threshold.
1953-09-15,1953,166538889,other,No categories met the 3-mention threshold.
1953-09-22,1953,166505567,other,No categories met the 3-mention threshold.
1953-09-24,1953,166543465,other,No categories met the 3-mention threshold.
1953-09-29,1953,166526463,other,No categories met the 3-mention threshold.
1953-10-13,1953,166548691,other,No categories met the 3-mention threshold.
1953-10-15,1953,166544357,other,No categories met the 3-mention threshold.
1953-10-19,1953,166514974,LABOR,Contains 3 references to labor unions and the work effort.
1953-10-20,1953,166527620,other,No categories met the 3-mention threshold.
1953-10-22,1953,166530839,other,No categories met the 3-mention threshold.
1953-10-29,1953,166541968,other,No categories met the 3-mention threshold.
1953-11-03,1953,166569916,other,No categories met the 3-mention threshold.
1953-11-06,1953,166547697,other,No categories met the 3-mention threshold.
1953-11-07,1953,166565246,other,No categories met the 3-mention threshold.
1953-11-10,1953,166563058,other,No categories met the 3-mention threshold.
1953-11-12,1953,166558896,other,No categories met the 3-mention threshold.
1953-11-27,1953,166552973,other,No categories met the 3-mention threshold.
1953-12-01,1953,166551608,other,No categories met the 3-mention threshold.
1953-12-03,1953,166580089,other,No categories met the 3-mention threshold.
1953-12-08,1953,166573372,other,No categories met the 3-mention threshold.
1953-12-11,1953,166581633,LABOR,"Contains 4 mentions of the guaranteed annual wage, unions, and labor bosses."
1953-12-17,1953,166559421,other,No categories met the 3-mention threshold.
1953-12-22,1953,166559019,other,No categories met the 3-mention threshold.
1953-12-28,1953,166554318,LABOR,Contains 3 references to the Taft-Hartley Act and other labor conflicts.
1953-12-29,1953,166555981,other,No categories met the 3-mention threshold.
1953-12-31,1953,166562460,other,No categories met the 3-mention threshold.
1954-01-01,1954,166572423,other,No categories met the 3-mention threshold.
1954-01-04,1954,166595036,other,No categories met the 3-mention threshold.
1954-01-05,1954,166566213,other,No categories met the 3-mention threshold.
1954-01-07,1954,166590460,other,No categories met the 3-mention threshold.
1954-01-09,1954,166572023,other,No categories met the 3-mention threshold.
1954-01-12,1954,166583500,other,No categories met the 3-mention threshold.
1954-01-14,1954,166563778,other,No categories met the 3-mention threshold.
1954-01-21,1954,166569673,other,No categories met the 3-mention threshold.
1954-01-26,1954,166579656,other,No categories met the 3-mention threshold.
1954-01-28,1954,166562497,other,No categories met the 3-mention threshold.
1954-02-02,1954,166578172,other,No categories met the 3-mention threshold.
1954-02-04,1954,166585587,other,No categories met the 3-mention threshold.
1954-02-09,1954,166577901,other,No categories met the 3-mention threshold.
1954-02-11,1954,166593885,other,No categories met the 3-mention threshold.
1954-02-16,1954,166580225,LABOR,"Contains 3 references to labor movement, labor leaders, and the CIO."
1954-02-18,1954,166576648,other,No categories met the 3-mention threshold.
1954-02-23,1954,166575982,other,No categories met the 3-mention threshold.
1954-03-02,1954,166589748,other,No categories met the 3-mention threshold.
1954-03-04,1954,166587290,other,No categories met the 3-mention threshold.
1954-03-09,1954,166606648,other,No categories met the 3-mention threshold.
1954-03-11,1954,166608599,other,No categories met the 3-mention threshold.
1954-03-14,1954,166602811,other,No categories met the 3-mention threshold.
1954-03-16,1954,166596877,other,No categories met the 3-mention threshold.
1954-03-18,1954,166582909,LABOR,"Contains 3 references to labor target, the NLRB, and unions."
1954-03-23,1954,166593733,other,No categories met the 3-mention threshold.
1954-03-25,1954,166596134,other,No categories met the 3-mention threshold.
1954-03-27,1954,166591554,other,No categories met the 3-mention threshold.
1954-03-30,1954,166590982,other,No categories met the 3-mention threshold.
1954-04-02,1954,166627557,other,No categories met the 3-mention threshold.
1954-04-07,1954,166623380,other,No categories met the 3-mention threshold.
1954-04-08,1954,166625956,other,No categories met the 3-mention threshold.
1954-04-13,1954,166614281,other,No categories met the 3-mention threshold.
1954-04-16,1954,166608271,other,No categories met the 3-mention threshold.
1954-04-23,1954,166623120,other,No categories met the 3-mention threshold.
1954-04-27,1954,166615219,other,No categories met the 3-mention threshold.
1954-04-29,1954,166619310,other,No categories met the 3-mention threshold.
1954-05-04,1954,166635287,other,No categories met the 3-mention threshold.
1954-05-06,1954,166626771,other,No categories met the 3-mention threshold.
1954-05-11,1954,166612310,other,No categories met the 3-mention threshold.
1954-05-13,1954,166604712,other,No categories met the 3-mention threshold.
1954-05-18,1954,166608903,other,No categories met the 3-mention threshold.
1954-05-20,1954,166629830,other,No categories met the 3-mention threshold.
1954-05-25,1954,166605038,other,No categories met the 3-mention threshold.
1954-05-27,1954,166635625,other,No categories met the 3-mention threshold.
1954-06-01,1954,166638180,other,No categories met the 3-mention threshold.
1954-06-03,1954,166633125,other,No categories met the 3-mention threshold.
1954-06-04,1954,166641614,other,No categories met the 3-mention threshold.
1954-06-15,1954,166639182,other,No categories met the 3-mention threshold.
1954-06-18,1954,166639451,other,No categories met the 3-mention threshold.
1954-06-24,1954,166626715,other,No categories met the 3-mention threshold.
1954-06-29,1954,166614957,other,No categories met the 3-mention threshold.
1954-07-01,1954,166647686,other,No categories met the 3-mention threshold.
1954-07-06,1954,166651272,other,No categories met the 3-mention threshold.
1954-07-07,1954,166660853,other,No categories met the 3-mention threshold.
1954-07-09,1954,166640936,other,No categories met the 3-mention threshold.
1954-07-13,1954,166641990,other,No categories met the 3-mention threshold.
1954-07-18,1954,166673696,other,No categories met the 3-mention threshold.
1954-07-20,1954,166655957,other,No categories met the 3-mention threshold.
1954-07-27,1954,166655354,other,No categories met the 3-mention threshold.
1954-07-29,1954,166656876,other,No categories met the 3-mention threshold.
1954-07-29,1954,166657415,other,No categories met the 3-mention threshold.
1954-07-31,1954,166662114,other,No categories met the 3-mention threshold.
1954-08-05,1954,166654803,other,No categories met the 3-mention threshold.
1954-08-07,1954,166656638,other,No categories met the 3-mention threshold.
1954-08-10,1954,166647843,other,No categories met the 3-mention threshold.
1954-08-12,1954,166665782,other,No categories met the 3-mention threshold.
1954-08-17,1954,166664617,other,No categories met the 3-mention threshold.
1954-09-07,1954,166667456,other,No categories met the 3-mention threshold.
1954-09-09,1954,166674506,LABOR,"Contains 3 references to the CIO, labor/union bosses."
1954-09-10,1954,166650358,other,No categories met the 3-mention threshold.
1954-09-11,1954,166674451,other,No categories met the 3-mention threshold.
1954-09-15,1954,166675391,LABOR,Contains 3 references to unions and the CIO.
1954-09-16,1954,166684024,other,No categories met the 3-mention threshold.
1954-09-21,1954,166664528,other,No categories met the 3-mention threshold.
1954-09-23,1954,166686500,other,No categories met the 3-mention threshold.
1954-09-25,1954,166659684,other,No categories met the 3-mention threshold.
1954-09-28,1954,166661048,LABOR,Contains 3 references to labor leaders/bosses and AFL/CIO conventions.
1954-09-30,1954,166662962,other,No categories met the 3-mention threshold.
1954-10-02,1954,166706527,other,No categories met the 3-mention threshold.
1954-10-02,1954,166696527,other,No categories met the 3-mention threshold.
1954-10-05,1954,166705848,other,No categories met the 3-mention threshold.
1954-10-08,1954,166685133,other,No categories met the 3-mention threshold.
1954-10-11,1954,166709719,LABOR,Contains 3 references to trade unions/union leaders and Marxist/Socialist.
1954-10-13,1954,166708587,other,No categories met the 3-mention threshold.
1954-10-13,1954,166698587,other,No categories met the 3-mention threshold.
1954-10-15,1954,166693909,other,No categories met the 3-mention threshold.
1954-10-19,1954,166687600,other,No categories met the 3-mention threshold.
1954-10-21,1954,166707519,other,No categories met the 3-mention threshold.
1954-10-26,1954,166687130,other,No categories met the 3-mention threshold.
1954-10-29,1954,166667585,LABOR,Contains 3 references to labor bosses and union members.
1954-11-02,1954,166713308,other,No categories met the 3-mention threshold.
1954-11-06,1954,166705514,other,No categories met the 3-mention threshold.
1954-11-06,1954,166695514,other,No categories met the 3-mention threshold.
1954-11-09,1954,166703038,other,No categories met the 3-mention threshold.
1954-11-11,1954,166693601,other,No categories met the 3-mention threshold.
1954-11-18,1954,166689019,other,No categories met the 3-mention threshold.
1954-11-19,1954,166711100,LABOR,Contains 3 references to the UAW-CIO union/strikes and labor relations.
1954-11-24,1954,166708026,other,No categories met the 3-mention threshold.
1954-11-25,1954,166706058,other,No categories met the 3-mention threshold.
1954-11-25,1954,166696058,other,No categories met the 3-mention threshold.
1954-11-29,1954,166690441,other,No categories met the 3-mention threshold.
1954-11-30,1954,166684098,other,No categories met the 3-mention threshold.
1954-12-02,1954,166714949,other,No categories met the 3-mention threshold.
1954-12-03,1954,166709485,other,No categories met the 3-mention threshold.
1954-12-07,1954,166702672,other,No categories met the 3-mention threshold.
1954-12-09,1954,166714121,other,No categories met the 3-mention threshold.
1954-12-11,1954,166705808,other,No categories met the 3-mention threshold.
1954-12-14,1954,166707713,LABOR,Contains 3 references to labor and political action/union members.
1954-12-18,1954,166719064,other,No categories met the 3-mention threshold.
1954-12-21,1954,166684922,other,No categories met the 3-mention threshold.
1954-12-24,1954,166724197,other,No categories met the 3-mention threshold.
1954-12-24,1954,166729391,other,No categories met the 3-mention threshold.
1954-12-28,1954,166709813,other,No categories met the 3-mention threshold.
1954-12-30,1954,166705744,other,No categories met the 3-mention threshold.
1955-01-18,1955,166709545,other,No categories met the 3-mention threshold.
1955-02-17,1955,166716411,other,No categories met the 3-mention threshold.
1955-02-26,1955,166716436,other,No categories met the 3-mention threshold.
1955-01-24,1955,166718305,other,No categories met the 3-mention threshold.
1955-01-14,1955,166719481,other,No categories met the 3-mention threshold.
1955-02-08,1955,166720225,other,No categories met the 3-mention threshold.
1955-01-04,1955,166720554,other,No categories met the 3-mention threshold.
1955-02-22,1955,166721058,other,No categories met the 3-mention threshold.
1955-01-01,1955,166722880,other,No categories met the 3-mention threshold.
1955-01-11,1955,166722895,other,No categories met the 3-mention threshold.
1955-01-26,1955,166723179,other,No categories met the 3-mention threshold.
1955-01-15,1955,166724989,LABOR,"3 references to union contracts, pressure, and responsibility"
1955-02-18,1955,166727428,other,No categories met the 3-mention threshold.
1955-02-12,1955,166727501,other,No categories met the 3-mention threshold.
1955-01-20,1955,166727851,other,No categories met the 3-mention threshold.
1955-03-11,1955,166730999,other,No categories met the 3-mention threshold.
1955-02-24,1955,166731635,other,No categories met the 3-mention threshold.
1955-01-06,1955,166731729,other,No categories met the 3-mention threshold.
1955-03-31,1955,166733198,other,No categories met the 3-mention threshold.
1955-04-07,1955,166734461,other,No categories met the 3-mention threshold.
1955-01-08,1955,166736429,other,No categories met the 3-mention threshold.
1955-03-17,1955,166737175,other,No categories met the 3-mention threshold.
1955-01-27,1955,166737327,other,No categories met the 3-mention threshold.
1955-02-15,1955,166737849,other,No categories met the 3-mention threshold.
1955-03-29,1955,166739772,other,No categories met the 3-mention threshold.
1955-04-04,1955,166740074,other,No categories met the 3-mention threshold.
1955-02-05,1955,166741149,other,No categories met the 3-mention threshold.
1955-02-03,1955,166742694,other,No categories met the 3-mention threshold.
1955-04-06,1955,166744718,other,No categories met the 3-mention threshold.
1955-04-30,1955,166746158,other,No categories met the 3-mention threshold.
1955-03-24,1955,166747598,other,No categories met the 3-mention threshold.
1955-03-15,1955,166748707,other,No categories met the 3-mention threshold.
1955-04-27,1955,166750195,other,No categories met the 3-mention threshold.
1955-02-10,1955,166751822,other,No categories met the 3-mention threshold.
1955-04-23,1955,166752910,other,No categories met the 3-mention threshold.
1955-03-26,1955,166753240,other,No categories met the 3-mention threshold.
1955-03-01,1955,166754600,other,No categories met the 3-mention threshold.
1955-03-03,1955,166755006,other,No categories met the 3-mention threshold.
1955-03-08,1955,166756675,other,No categories met the 3-mention threshold.
1955-05-12,1955,166759287,other,No categories met the 3-mention threshold.
1955-03-18,1955,166760405,other,No categories met the 3-mention threshold.
1955-03-10,1955,166760548,other,No categories met the 3-mention threshold.
1955-04-29,1955,166760616,other,No categories met the 3-mention threshold.
1955-04-26,1955,166761604,other,No categories met the 3-mention threshold.
1955-05-03,1955,166762244,other,No categories met the 3-mention threshold.
1955-05-11,1955,166762259,LABOR,"3 references to CIO, United Auto Workers, and union membership"
1955-03-23,1955,166762550,other,No categories met the 3-mention threshold.
1955-05-21,1955,166765970,other,No categories met the 3-mention threshold.
1955-05-07,1955,166768343,other,No categories met the 3-mention threshold.
1955-05-25,1955,166768785,other,No categories met the 3-mention threshold.
1955-05-05,1955,166770315,other,No categories met the 3-mention threshold.
1955-06-30,1955,166770990,other,No categories met the 3-mention threshold.
1955-05-28,1955,166772650,LABOR,"3 references to trade unions, union members, and contributions"
1955-04-16,1955,166772652,other,No categories met the 3-mention threshold.
1955-05-19,1955,166772791,LABOR,"3 references to Labor Party, Labor candidate, and Labor agents"
1955-06-07,1955,166775604,other,No categories met the 3-mention threshold.
1955-04-19,1955,166776850,other,No categories met the 3-mention threshold.
1955-05-17,1955,166777231,LABOR,"3 references to Labor Party, Socialist leaders, and labor electors"
1955-04-12,1955,166779041,other,No categories met the 3-mention threshold.
1955-06-23,1955,166782278,LABOR,"3 references to watchmakers, workers' competitive position, and labor government"
1955-07-09,1955,166786348,other,No categories met the 3-mention threshold.
1955-06-28,1955,166786776,LABOR,"3 references to AFL-CIO merger, union power, and collective bargaining (UAW-CIO)"
1955-07-02,1955,166787995,other,No categories met the 3-mention threshold.
1955-06-17,1955,166788732,other,No categories met the 3-mention threshold.
1955-06-02,1955,166791184,LABOR,"3 references to Labor Party, working classes, and trade unions"
1955-05-14,1955,166791253,LABOR,"3 references to Labor manifesto, Labor government, and trade unions"
1955-07-20,1955,166792775,other,No categories met the 3-mention threshold.
1955-06-10,1955,166795628,other,No categories met the 3-mention threshold.
1955-07-07,1955,166796576,other,No categories met the 3-mention threshold.
1955-07-14,1955,166797420,other,No categories met the 3-mention threshold.
1955-08-25,1955,166798735,other,No categories met the 3-mention threshold.
1955-06-21,1955,166801409,other,No categories met the 3-mention threshold.
1955-05-26,1955,166803004,LABOR,"3 references to Labor Party, Labor agent, and labor vote"
1955-08-04,1955,166803187,other,No categories met the 3-mention threshold.
1955-07-28,1955,166805135,other,No categories met the 3-mention threshold.
1955-06-03,1955,166807540,LABOR,"5 references to Labor Party, labor auxiliaries, CIO, AFL, and workers"
1955-07-12,1955,166808368,other,No categories met the 3-mention threshold.
1955-07-21,1955,166811979,other,No categories met the 3-mention threshold.
1955-06-16,1955,166812193,other,No categories met the 3-mention threshold.
1955-08-19,1955,166813851,other,No categories met the 3-mention threshold.
1955-06-01,1955,166813992,LABOR,"3 references to Labor Party, trade unions, and party agents"
1955-08-18,1955,166817961,other,No categories met the 3-mention threshold.
1955-09-20,1955,166818150,LABOR,"5 references to labor party, Dubinsky union, trade unions, Walter Reuther, and AFL"
1955-08-02,1955,166820629,other,No categories met the 3-mention threshold.
1955-10-25,1955,166825249,LABOR,"3 references to Labor Party, wage workers, and trade unions"
1955-09-01,1955,166828519,other,No categories met the 3-mention threshold.
1955-08-16,1955,166830036,other,No categories met the 3-mention threshold.
1955-09-27,1955,166830068,other,No categories met the 3-mention threshold.
1955-09-29,1955,166831506,other,No categories met the 3-mention threshold.
1955-10-19,1955,166832503,other,No categories met the 3-mention threshold.
1955-08-09,1955,166833968,other,No categories met the 3-mention threshold.
1955-10-13,1955,166836034,LABOR,4 references to the CIO and AFL and collective bargaining
1955-09-08,1955,166841918,other,No categories met the 3-mention threshold.
1955-09-07,1955,166842424,other,No categories met the 3-mention threshold.
1955-09-15,1955,166843664,other,No categories met the 3-mention threshold.
1955-11-01,1955,166844661,LABOR,7 references to the AFL-CIO merger and UAW contracts
1955-08-30,1955,166845278,other,No categories met the 3-mention threshold.
1955-11-15,1955,166846159,other,No categories met the 3-mention threshold.
1955-08-26,1955,166846575,other,No categories met the 3-mention threshold.
1955-09-13,1955,166851071,LABOR,6 references to AFL and CIO and labor leaders
1955-10-17,1955,166851637,LABOR,3 references to the Labor Party
1955-09-03,1955,166853314,other,No categories met the 3-mention threshold.
1955-11-10,1955,166853660,other,No categories met the 3-mention threshold.
1955-10-06,1955,166853669,other,No categories met the 3-mention threshold.
1955-11-22,1955,166855868,other,No categories met the 3-mention threshold.
1955-10-11,1955,166857646,other,No categories met the 3-mention threshold.
1955-10-04,1955,166859055,LABOR,8 references to the Labor Party and union workers
1955-11-04,1955,166859344,other,No categories met the 3-mention threshold.
1955-12-27,1955,166862893,other,No categories met the 3-mention threshold.
1955-12-15,1955,166863288,other,No categories met the 3-mention threshold.
1955-10-21,1955,166865245,other,No categories met the 3-mention threshold.
1955-10-27,1955,166866285,LABOR,"8 references to labor bosses, unions (CIO, AFL), and Sidney Hillman"
1955-09-24,1955,166867678,other,No categories met the 3-mention threshold.
1955-12-01,1955,166868285,other,No categories met the 3-mention threshold.
1955-12-23,1955,166869036,LABOR,3 references to the Labor Party
1955-09-22,1955,166869615,other,No categories met the 3-mention threshold.
1955-11-25,1955,166871738,other,No categories met the 3-mention threshold.
1955-11-18,1955,166874636,other,No categories met the 3-mention threshold.
1955-12-06,1955,166893321,other,No categories met the 3-mention threshold.
1955-12-30,1955,166894129,other,No categories met the 3-mention threshold.
1955-12-20,1955,166894972,LABOR,"6 references to union leaders, unions, and union dues"
1955-12-08,1955,166903891,other,No categories met the 3-mention threshold.
1955-12-28,1955,166905664,LABOR,3 references to the British Labor Party
1955-12-29,1955,166906350,other,No categories met the 3-mention threshold.
1955-12-13,1955,166908290,other,No categories met the 3-mention threshold.
